"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ACIW","ACI Worldwide, Inc.","Technology","Software - Infrastructure",3599.56,42.30,,-3.10%,4.40%,117.51,0.90%,-7.38%,98.40%,-0.94%,1.87%,11.50%,-8.70%,0.36%,-4.83%,-20.73%,-8.58%,-21.08%,1.07,3.81%,-7.23%,-3.94%,-15.36%,-15.77%,4.69%,-29.83%,4.69%,38.00,1.50,30.33,-4.98%,537466,42.80
"ACKIT","Ackrell SPAC Partners I Co.","Financial","Shell Companies",,,,,,,,,9.62%,,,,0.34%,0.84%,1.65%,1.45%,,-0.84%,,0.05%,0.46%,0.80%,1.18%,0.14%,1.45%,-3.12%,2.79%,68.23,,10.11,0.14%,187,
"ACKIU","Ackrell SPAC Partners I Co.","Financial","Shell Companies",331.77,,,,,18.17,3.29%,0.00%,13.80%,-13.01%,,,-0.10%,1.76%,1.76%,2.06%,,1.17%,,1.39%,0.13%,1.11%,1.03%,-1.16%,27.89%,-5.36%,27.89%,52.63,,10.41,-0.78%,152,
"ACLS","Axcelis Technologies, Inc.","Technology","Semiconductor Equipment & Materials",2106.06,27.78,,24.70%,9.50%,33.54,2.30%,-6.58%,89.40%,0.83%,3.27%,16.40%,-0.19%,25.23%,21.60%,51.62%,133.40%,115.76%,1.52,4.31%,3.49%,17.72%,42.12%,-3.58%,39.19%,-3.58%,137.00%,64.06,1.80,62.83,-2.92%,240357,68.50
"ACM","AECOM","Industrials","Engineering & Construction",10348.50,36.63,,26.20%,-5.20%,143.81,0.20%,-17.19%,87.40%,-0.89%,1.63%,4.70%,-0.85%,7.71%,7.93%,10.94%,38.06%,44.88%,1.49,2.30%,1.36%,7.05%,11.95%,-5.03%,16.98%,-5.03%,54.73%,56.33,1.60,72.12,-3.99%,916744,84.44
"ACMR","ACM Research, Inc.","Technology","Semiconductor Equipment & Materials",1703.13,61.80,,34.30%,38.10%,19.42,0.10%,-95.01%,56.50%,15.70%,13.82%,11.90%,-8.44%,-12.60%,-0.05%,15.43%,13.82%,7.94%,0.53,5.45%,-14.76%,-16.29%,-5.44%,-26.38%,3.31%,-39.44%,44.15%,32.47,2.00,87.70,-1.27%,224036,134.28
"ACN","Accenture plc","Technology","Information Technology Services",232845.60,38.62,1.00%,7.30%,7.70%,633.52,0.10%,-9.25%,73.90%,0.05%,0.62%,15.10%,-4.63%,-0.13%,5.34%,25.32%,41.82%,35.37%,1.13,1.53%,-3.19%,1.71%,15.06%,-5.69%,11.90%,-5.69%,46.28%,42.73,2.10,353.60,-2.42%,2649354,379.00
"ACNB","ACNB Corporation","Financial","Banks - Regional",253.65,8.40,3.41%,3.10%,16.70%,8.72,2.60%,-1.51%,21.90%,3.55%,0.49%,88.60%,2.66%,6.47%,1.17%,1.70%,7.84%,17.24%,0.08,1.41%,3.41%,4.47%,3.10%,-0.34%,7.88%,-13.13%,21.82%,71.58,,29.29,-0.34%,2722,
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology",32.98,,,-58.80%,-20.90%,11.13,1.40%,0.00%,28.60%,-15.02%,3.95%,,-19.89%,-30.92%,-33.18%,-23.12%,-33.17%,-30.93%,0.45,7.43%,-22.87%,-31.16%,-36.47%,-42.69%,-4.98%,-66.97%,-4.98%,21.17,2.00,2.86,-7.44%,179139,10.00
"ACP","Aberdeen Income Credit Strategies Fund","Financial","Closed-End Fund - Debt",191.28,,10.94%,,,17.44,0.06%,11.64%,33.68%,,,,-3.01%,-1.97%,-3.09%,-5.27%,10.48%,4.89%,,1.28%,-3.01%,-2.31%,-3.35%,-5.02%,0.64%,-11.58%,10.92%,31.86,,10.97,-1.44%,185401,
"ACQR","Independence Holdings Corp.","Financial","Shell Companies",384.75,,,,,61.99,,,82.38%,29.08%,0.24%,,0.20%,0.00%,0.82%,,,0.10%,,0.28%,0.15%,0.31%,0.13%,-0.20%,1.56%,-3.83%,1.56%,54.74,,9.78,0.10%,46874,
"ACQRU","Independence Holdings Corp.","Financial","Shell Companies",,,,,,,,,,,0.01%,,1.92%,1.20%,1.61%,0.50%,,1.10%,,0.51%,1.45%,1.71%,1.15%,-0.11%,2.95%,-5.78%,2.95%,66.42,,10.11,1.61%,13,
"ACR","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",136.61,4.80,,-59.80%,,9.55,1.80%,0.00%,46.40%,4.79%,0.30%,41.90%,-3.04%,-9.41%,-12.34%,-6.94%,30.69%,19.88%,1.93,2.60%,-4.82%,-7.83%,-8.80%,-12.77%,2.57%,-22.14%,38.25%,33.42,2.00,14.35,0.63%,36444,19.50
"ACRE","Ares Commercial Real Estate Corporation","Real Estate","REIT - Mortgage",715.35,9.95,8.72%,-7.20%,9.30%,46.96,0.10%,0.00%,53.00%,1.82%,1.76%,41.50%,-2.45%,-4.06%,-2.83%,-0.00%,35.03%,27.55%,1.35,1.72%,-3.56%,-2.82%,1.03%,-6.49%,1.13%,-10.66%,37.11%,36.00,2.00,15.13,-2.07%,496217,16.42
"ACRO","Acropolis Infrastructure Acquisition Corp.","Financial","Shell Companies",419.13,,,,,43.12,,,56.90%,398.45%,0.02%,,0.21%,0.00%,,,,0.00%,,0.29%,0.16%,0.08%,0.08%,-1.02%,1.04%,-1.02%,1.04%,53.07,,9.72,0.21%,22538,
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Biotechnology",755.31,,,-0.90%,,61.22,2.90%,-9.36%,93.40%,1.54%,4.35%,,-6.38%,-21.13%,-19.57%,-43.26%,281.27%,95.05%,0.40,6.52%,-17.62%,-23.28%,-34.88%,-36.81%,2.35%,-58.45%,300.00%,31.75,1.50,12.62,-5.82%,212676,34.80
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",84.18,,,3.00%,-22.40%,119.22,0.50%,0.00%,18.40%,-17.87%,2.72%,,-3.88%,-28.33%,-41.24%,-53.08%,-57.65%,-47.40%,0.68,6.65%,-17.60%,-28.88%,-49.48%,-39.61%,0.32%,-77.82%,0.32%,23.78,1.70,0.65,-3.66%,621457,5.83
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology",74.48,,,22.50%,39.10%,32.79,12.09%,0.00%,0.94%,,4.96%,,-1.43%,-17.37%,-58.61%,-65.45%,-35.63%,-46.92%,1.34,5.04%,-13.53%,-22.17%,-62.36%,-42.02%,7.81%,-85.86%,7.81%,32.23,2.00,1.38,-3.50%,105087,2.52
"ACT","Enact Holdings, Inc.","Financial","Exchange Traded Fund",3505.96,,,,,163.83,,,,,0.09%,,-2.35%,-1.63%,,,,10.37%,,3.25%,-1.21%,2.46%,2.46%,-5.77%,17.48%,-5.77%,17.48%,50.28,,21.40,-1.11%,137450,
"ACTDU","ArcLight Clean Transition Corp. II","Financial","Shell Companies",,,,,,,,,44.45%,,,,2.20%,2.77%,1.21%,0.14%,,1.90%,,0.36%,1.60%,2.38%,1.51%,-0.39%,4.08%,-6.25%,4.83%,62.02,,10.20,0.00%,0,
"ACTG","Acacia Research Corporation","Industrials","Specialty Business Services",265.99,,,20.00%,-24.90%,48.95,0.90%,-4.14%,64.40%,4.11%,3.26%,-76.90%,-5.98%,-3.89%,-9.27%,-2.99%,37.30%,31.73%,0.32,5.03%,-6.07%,-12.17%,-14.88%,-31.17%,2.65%,-42.90%,49.14%,38.88,,5.19,-2.63%,263710,8.00
"ACU","Acme United Corporation","Consumer Defensive","Household & Personal Products",116.12,9.68,1.58%,12.20%,8.40%,3.54,9.70%,-6.12%,66.50%,0.95%,0.84%,9.10%,-7.25%,-9.37%,-17.07%,-21.06%,2.04%,9.49%,1.11,3.75%,-8.88%,-6.72%,-16.74%,-14.71%,10.15%,-31.71%,20.39%,35.64,1.00,32.99,1.01%,5953,51.75
"ACV","AllianzGI Diversified Income & Convertible Fund","Financial","Asset Management",358.04,,5.78%,-3.05%,,10.35,,,27.09%,,,,-5.13%,-4.05%,-3.33%,3.69%,17.07%,5.81%,,1.22%,-5.14%,-3.14%,0.96%,-8.01%,4.79%,-8.01%,18.89%,31.23,3.00,34.58,-1.90%,19186,36.93
"ACVA","ACV Auctions Inc.","Technology","Software - Application",3288.88,,,,,155.04,0.90%,-68.03%,70.20%,29.21%,7.38%,-20.20%,-2.45%,14.65%,11.21%,-18.48%,,-32.38%,,5.41%,3.70%,7.97%,-12.54%,-7.41%,30.84%,-44.06%,30.84%,55.34,1.80,21.13,-1.86%,485128,31.27
"ACWF","iShares MSCI Global Multifactor ETF","Financial","Exchange Traded Fund",,,1.75%,,,,,,,,,,-2.59%,-0.07%,-2.93%,-1.74%,17.09%,12.14%,,0.58%,-2.27%,-0.70%,0.17%,-3.85%,3.94%,-4.31%,17.64%,37.61,,37.75,-2.18%,5910,
"ACWI","iShares MSCI ACWI ETF","Financial","Exchange Traded Fund",,,1.43%,,,,,,,,,,-3.36%,-1.26%,-0.59%,2.70%,17.64%,13.94%,,0.66%,-2.90%,-0.64%,2.62%,-3.81%,4.48%,-3.81%,18.68%,33.62,,103.37,-2.44%,4094744,
"ACWV","iShares MSCI Global Min Vol Factor ETF","Financial","Exchange Traded Fund",,,1.73%,,,,,,,,,,-2.18%,-0.45%,-1.49%,1.29%,9.44%,8.12%,,0.49%,-1.73%,-0.44%,1.83%,-2.68%,3.08%,-3.11%,12.26%,34.56,,104.78,-1.44%,86722,
"ACWX","iShares MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund",,,2.01%,,,,,,,,,,-4.60%,-4.10%,-4.16%,-6.07%,6.47%,3.32%,,0.60%,-4.57%,-3.54%,-3.62%,-5.65%,0.87%,-7.42%,8.13%,26.03,,54.80,-2.82%,1984184,
"ACXP","Acurx Pharmaceuticals, Inc.","Healthcare","Biotechnology",48.90,,,,,10.12,22.70%,1.24%,0.70%,169.23%,1.53%,,2.73%,-9.44%,1.66%,,,-38.02%,,7.96%,-3.96%,-0.31%,-4.91%,-15.40%,20.15%,-44.05%,31.81%,47.95,,4.89,1.66%,25908,
"ACY","AeroCentury Corp.","Industrials","Rental & Leasing Services",180.97,,,-53.60%,-9.60%,1.55,43.73%,-1.02%,1.30%,-21.78%,16.73%,,-16.13%,-21.25%,0.05%,244.67%,1469.63%,224.15%,3.50,7.08%,-21.43%,-25.19%,56.40%,-47.80%,4.02%,-47.80%,1599.79%,35.27,,34.47,-2.54%,5330,
"ADAG","Adagene Inc.","Healthcare","Biotechnology",373.24,,,,,36.41,,,20.30%,47.43%,0.82%,,-9.67%,-26.48%,-48.52%,-31.57%,,-71.02%,,5.65%,-18.63%,-29.09%,-44.91%,-45.24%,-0.51%,-72.70%,-0.51%,25.11,1.70,8.69,-3.44%,6952,33.89
"ADALU","Anthemis Digital Acquisitions I Corp","Financial","Shell Companies",,,,,,,,,,,,,0.40%,,,,,0.90%,,,0.57%,0.57%,0.57%,-0.10%,0.90%,-0.10%,0.90%,,,10.14,-0.10%,49,
"ADAP","Adaptimmune Therapeutics plc","Healthcare","Biotechnology",622.26,,,-24.90%,-15.10%,156.10,0.10%,-1.42%,73.00%,-0.02%,2.33%,,-2.16%,-18.92%,-20.97%,-19.09%,-11.71%,-24.49%,1.93,6.57%,-15.87%,-20.51%,-16.81%,-31.60%,6.13%,-44.55%,20.77%,33.15,2.70,4.07,-4.91%,321653,9.17
"ADBE","Adobe Inc.","Technology","Software - Infrastructure",307062.11,54.63,,54.30%,21.80%,477.00,0.31%,-4.60%,85.40%,-0.12%,1.05%,36.50%,-1.32%,3.44%,0.54%,31.22%,40.85%,32.39%,1.06,2.30%,0.23%,5.00%,17.05%,-5.35%,19.92%,-5.35%,57.35%,53.64,1.70,662.10,-0.93%,2203960,706.14
"ADC","Agree Realty Corporation","Real Estate","REIT - Retail",4852.20,39.28,3.94%,-4.20%,28.90%,69.10,1.70%,2.76%,,-5.73%,5.60%,47.20%,-1.43%,-2.81%,-6.56%,-1.68%,3.07%,3.78%,0.42,1.78%,-1.66%,-0.53%,-1.47%,-4.52%,4.41%,-9.02%,12.78%,44.85,1.60,69.10,-1.45%,341453,81.50
"ADCT","ADC Therapeutics SA","Healthcare","Biotechnology",1830.61,,,,,76.72,48.05%,0.00%,43.50%,-2.05%,15.45%,,-9.57%,-20.71%,-24.72%,2.54%,-37.80%,-30.65%,,6.02%,-17.74%,-16.83%,-12.12%,-30.62%,4.42%,-42.10%,10.94%,30.32,1.70,22.20,-1.94%,35518,43.71
"ADER","26 Capital Acquisition Corp.","Financial","Shell Companies",336.87,,,,,34.38,,,84.30%,6.76%,0.11%,,-0.30%,-0.51%,2.08%,1.76%,,-0.71%,,0.32%,-0.51%,0.17%,0.80%,-0.91%,1.87%,-0.91%,2.72%,44.45,,9.83,-0.51%,60252,
"ADERU","26 Capital Acquisition Corp.","Financial","Shell Companies",,,,,,,,,19.62%,,0.00%,,1.07%,0.87%,2.97%,2.46%,,-1.33%,,0.33%,1.22%,2.14%,1.68%,0.00%,4.12%,-6.13%,5.58%,72.03,,10.41,0.00%,0,
"ADES","Advanced Emissions Solutions, Inc.","Industrials","Pollution & Treatment Controls",124.53,2.22,,3.80%,-0.40%,18.29,0.80%,0.00%,44.60%,-11.43%,1.10%,10.30%,-5.03%,3.28%,-6.11%,-16.75%,13.38%,20.18%,0.53,4.37%,-6.32%,-1.01%,2.65%,-17.37%,15.76%,-21.40%,43.70%,41.80,2.00,6.61,-0.90%,105544,
"ADEX","Adit EdTech Acquisition Corp.","Financial","Shell Companies",341.90,,,,,34.50,17.39%,0.00%,56.90%,7.07%,0.16%,,1.85%,1.85%,2.38%,2.48%,,1.54%,,0.49%,1.74%,1.86%,2.16%,-3.22%,2.59%,-3.22%,4.98%,67.91,,9.91,-0.80%,248341,
"ADGI","Adagio Therapeutics, Inc.","Healthcare","Biotechnology",2716.73,,,,,61.30,26.90%,0.00%,59.90%,,6.26%,,28.75%,-20.98%,-17.31%,,,20.31%,,10.92%,9.58%,-20.63%,-22.41%,-57.78%,44.53%,-57.78%,44.53%,51.56,1.50,25.12,34.12%,2807864,44.75
"ADI","Analog Devices, Inc.","Technology","Semiconductors",95121.42,38.96,1.55%,8.30%,10.30%,368.48,0.21%,-5.43%,88.20%,25.31%,2.50%,31.60%,-5.36%,4.42%,6.92%,8.14%,30.93%,20.49%,1.14,2.01%,-2.41%,1.17%,8.02%,-7.27%,9.11%,-7.27%,31.89%,44.51,1.80,178.00,-2.45%,2539089,193.96
"ADIL","Adial Pharmaceuticals, Inc.","Healthcare","Biotechnology",60.39,,,-47.50%,,19.85,20.51%,0.00%,9.40%,2.57%,5.21%,,-7.47%,-12.04%,-32.14%,15.38%,50.79%,67.65%,0.49,8.23%,-9.12%,-21.74%,-3.38%,-43.90%,6.74%,-43.90%,78.12%,38.11,2.00,2.85,-2.73%,41548,10.67
"ADM","Archer-Daniels-Midland Company","Consumer Defensive","Farm Products",36717.02,13.93,2.30%,1.00%,-1.00%,564.00,0.10%,-12.67%,81.10%,1.10%,0.89%,3.10%,-3.29%,-0.20%,6.32%,-3.20%,27.52%,27.75%,0.88,1.82%,-1.36%,1.10%,4.77%,-3.85%,9.91%,-7.07%,32.61%,46.68,1.80,64.40,-2.90%,2181763,69.93
"ADMA","ADMA Biologics, Inc.","Healthcare","Biotechnology",270.95,,,12.60%,42.50%,133.77,1.90%,-43.58%,24.00%,-2.25%,10.99%,-89.70%,-0.68%,7.41%,5.07%,-17.14%,-20.77%,-25.64%,1.26,6.79%,-0.17%,12.09%,-11.52%,-13.69%,43.56%,-53.38%,43.56%,52.51,1.80,1.45,-3.33%,839679,5.58
"ADME","ETF Series Solutions - Aptus Drawdown Managed Equity ETF","Financial","Exchange Traded Fund",,,0.36%,,,,,,,,,,-2.18%,0.72%,1.36%,7.77%,19.52%,15.77%,,0.69%,-1.39%,1.34%,5.97%,-2.59%,6.72%,-2.59%,20.33%,44.95,,41.76,-1.74%,11252,
"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Manufacturers - Specialty & Generic",122.08,,,9.00%,,148.89,1.06%,0.00%,10.20%,-5.71%,9.57%,,-10.07%,-21.74%,-25.33%,18.23%,87.32%,67.78%,1.26,5.35%,-17.69%,-21.04%,-18.56%,-45.01%,8.52%,-65.22%,102.41%,27.88,3.00,0.81,-0.55%,2456718,
"ADMS","Adamas Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",376.89,,,6.60%,107.90%,45.62,1.20%,-1.47%,78.20%,0.85%,1.96%,-44.50%,0.86%,2.11%,76.02%,62.77%,91.61%,89.84%,2.81,0.78%,0.68%,18.69%,48.27%,-0.36%,83.48%,-10.16%,104.48%,73.53,2.20,8.22,0.00%,0,8.52
"ADN","Advent Technologies Holdings, Inc.","Utilities","Utilities - Renewable",383.24,,,,,53.45,28.10%,0.00%,32.70%,7.88%,16.24%,,-13.51%,-18.06%,-7.84%,-31.97%,-31.78%,-51.98%,,5.56%,-21.01%,-18.92%,-29.84%,-28.59%,-0.55%,-62.68%,9.30%,29.24,1.30,7.17,-3.24%,215103,26.67
"ADNT","Adient plc","Consumer Cyclical","Auto Parts",4304.31,3.89,,-26.10%,-8.70%,94.20,0.80%,-1.40%,97.60%,2.93%,3.05%,-0.20%,-3.80%,10.10%,7.37%,-10.09%,46.14%,29.45%,3.05,4.31%,-1.16%,3.90%,4.93%,-8.11%,29.62%,-15.34%,49.04%,49.08,2.40,45.01,-6.25%,1119290,50.90
"ADOC","Edoc Acquisition Corp.","Financial","Shell Companies",120.12,,,,,9.55,4.33%,0.00%,81.40%,0.83%,0.35%,,-0.20%,0.37%,1.29%,1.60%,,-0.59%,,0.10%,0.05%,0.42%,0.71%,-0.39%,1.29%,-1.83%,3.35%,57.79,,10.18,0.00%,20,
"ADP","Automatic Data Processing, Inc.","Industrials","Staffing & Employment Services",96773.35,36.32,1.62%,13.30%,5.20%,421.40,0.10%,-29.07%,80.90%,-0.86%,1.05%,22.40%,-3.50%,3.46%,9.89%,17.14%,31.90%,30.32%,0.77,1.43%,-0.39%,6.37%,14.45%,-4.79%,17.09%,-4.79%,44.13%,54.65,3.00,229.62,-2.03%,1366697,227.14
"ADPT","Adaptive Biotechnologies Corporation","Healthcare","Biotechnology",4149.95,,,,,140.83,1.40%,-12.79%,82.70%,-0.52%,3.04%,,-1.68%,-13.10%,-19.86%,-25.63%,-38.64%,-52.44%,,5.81%,-13.87%,-16.61%,-26.90%,-29.33%,9.87%,-60.53%,9.87%,35.09,1.70,28.12,-0.28%,415562,56.00
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","Financial","Exchange Traded Fund",,,0.97%,,,,,,,,,,-3.89%,-6.18%,-7.44%,-16.57%,-12.93%,-15.85%,,1.16%,-5.22%,-4.86%,-12.98%,-9.59%,1.44%,-29.34%,1.44%,32.74,,47.38,-3.05%,4836,
"ADS","Alliance Data Systems Corporation","Financial","Credit Services",3660.33,4.11,1.16%,-7.00%,-6.80%,49.80,0.40%,0.00%,95.60%,-4.83%,8.15%,37.60%,-4.36%,-18.29%,-26.12%,-40.26%,-3.03%,-2.42%,2.33,3.72%,-10.46%,-21.21%,-28.81%,-31.83%,-0.90%,-43.58%,10.77%,31.53,2.10,72.31,-4.78%,626162,119.31
"ADSK","Autodesk, Inc.","Technology","Software - Application",55820.81,42.95,,41.70%,8.60%,219.80,0.10%,-12.79%,92.80%,0.68%,1.14%,15.70%,-21.11%,-17.61%,-19.47%,-11.09%,-6.29%,-16.76%,1.36,2.95%,-20.03%,-15.58%,-13.68%,-24.24%,3.72%,-26.20%,3.72%,23.52,2.10,254.17,-1.06%,2180855,358.05
"ADT","ADT Inc.","Industrials","Security & Protection Services",6977.69,,1.65%,-53.20%,57.40%,821.56,1.30%,0.00%,97.50%,0.19%,1.98%,-0.40%,-5.13%,3.65%,0.95%,-17.70%,6.24%,8.41%,2.16,4.77%,-4.77%,-0.30%,-7.75%,-18.09%,8.27%,-27.73%,26.45%,44.13,2.60,8.51,-3.95%,1088399,11.20
"ADTN","ADTRAN, Inc.","Technology","Communication Equipment",1020.94,664.52,1.75%,-33.00%,-3.30%,48.61,1.30%,0.39%,90.60%,-3.40%,3.42%,-2.00%,-5.76%,14.44%,-16.16%,3.99%,64.80%,39.47%,1.35,3.64%,-0.50%,5.91%,5.48%,-8.85%,18.19%,-16.80%,65.86%,50.68,1.90,20.60,-4.41%,337977,26.33
"ADTX","Aditxt, Inc.","Healthcare","Biotechnology",28.76,,,,,25.68,3.80%,2.13%,7.30%,81.19%,4.28%,,5.66%,-30.86%,-43.15%,-60.14%,-42.56%,-46.15%,,13.09%,-28.11%,-31.58%,-53.14%,-58.82%,10.89%,-83.36%,10.89%,37.91,2.00,1.12,3.70%,742274,4.00
"ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities",1502.45,36.18,,15.40%,17.80%,15.75,0.80%,-8.59%,99.40%,1.56%,2.73%,7.00%,-11.77%,9.37%,0.99%,-4.97%,-4.86%,-21.95%,0.76,4.29%,-9.14%,3.65%,-3.08%,-15.47%,25.09%,-29.16%,25.09%,41.02,1.50,91.39,-8.63%,88563,120.71
"ADV","Advantage Solutions Inc.","Communication Services","Advertising Agencies",2675.02,,,,,318.56,0.10%,0.00%,28.70%,-1.56%,3.99%,,-3.87%,-3.52%,-13.11%,-36.90%,-23.19%,-39.64%,,4.66%,-8.36%,-7.50%,-22.83%,-16.23%,3.25%,-42.89%,3.25%,37.69,2.30,7.95,-2.33%,229931,12.33
"ADVM","Adverum Biotechnologies, Inc.","Healthcare","Biotechnology",195.16,,,5.80%,,98.13,1.40%,-3.74%,72.60%,-10.91%,9.02%,,-4.90%,2.11%,-19.17%,-43.93%,-85.95%,-82.10%,1.09,5.36%,-10.80%,-9.83%,-60.22%,-23.02%,2.65%,-86.88%,2.65%,36.58,2.90,1.94,-4.43%,727981,4.25
"ADX","Adams Diversified Equity Fund, Inc.","Financial","Closed-End Fund - Equity",2102.06,6.01,1.06%,,,110.98,8.65%,0.03%,22.47%,,0.61%,,-2.47%,3.25%,4.40%,12.14%,29.51%,25.39%,,0.91%,-0.42%,3.70%,9.88%,-3.84%,10.93%,-3.84%,30.84%,52.52,,18.94,-1.87%,278509,
"ADXN","Addex Therapeutics Ltd","Healthcare","Biotechnology",51.71,,,,,7.26,,,8.94%,,0.03%,,-5.07%,-9.53%,-28.01%,-30.20%,-41.64%,-46.87%,,3.50%,-8.72%,-16.37%,-27.53%,-28.80%,2.15%,-79.66%,2.15%,37.30,,7.12,-2.67%,967,
"ADXS","Advaxis, Inc.","Healthcare","Biotechnology",54.70,,,55.60%,,145.64,0.07%,0.00%,11.50%,1.30%,3.09%,,4.57%,-21.41%,-16.51%,-19.52%,33.62%,10.32%,2.17,7.38%,-13.34%,-19.21%,-29.96%,-31.30%,9.88%,-75.50%,41.28%,37.78,2.00,0.38,-4.23%,1656652,2.25
"AE","Adams Resources & Energy, Inc.","Energy","Oil & Gas Integrated",129.00,8.28,3.33%,22.60%,-12.10%,4.27,0.50%,6.08%,40.30%,3.97%,0.13%,1.10%,-4.02%,-3.89%,-5.84%,6.18%,9.36%,19.48%,1.08,4.01%,-3.87%,-5.79%,-0.51%,-14.43%,0.86%,-23.62%,25.63%,41.06,1.00,28.80,-1.67%,3438,38.50
"AEAC","Authentic Equity Acquisition Corp.","Financial","Shell Companies",224.71,,,,,23.00,,,70.40%,,,,0.10%,0.62%,1.24%,0.51%,,0.00%,,0.19%,0.21%,0.43%,0.60%,-0.10%,1.45%,-1.01%,2.70%,56.49,,9.77,0.00%,127600,
"AEACU","Authentic Equity Acquisition Corp.","Financial","Shell Companies",,,,,,,,,23.27%,,0.00%,,-0.28%,0.02%,0.32%,-0.08%,,-3.26%,,0.27%,-0.11%,0.16%,-0.46%,-0.58%,0.92%,-8.54%,3.52%,48.76,,10.04,-0.08%,500,
"AEE","Ameren Corporation","Utilities","Utilities - Regulated Electric",21487.51,22.12,2.60%,8.10%,-1.00%,257.30,0.10%,-7.53%,77.00%,-0.09%,0.95%,21.80%,0.11%,0.06%,-3.99%,0.37%,4.88%,8.26%,0.33,1.59%,-0.28%,0.93%,1.95%,-2.59%,5.29%,-6.90%,21.09%,48.90,2.10,84.51,-1.46%,639341,89.77
"AEF","Aberdeen Emerging Markets Equity Income Fund, Inc.","Financial","Asset Management",402.46,7.73,8.07%,,,50.75,,,70.55%,,,,-3.88%,-6.26%,-8.22%,-11.30%,5.24%,-2.82%,,1.26%,-5.44%,-5.12%,-8.58%,-9.06%,-1.12%,-13.99%,6.78%,26.22,,7.93,-2.58%,47796,
"AEG","Aegon N.V.","Financial","Insurance - Diversified",9792.03,,3.13%,15.00%,6.50%,2060.03,10.10%,0.00%,7.80%,2.30%,0.08%,,-9.15%,-12.35%,-9.70%,-5.30%,22.47%,13.16%,1.28,1.56%,-9.17%,-10.68%,-5.10%,-15.50%,-3.87%,-15.50%,26.63%,25.07,3.50,4.47,-7.26%,3477701,4.86
"AEHL","Antelope Enterprise Holdings Limited","Industrials","Building Products & Equipment",11.99,,,31.20%,-29.00%,4.36,49.00%,0.00%,10.30%,45.67%,25.11%,-78.80%,-2.20%,-13.87%,-14.42%,1.14%,12.66%,7.66%,1.00,4.03%,-5.74%,-5.00%,-11.10%,-32.75%,4.26%,-65.32%,25.35%,42.11,,2.67,-1.48%,188843,
"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",454.84,,,30.10%,2.70%,24.00,4.90%,-53.27%,30.20%,72.76%,7.28%,-6.50%,-12.90%,-11.91%,127.13%,659.11%,922.75%,575.10%,1.33,11.11%,-24.30%,-9.85%,126.30%,-36.95%,68.94%,-36.95%,994.87%,36.92,,17.08,-4.63%,653776,31.00
"AEI","Alset EHome International Inc.","Real Estate","Real Estate - Development",71.32,,,,,26.19,39.80%,211.22%,3.60%,47.25%,3.67%,-19.10%,-5.00%,-21.65%,-22.84%,-62.65%,-75.08%,-74.58%,,6.79%,-17.57%,-26.50%,-74.38%,-55.55%,7.04%,-94.85%,7.04%,33.33,2.50,1.52,-4.40%,450433,2.02
"AEIS","Advanced Energy Industries, Inc.","Industrials","Electrical Equipment & Parts",3296.75,24.77,0.46%,11.30%,27.80%,38.18,0.20%,2.64%,98.50%,-1.11%,2.30%,11.50%,-1.49%,3.69%,-3.51%,-13.84%,-6.90%,-9.36%,1.69,3.47%,-4.45%,-1.34%,-10.97%,-8.79%,6.13%,-30.00%,7.56%,42.56,2.40,87.89,-3.84%,324373,104.88
"AEL","American Equity Investment Life Holding Company","Financial","Insurance - Life",3260.57,9.65,0.92%,20.50%,9.80%,92.48,1.20%,-0.37%,98.20%,-0.09%,1.67%,15.30%,-2.61%,6.58%,9.58%,13.61%,26.46%,25.27%,1.19,3.20%,-1.88%,6.06%,9.74%,-9.83%,27.77%,-9.83%,33.17%,48.71,2.60,34.65,-4.76%,295157,38.22
"AEM","Agnico Eagle Mines Limited","Basic Materials","Gold",13024.88,19.63,2.70%,79.40%,9.60%,243.93,0.20%,0.00%,78.10%,4.33%,0.63%,28.40%,-7.10%,-8.62%,-11.51%,-27.76%,-18.76%,-26.49%,0.78,2.63%,-4.91%,-4.56%,-14.34%,-12.11%,5.35%,-32.42%,5.35%,36.61,2.10,51.83,0.29%,2055749,76.26
