Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange
EQC,EQUITY COMMONWEALTH REIT,Real Estate,Equity,73674101.76,0.12,73674101.76,2740852,26.88,United States,New York Stock Exchange Inc.
VRNT,VERINT SYSTEMS INC,Information Technology,Equity,73650761,0.12,73650761,1510475,48.76,United States,NASDAQ
ENS,ENERSYS,Industrials,Equity,73563309.09,0.12,73563309.09,1000453,73.53,United States,New York Stock Exchange Inc.
APPS,DIGITAL TURBINE INC,Information Technology,Equity,73534065.22,0.12,73534065.22,2108806,34.87,United States,NASDAQ
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,Equity,73509566.2,0.12,73509566.2,880565,83.48,United States,NASDAQ
WSFS,WSFS FINANCIAL CORP,Financials,Equity,73431415.4,0.12,73431415.4,1437014,51.1,United States,NASDAQ
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Financials,Equity,73391654.88,0.12,73391654.88,1914232,38.34,United States,New York Stock Exchange Inc.
TCBI,TEXAS CAPITAL BANCSHARES INC,Financials,Equity,73074125.36,0.12,73074125.36,1182812,61.78,United States,NASDAQ
PSB,PS BUSINESS PARKS REIT INC,Real Estate,Equity,72963620.73,0.12,72963620.73,465003,156.91,United States,New York Stock Exchange Inc.
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,Equity,72902291.68,0.12,72902291.68,1984816,36.73,United States,NASDAQ
NSP,INSPERITY INC,Industrials,Equity,72752506.2,0.12,72752506.2,837198,86.9,United States,New York Stock Exchange Inc.
ABM,ABM INDUSTRIES INC,Industrials,Equity,72742974,0.12,72742974,1581369,46,United States,New York Stock Exchange Inc.
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,Equity,72735707.34,0.12,72735707.34,766769,94.86,United States,NASDAQ
PCRX,PACIRA BIOSCIENCES INC,Health Care,Equity,72542333,0.12,72542333,1021723,71,United States,NASDAQ
BEAM,BEAM THERAPEUTICS INC,Health Care,Equity,72344817.03,0.12,72344817.03,1187733,60.91,United States,NASDAQ
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,Equity,72280800.96,0.12,72280800.96,1415328,51.07,United States,NASDAQ
APLS,APELLIS PHARMACEUTICALS INC,Health Care,Equity,72028987.1,0.12,72028987.1,1663487,43.3,United States,NASDAQ
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,71980902.75,0.12,71980902.75,1307555,55.05,United States,New York Stock Exchange Inc.
WBT,WELBILT INC,Industrials,Equity,71974763.59,0.12,71974763.59,3035629,23.71,United States,New York Stock Exchange Inc.
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,Equity,71965008,0.12,71965008,2525088,28.5,United States,NASDAQ
MAC,MACERICH REIT,Real Estate,Equity,71701268.4,0.12,71701268.4,4986180,14.38,United States,New York Stock Exchange Inc.
SHOO,STEVEN MADDEN LTD,Consumer Discretionary,Equity,71662938.5,0.12,71662938.5,1871095,38.3,United States,NASDAQ
AWR,AMERICAN STATES WATER,Utilities,Equity,71517567.24,0.12,71517567.24,852516,83.89,United States,New York Stock Exchange Inc.
WHD,CACTUS INC CLASS A,Energy,Equity,71486661.1,0.12,71486661.1,1283423,55.7,United States,New York Stock Exchange Inc.
CVBF,CVB FINANCIAL CORP,Financials,Equity,71297330.29,0.12,71297330.29,3037807,23.47,United States,NASDAQ
BCO,BRINKS,Industrials,Equity,71220170.4,0.12,71220170.4,1119814,63.6,United States,New York Stock Exchange Inc.
QTWO,Q2 HOLDINGS INC,Information Technology,Equity,71083208,0.12,71083208,1269343,56,United States,New York Stock Exchange Inc.
ALRM,ALARM.COM HOLDINGS INC,Information Technology,Equity,70803772.2,0.12,70803772.2,1098755,64.44,United States,NASDAQ
FORM,FORMFACTOR INC,Information Technology,Equity,70762835.94,0.12,70762835.94,1804714,39.21,United States,NASDAQ
STAA,STAAR SURGICAL,Health Care,Equity,70702572.94,0.12,70702572.94,1095994,64.51,United States,NASDAQ
ETRN,EQUITRANS MIDSTREAM CORP,Energy,Equity,70531490.16,0.12,70531490.16,9480039,7.44,United States,New York Stock Exchange Inc.
ABCB,AMERIS BANCORP,Financials,Equity,70506793.49,0.12,70506793.49,1474729,47.81,United States,NASDAQ
RMBS,RAMBUS INC,Information Technology,Equity,70350399.94,0.12,70350399.94,2536978,27.73,United States,NASDAQ
PTEN,PATTERSON UTI ENERGY INC,Energy,Equity,70265037.69,0.12,70265037.69,4361579,16.11,United States,NASDAQ
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,70201856.82,0.12,70201856.82,1769646,39.67,United States,NASDAQ
BCC,BOISE CASCADE,Industrials,Equity,70053178,0.12,70053178,913340,76.7,United States,New York Stock Exchange Inc.
KBH,KB HOME,Consumer Discretionary,Equity,69986088.54,0.12,69986088.54,1847086,37.89,United States,New York Stock Exchange Inc.
AMBA,AMBARELLA INC,Information Technology,Equity,69869132.45,0.12,69869132.45,817661,85.45,United States,NASDAQ
TRUP,TRUPANION INC,Financials,Equity,69792256.6,0.12,69792256.6,883670,78.98,United States,NASDAQ
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,69425511.15,0.12,69425511.15,3006735,23.09,United States,New York Stock Exchange Inc.
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,Equity,69361639.88,0.11,69361639.88,1223741,56.68,United States,New York Stock Exchange Inc.
CYTK,CYTOKINETICS INC,Health Care,Equity,69267262.5,0.11,69267262.5,1847127,37.5,United States,NASDAQ
SITM,SITIME CORP,Information Technology,Equity,69150737.04,0.11,69150737.04,368058,187.88,United States,NASDAQ
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,69071571.2,0.11,69071571.2,2785144,24.8,United States,New York Stock Exchange Inc.
COOP,MR COOPER GROUP INC,Financials,Equity,68981172.6,0.11,68981172.6,1455299,47.4,United States,NASDAQ
FHI,FEDERATED HERMES INC CLASS B,Financials,Equity,68563638.89,0.11,68563638.89,2169049,31.61,United States,New York Stock Exchange Inc.
RCM,R1 RCM INC,Health Care,Equity,67856610.57,0.11,67856610.57,2755039,24.63,United States,NASDAQ
DY,DYCOM INDUSTRIES INC,Industrials,Equity,67812976.25,0.11,67812976.25,680375,99.67,United States,New York Stock Exchange Inc.
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Equity,67626701.2,0.11,67626701.2,1889014,35.8,United States,New York Stock Exchange Inc.
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,Industrials,Equity,67459516.32,0.11,67459516.32,1739544,38.78,United States,New York Stock Exchange Inc.
IBTX,INDEPENDENT BANK GROUP INC,Financials,Equity,67431899.2,0.11,67431899.2,880312,76.6,United States,NASDAQ
LANC,LANCASTER COLONY CORP,Consumer Staples,Equity,67254638.99,0.11,67254638.99,438913,153.23,United States,NASDAQ
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Equity,67043740.92,0.11,67043740.92,4159041,16.12,United States,NASDAQ
CNO,CNO FINANCIAL GROUP INC,Financials,Equity,67034256.18,0.11,67034256.18,2878242,23.29,United States,New York Stock Exchange Inc.
CIM,CHIMERA INVESTMENT CORP,Financials,Equity,66881995.32,0.11,66881995.32,5486628,12.19,United States,New York Stock Exchange Inc.
OMI,OWENS & MINOR INC,Health Care,Equity,66807261.45,0.11,66807261.45,1690895,39.51,United States,New York Stock Exchange Inc.
SONO,SONOS INC,Consumer Discretionary,Equity,66703395.88,0.11,66703395.88,2776994,24.02,United States,NASDAQ
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,Equity,66003866.74,0.11,66003866.74,1177379,56.06,United States,New York Stock Exchange Inc.
TWNK,HOSTESS BRANDS INC CLASS A,Consumer Staples,Equity,65851496.02,0.11,65851496.02,3258362,20.21,United States,NASDAQ
ALTR,ALTAIR ENGINEERING INC CLASS A,Information Technology,Equity,65820935.4,0.11,65820935.4,1078148,61.05,United States,NASDAQ
LCII,LCI INDUSTRIES,Consumer Discretionary,Equity,65790800.8,0.11,65790800.8,571895,115.04,United States,New York Stock Exchange Inc.
BLKB,BLACKBAUD INC,Information Technology,Equity,65717870.4,0.11,65717870.4,1103760,59.54,United States,NASDAQ
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary,Equity,65454374.2,0.11,65454374.2,557533,117.4,United States,NASDAQ
SPT,SPROUT SOCIAL INC CLASS A,Information Technology,Equity,65402677.44,0.11,65402677.44,1051152,62.22,United States,NASDAQ
FULT,FULTON FINANCIAL CORP,Financials,Equity,65339018.55,0.11,65339018.55,3723021,17.55,United States,NASDAQ
VC,VISTEON CORP,Consumer Discretionary,Equity,65312738.25,0.11,65312738.25,640635,101.95,United States,NASDAQ
SITC,SITE CENTERS CORP,Real Estate,Equity,65281562.75,0.11,65281562.75,4062325,16.07,United States,New York Stock Exchange Inc.
ACA,ARCOSA INC,Industrials,Equity,65281728.87,0.11,65281728.87,1135137,57.51,United States,New York Stock Exchange Inc.
PGNY,PROGYNY INC,Health Care,Equity,64888073.68,0.11,64888073.68,1492366,43.48,United States,NASDAQ
NARI,INARI MEDICAL INC,Health Care,Equity,64807410.54,0.11,64807410.54,798711,81.14,United States,NASDAQ
OAS,OASIS PETROLEUM INC,Energy,Equity,64796082.3,0.11,64796082.3,458571,141.3,United States,NASDAQ
MC,MOELIS CLASS A,Financials,Equity,64705257.11,0.11,64705257.11,1432483,45.17,United States,New York Stock Exchange Inc.
KOS,KOSMOS ENERGY LTD,Energy,Equity,64621496.16,0.11,64621496.16,10356009,6.24,United States,New York Stock Exchange Inc.
CPE,CALLON PETROLEUM,Energy,Equity,64588549.2,0.11,64588549.2,1100316,58.7,United States,New York Stock Exchange Inc.
ACAD,ACADIA PHARMACEUTICALS INC,Health Care,Equity,64564273.92,0.11,64564273.92,2785344,23.18,United States,NASDAQ
DNLI,DENALI THERAPEUTICS INC,Health Care,Equity,64471442.91,0.11,64471442.91,2121469,30.39,United States,NASDAQ
CVLT,COMMVAULT SYSTEMS INC,Information Technology,Equity,64080209.55,0.11,64080209.55,1060755,60.41,United States,NASDAQ
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,63989414.4,0.11,63989414.4,1133760,56.44,United States,NASDAQ
MGEE,MGE ENERGY INC,Utilities,Equity,63432707.06,0.11,63432707.06,838946,75.61,United States,NASDAQ
FWRD,FORWARD AIR CORP,Industrials,Equity,63076721.68,0.1,63076721.68,629257,100.24,United States,NASDAQ
FATE,FATE THERAPEUTICS INC,Health Care,Equity,63012670.6,0.1,63012670.6,1878172,33.55,United States,NASDAQ
REGI,RENEWABLE ENERGY INC,Energy,Equity,62895107.7,0.1,62895107.7,1032930,60.89,United States,NASDAQ
HAE,HAEMONETICS CORP,Health Care,Equity,62886574.52,0.1,62886574.52,1168244,53.83,United States,New York Stock Exchange Inc.
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Equity,62850273.98,0.1,62850273.98,3201746,19.63,United States,New York Stock Exchange Inc.
BMI,BADGER METER INC,Information Technology,Equity,62825975.55,0.1,62825975.55,674895,93.09,United States,New York Stock Exchange Inc.
IRT,INDEPENDENCE REALTY INC TRUST,Real Estate,Equity,62729747.12,0.1,62729747.12,2446558,25.64,United States,New York Stock Exchange Inc.
KW,KENNEDY WILSON HOLDINGS INC,Real Estate,Equity,62530918.2,0.1,62530918.2,2754666,22.7,United States,New York Stock Exchange Inc.
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,Equity,62370619.33,0.1,62370619.33,990167,62.99,United States,NASDAQ
NAVI,NAVIENT CORP,Financials,Equity,62332449.59,0.1,62332449.59,3748193,16.63,United States,NASDAQ
ATRC,ATRICURE INC,Health Care,Equity,62098865.4,0.1,62098865.4,1040182,59.7,United States,NASDAQ
HMHC,HOUGHTON MIFFLIN HARCOURT,Consumer Discretionary,Equity,62081801.28,0.1,62081801.28,2961918,20.96,United States,NASDAQ
NUVA,NUVASIVE INC,Health Care,Equity,62057286.72,0.1,62057286.72,1205464,51.48,United States,NASDAQ
PDCO,PATTERSON COMPANIES INC,Health Care,Equity,61848261.51,0.1,61848261.51,1995749,30.99,United States,NASDAQ
HLNE,HAMILTON LANE INC CLASS A,Financials,Equity,61707729.78,0.1,61707729.78,814301,75.78,United States,NASDAQ
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,61633577.88,0.1,61633577.88,2572353,23.96,United States,New York Stock Exchange Inc.
COLB,COLUMBIA BANKING SYSTEM INC,Financials,Equity,61553311.48,0.1,61553311.48,1745698,35.26,United States,NASDAQ
AX,AXOS FINANCIAL INC,Financials,Equity,61477068.65,0.1,61477068.65,1266263,48.55,United States,New York Stock Exchange Inc.
TEX,TEREX CORP,Industrials,Equity,61472768.4,0.1,61472768.4,1600020,38.42,United States,New York Stock Exchange Inc.
FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,Financials,Equity,61361894.41,0.1,61361894.41,1386083,44.27,United States,NASDAQ
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,Equity,61015925.52,0.1,61015925.52,3494612,17.46,United States,New York Stock Exchange Inc.
UNF,UNIFIRST CORP,Industrials,Equity,60943298.19,0.1,60943298.19,353643,172.33,United States,New York Stock Exchange Inc.
INSM,INSMED INC,Health Care,Equity,60872358.06,0.1,60872358.06,2749429,22.14,United States,NASDAQ
WERN,WERNER ENTERPRISES INC,Industrials,Equity,60560531.78,0.1,60560531.78,1437127,42.14,United States,NASDAQ
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,60507478.32,0.1,60507478.32,940872,64.31,United States,NASDAQ
ITGR,INTEGER HOLDINGS CORP,Health Care,Equity,60499993.23,0.1,60499993.23,774747,78.09,United States,New York Stock Exchange Inc.
ELY,CALLAWAY GOLF,Consumer Discretionary,Equity,60491682.72,0.1,60491682.72,2677808,22.59,United States,New York Stock Exchange Inc.
WDFC,WD-40,Consumer Staples,Equity,60335830,0.1,60335830,317557,190,United States,NASDAQ
SANM,SANMINA CORP,Information Technology,Equity,60221387.82,0.1,60221387.82,1508174,39.93,United States,NASDAQ
HUBG,HUB GROUP INC CLASS A,Industrials,Equity,60140902.5,0.1,60140902.5,763694,78.75,United States,NASDAQ
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,60007885.35,0.1,60007885.35,713615,84.09,United States,New York Stock Exchange Inc.
OTTR,OTTER TAIL CORP,Utilities,Equity,59827136.94,0.1,59827136.94,959691,62.34,United States,NASDAQ
AIMC,ALTRA INDUSTRIAL MOTION CORP,Industrials,Equity,59809919.52,0.1,59809919.52,1501253,39.84,United States,NASDAQ
UNIT,UNITI GROUP INC,Real Estate,Equity,59811660.36,0.1,59811660.36,4541508,13.17,United States,NASDAQ
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,Equity,59567533,0.1,59567533,1377284,43.25,United States,NASDAQ
ARNC,ARCONIC CORP,Materials,Equity,59546854.08,0.1,59546854.08,2472876,24.08,United States,New York Stock Exchange Inc.
EPAY,BOTTOMLINE TECHNOLOGIES INC,Information Technology,Equity,59458603.69,0.1,59458603.69,1050691,56.59,United States,NASDAQ
MLKN,MILLERKNOLL INC,Industrials,Equity,59387020.75,0.1,59387020.75,1739005,34.15,United States,NASDAQ
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,Equity,59256396.05,0.1,59256396.05,676057,87.65,United States,New York Stock Exchange Inc.
LGIH,LGI HOMES INC,Consumer Discretionary,Equity,59194008.3,0.1,59194008.3,497847,118.9,United States,NASDAQ
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,59023660.41,0.1,59023660.41,3374709,17.49,United States,New York Stock Exchange Inc.
NGVT,INGEVITY CORP,Materials,Equity,58565472.56,0.1,58565472.56,920696,63.61,United States,New York Stock Exchange Inc.
TRN,TRINITY INDUSTRIES INC,Industrials,Equity,58440558.41,0.1,58440558.41,1791007,32.63,United States,New York Stock Exchange Inc.
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,Equity,58210327.84,0.1,58210327.84,1013411,57.44,United States,New York Stock Exchange Inc.
AXNX,AXONICS INC,Health Care,Equity,58151304.6,0.1,58151304.6,1066605,54.52,United States,NASDAQ
WIRE,ENCORE WIRE CORP,Industrials,Equity,58110205.44,0.1,58110205.44,463251,125.44,United States,NASDAQ
DORM,DORMAN PRODUCTS INC,Consumer Discretionary,Equity,58007303.67,0.1,58007303.67,609897,95.11,United States,NASDAQ
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,Equity,57919214.56,0.1,57919214.56,3107254,18.64,United States,New York Stock Exchange Inc.
FRME,FIRST MERCHANTS CORP,Financials,Equity,57898131.04,0.1,57898131.04,1335289,43.36,United States,NASDAQ
FCEL,FUELCELL ENERGY INC,Industrials,Equity,57702390.02,0.1,57702390.02,8599462,6.71,United States,NASDAQ
MOGA,MOOG INC CLASS A,Industrials,Equity,57447277.56,0.1,57447277.56,683652,84.03,United States,New York Stock Exchange Inc.
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,Health Care,Equity,57359991.36,0.1,57359991.36,2734032,20.98,United States,NASDAQ
BDC,BELDEN INC,Information Technology,Equity,57353802.94,0.1,57353802.94,1021621,56.14,United States,New York Stock Exchange Inc.
DAN,DANA INCORPORATED INC,Consumer Discretionary,Equity,57233992.2,0.09,57233992.2,3378630,16.94,United States,New York Stock Exchange Inc.
ASAN,ASANA INC CLASS A,Information Technology,Equity,57205509.12,0.09,57205509.12,1655252,34.56,United States,New York Stock Exchange Inc.
ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,Equity,57063409.92,0.09,57063409.92,1801244,31.68,United States,NASDAQ
FOLD,AMICUS THERAPEUTICS INC,Health Care,Equity,56974548.1,0.09,56974548.1,6132890,9.29,United States,NASDAQ
MDC,MDC HOLDINGS INC,Consumer Discretionary,Equity,56964668.68,0.09,56964668.68,1327229,42.92,United States,New York Stock Exchange Inc.
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,Equity,56968607.52,0.09,56968607.52,5077416,11.22,United States,New York Stock Exchange Inc.
PBF,PBF ENERGY INC CLASS A,Energy,Equity,56962134.72,0.09,56962134.72,2253249,25.28,United States,New York Stock Exchange Inc.
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,56734243.8,0.09,56734243.8,1177059,48.2,United States,New York Stock Exchange Inc.
TPH,TRI POINTE HOMES INC,Consumer Discretionary,Equity,56680990.38,0.09,56680990.38,2560117,22.14,United States,New York Stock Exchange Inc.
CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,Equity,56625770.9,0.09,56625770.9,212161,266.9,United States,NASDAQ
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Equity,56551346.86,0.09,56551346.86,1252799,45.14,United States,NASDAQ
KMT,KENNAMETAL INC,Industrials,Equity,56249397.54,0.09,56249397.54,1940973,28.98,United States,New York Stock Exchange Inc.
CIVI,CIVITAS RESOURCES INC,Energy,Equity,56181837.53,0.09,56181837.53,1012103,55.51,United States,New York Stock Exchange Inc.
MANT,MANTECH INTERNATIONAL CORP CLASS A,Industrials,Equity,56041392.36,0.09,56041392.36,633093,88.52,United States,NASDAQ
MTOR,MERITOR INC,Industrials,Equity,55625972.82,0.09,55625972.82,1574023,35.34,United States,New York Stock Exchange Inc.
CALX,CALIX NETWORKS INC,Information Technology,Equity,55575436.1,0.09,55575436.1,1277890,43.49,United States,New York Stock Exchange Inc.
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,Equity,55574236.9,0.09,55574236.9,872437,63.7,United States,New York Stock Exchange Inc.
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,Equity,55250911.96,0.09,55250911.96,681437,81.08,United States,NASDAQ
PTCT,PTC THERAPEUTICS INC,Health Care,Equity,55219548.54,0.09,55219548.54,1611779,34.26,United States,NASDAQ
EVTC,EVERTEC INC,Information Technology,Equity,55050121.1,0.09,55050121.1,1421015,38.74,United States,New York Stock Exchange Inc.
MAXR,MAXAR TECHNOLOGIES INC,Industrials,Equity,54806931.6,0.09,54806931.6,1685330,32.52,United States,New York Stock Exchange Inc.
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,Equity,54795597.26,0.09,54795597.26,550931,99.46,United States,New York Stock Exchange Inc.
FBP,FIRST BANCORP,Financials,Equity,54557865.18,0.09,54557865.18,4282407,12.74,United States,New York Stock Exchange Inc.
VRRM,VERRA MOBILITY CORP CLASS A,Information Technology,Equity,54438570,0.09,54438570,3319425,16.4,United States,NASDAQ
ARCH,ARCH RESOURCES INC CLASS A,Energy,Equity,54296516.56,0.09,54296516.56,354856,153.01,United States,New York Stock Exchange Inc.
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Equity,54252213.5,0.09,54252213.5,3455555,15.7,United States,NASDAQ
RAMP,LIVERAMP HOLDINGS INC,Information Technology,Equity,54169016.72,0.09,54169016.72,1549457,34.96,United States,New York Stock Exchange Inc.
