"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ACN","Accenture plc","Technology","Information Technology Services",238704.02,40.25,0.96%,7.30%,7.70%,633.52,0.10%,-9.39%,73.60%,-0.33%,0.62%,15.10%,0.41%,7.79%,11.89%,30.19%,52.39%,41.06%,1.13,1.38%,2.74%,7.25%,21.70%,-0.98%,54.75%,67.17,2.10,368.45,-0.75%,1957364,376.30
"ACNB","ACNB Corporation","Financial","Banks - Regional",243.71,8.10,3.54%,3.10%,16.70%,8.72,2.60%,-1.52%,20.90%,-1.69%,0.49%,88.60%,0.43%,1.77%,-0.77%,1.22%,19.85%,13.04%,0.08,1.26%,1.33%,1.31%,-0.30%,-16.24%,20.51%,56.83,,28.24,0.07%,5107,
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology",39.63,,,-58.80%,-20.90%,9.99,1.40%,0.00%,34.40%,0.93%,4.67%,-66.20%,-4.55%,-24.20%,-0.83%,-17.55%,-28.61%,-13.78%,0.46,6.62%,-12.41%,-17.60%,-23.36%,-58.78%,9.17%,29.82,2.00,3.57,-1.92%,104365,10.00
"ACP","Aberdeen Income Credit Strategies Fund","Financial","Closed-End Fund - Debt",199.65,,10.48%,,,17.44,0.06%,11.64%,33.68%,,,,0.62%,2.60%,-1.12%,-5.70%,18.11%,9.48%,,1.02%,1.41%,1.88%,1.03%,-7.71%,18.47%,61.18,,11.45,0.44%,117975,
"ACQR","Independence Holdings Corp.","Financial","Shell Companies",382.98,,,,,61.99,,,82.40%,0.07%,0.24%,,-0.51%,-0.10%,-0.10%,,,-0.20%,,0.36%,-0.11%,0.15%,-0.19%,-4.13%,1.25%,48.79,,9.75,0.05%,352656,
"ACQRU","Independence Holdings Corp.","Financial","Shell Companies",,,,,,,,,,,0.01%,,-0.40%,0.61%,-0.50%,-0.80%,,-0.40%,,0.44%,0.14%,0.31%,-0.36%,-7.18%,1.43%,51.28,,9.96,-0.10%,8170,
"ACR","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",142.40,5.01,,-59.80%,,9.55,1.80%,0.00%,48.80%,10.07%,0.30%,41.90%,-0.66%,-4.58%,-10.02%,-3.54%,81.04%,25.23%,1.94,2.30%,-3.69%,-5.10%,-4.08%,-18.67%,98.53%,36.24,2.00,14.99,0.07%,37004,19.50
"ACRE","Ares Commercial Real Estate Corporation","Real Estate","REIT - Mortgage",757.13,10.51,8.26%,-7.20%,9.30%,46.96,0.10%,0.00%,53.00%,1.77%,1.76%,41.50%,0.69%,3.03%,5.82%,7.10%,54.87%,34.72%,1.35,1.51%,1.30%,2.57%,7.70%,-5.64%,59.57%,57.77,2.00,15.98,0.50%,484130,16.42
"ACRO","Acropolis Infrastructure Acquisition Corp.","Financial","Shell Companies",375.97,,,,,38.72,,,26.90%,344.80%,0.02%,,-0.10%,-0.41%,,,,-0.10%,,0.34%,0.03%,-0.04%,-0.04%,-1.12%,0.94%,49.90,,9.71,0.21%,133998,
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Biotechnology",910.49,,,-0.90%,,61.22,2.90%,-8.98%,93.10%,1.08%,4.35%,,-12.93%,-13.50%,8.59%,-33.09%,299.45%,124.73%,0.41,5.94%,-10.70%,-14.67%,-26.15%,-52.13%,378.29%,36.39,1.50,14.54,-2.48%,265961,34.80
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",89.17,,,3.00%,-22.40%,119.12,0.50%,0.00%,25.40%,-0.30%,2.72%,,-13.24%,-26.85%,-20.15%,-42.16%,-51.86%,-39.83%,0.70,5.12%,-16.28%,-23.16%,-45.11%,-74.62%,-0.52%,18.12,1.70,0.75,-6.08%,2673963,6.00
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology",89.12,,,22.50%,39.10%,32.79,12.09%,0.00%,0.94%,,4.96%,,-6.47%,-8.36%,-51.64%,-56.31%,-4.54%,-38.85%,1.38,4.07%,-6.39%,-16.59%,-58.97%,-83.71%,-0.62%,32.64,2.00,1.59,-1.85%,336115,2.52
"ACT","Genworth Mortgage Holdings, Inc.","Financial","Exchange Traded Fund",3706.14,,,,,162.55,,,,,0.09%,,-1.60%,5.75%,,,,11.27%,,3.13%,0.13%,4.14%,4.14%,-5.00%,18.44%,55.98,,22.80,3.64%,233723,
"ACTDU","ArcLight Clean Transition Corp. II","Financial","Shell Companies",,,,,,,,,44.45%,,,,-0.30%,0.30%,-0.89%,-1.38%,,-0.40%,,0.40%,-0.17%,0.16%,-0.77%,-8.36%,2.47%,49.40,,9.97,-0.18%,155,
"ACTG","Acacia Research Corporation","Industrials","Specialty Business Services",269.38,,,20.00%,-24.90%,48.73,0.90%,-4.34%,65.10%,5.47%,3.26%,-28.00%,0.18%,0.55%,0.91%,6.15%,57.71%,40.10%,0.32,4.34%,-0.87%,-9.27%,-10.42%,-39.27%,58.62%,45.09,,5.52,0.18%,272616,8.00
"ACU","Acme United Corporation","Consumer Defensive","Household & Personal Products",129.24,10.53,1.45%,12.20%,8.40%,3.54,9.70%,-8.46%,67.40%,2.41%,0.84%,9.10%,-1.91%,-0.31%,-9.49%,-18.39%,34.01%,19.15%,1.12,3.79%,-2.13%,-0.13%,-9.15%,-25.68%,34.46%,47.76,1.00,35.90,-0.28%,2604,51.75
"ACV","AllianzGI Diversified Income & Convertible Fund","Financial","Asset Management",383.92,,5.39%,-3.05%,,10.35,,,27.09%,,,,-0.46%,3.55%,6.77%,15.88%,33.20%,13.46%,,0.89%,1.53%,3.70%,8.46%,-1.36%,35.02%,62.47,3.00,37.08,1.26%,20464,36.93
"ACVA","ACV Auctions Inc.","Technology","Software - Application",2988.94,,,,,155.04,1.90%,-25.78%,90.15%,3.60%,5.03%,-20.20%,1.49%,-0.97%,-0.58%,-24.30%,,-34.59%,,4.90%,3.93%,5.72%,-15.86%,-45.88%,26.56%,57.00,1.80,20.44,1.44%,1375033,31.27
"ACWF","iShares MSCI Global Multifactor ETF","Financial","Exchange Traded Fund",,,1.72%,,,,,,,,,,0.46%,3.41%,1.49%,3.75%,22.48%,15.84%,,0.55%,1.66%,2.47%,3.88%,-1.15%,22.98%,61.67,,39.00,-0.54%,7106,
"ACWI","iShares MSCI ACWI ETF","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,-0.20%,3.26%,4.24%,8.46%,24.43%,17.96%,,0.60%,1.20%,3.21%,6.76%,-0.35%,25.44%,64.87,,107.01,-0.06%,2585508,
"ACWV","iShares MSCI Global Min Vol Factor ETF","Financial","Exchange Traded Fund",,,1.69%,,,,,,,,,,0.78%,2.59%,0.90%,4.78%,11.53%,10.77%,,0.48%,1.21%,1.99%,4.73%,-0.73%,15.02%,68.33,,107.35,0.02%,74471,
"ACWX","iShares MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund",,,1.94%,,,,,,,,,,-0.19%,1.23%,2.28%,0.87%,15.57%,8.99%,,0.55%,0.55%,1.54%,1.81%,-2.33%,16.36%,56.55,,57.81,-0.19%,623114,
"ACXP","Acurx Pharmaceuticals, Inc.","Healthcare","Biotechnology",50.50,,,,,6.97,22.90%,0.54%,0.30%,15.11%,,,-11.88%,1.22%,31.83%,,,-37.01%,,7.13%,-4.18%,-0.51%,-3.88%,-43.14%,33.96%,46.86,,4.97,0.00%,43231,
"ACY","AeroCentury Corp.","Industrials","Rental & Leasing Services",193.02,,,-53.60%,-9.60%,1.55,43.73%,-1.22%,1.70%,,16.73%,,-6.04%,6.43%,49.49%,424.08%,2285.99%,315.36%,3.53,7.95%,-0.95%,-1.28%,111.61%,-33.11%,2422.68%,47.51,,44.17,-2.28%,3488,
"ADAG","Adagene Inc.","Healthcare","Biotechnology",472.83,,,,,36.41,,,13.60%,-1.01%,0.82%,,-10.52%,-12.05%,-42.83%,-18.33%,,-65.69%,,4.59%,-11.61%,-23.05%,-36.11%,-67.67%,-5.42%,31.22,1.70,10.29,-6.45%,19360,33.89
"ADALU","Anthemis Digital Acquisitions I Corp","Financial","Shell Companies",,,,,,,,,,,,,0.00%,,,,,0.30%,,,0.10%,0.10%,0.10%,-0.20%,0.30%,,,10.08,0.10%,26710,
"ADAP","Adaptimmune Therapeutics plc","Healthcare","Biotechnology",698.87,,,-24.90%,-15.10%,156.10,0.10%,-1.35%,73.20%,0.22%,2.33%,,-23.42%,-18.39%,12.40%,-15.04%,-12.83%,-19.29%,1.95,5.55%,-16.47%,-19.08%,-12.52%,-40.74%,29.08%,32.72,2.70,4.35,-4.81%,907750,9.17
"ADBE","Adobe Inc.","Technology","Software - Infrastructure",307011.94,54.44,,54.30%,21.80%,477.00,0.31%,-4.58%,85.60%,0.20%,1.05%,36.50%,-0.94%,8.14%,3.89%,37.27%,40.57%,31.91%,1.07,1.97%,1.91%,4.97%,18.16%,-2.66%,56.79%,58.65,1.70,659.73,0.32%,1068169,706.37
"ADC","Agree Realty Corporation","Real Estate","REIT - Retail",4951.15,40.16,3.85%,-4.20%,28.90%,69.10,1.70%,2.72%,,-0.16%,5.60%,47.20%,0.23%,1.74%,-5.03%,2.90%,5.26%,6.11%,0.42,1.55%,0.20%,1.13%,0.98%,-6.98%,15.31%,53.20,1.60,70.65,1.12%,355656,81.50
"ADCT","ADC Therapeutics SA","Healthcare","Biotechnology",2124.48,,,,,76.72,48.05%,0.00%,44.50%,0.06%,15.45%,,-9.38%,3.18%,-3.49%,24.90%,-22.02%,-17.90%,,5.06%,-6.08%,-3.32%,3.16%,-31.46%,31.33%,42.28,1.70,26.28,-0.68%,47534,43.71
"ADER","26 Capital Acquisition Corp.","Financial","Shell Companies",338.98,,,,,27.50,,,77.60%,-0.09%,0.11%,,-0.20%,0.51%,1.65%,1.13%,,-0.20%,,0.27%,-0.00%,0.92%,1.36%,-0.40%,3.24%,56.84,,9.88,-0.30%,28937,
"ADERU","26 Capital Acquisition Corp.","Financial","Shell Companies",,,,,,,,,19.62%,,0.00%,,0.19%,0.59%,0.83%,0.44%,,-2.51%,,0.27%,0.17%,1.19%,0.47%,-7.26%,4.31%,58.04,,10.28,-0.15%,28053,
"ADES","Advanced Emissions Solutions, Inc.","Industrials","Pollution & Treatment Controls",141.72,2.62,,3.80%,-0.40%,18.29,0.80%,0.00%,50.00%,-0.76%,1.10%,10.30%,8.90%,19.36%,8.15%,43.14%,57.23%,42.36%,0.53,3.82%,14.25%,18.83%,22.84%,-6.90%,70.22%,73.20,2.00,7.83,1.36%,270593,
"ADEX","Adit EdTech Acquisition Corp.","Financial","Shell Companies",336.38,,,,,34.50,17.39%,0.00%,53.06%,,0.17%,,0.41%,-0.10%,0.41%,0.41%,,-0.10%,,0.26%,0.25%,0.42%,0.54%,-1.71%,3.28%,57.91,,9.75,0.31%,20274,
"ADGI","Adagio Therapeutics, Inc.","Healthcare","Biotechnology",2269.84,,,,,111.54,26.90%,0.00%,46.20%,,6.26%,,5.93%,-37.25%,-24.32%,,,-2.54%,,9.99%,-28.83%,-43.49%,-39.85%,-65.80%,11.51%,33.32,1.50,20.35,6.32%,487059,51.50
"ADI","Analog Devices, Inc.","Technology","Semiconductors",98359.39,40.50,1.49%,8.30%,10.30%,368.48,0.21%,-5.30%,76.90%,9.19%,2.50%,31.60%,0.33%,7.57%,11.28%,26.85%,35.80%,25.27%,1.13,1.91%,3.51%,6.87%,13.26%,-0.56%,40.73%,64.00,1.80,185.06,0.15%,1337184,193.16
"ADIL","Adial Pharmaceuticals, Inc.","Healthcare","Biotechnology",65.51,,,-47.50%,,17.59,20.51%,0.00%,9.40%,-0.36%,5.36%,,2.27%,-18.56%,-3.95%,36.21%,71.74%,85.88%,0.50,8.50%,-6.33%,-17.59%,7.74%,-37.80%,97.50%,40.80,2.00,3.16,-3.95%,230081,10.67
"ADM","Archer-Daniels-Midland Company","Consumer Defensive","Farm Products",37573.68,14.49,2.21%,1.00%,-1.00%,564.00,0.10%,-12.84%,79.30%,-1.19%,0.89%,3.10%,4.94%,4.69%,8.91%,-0.12%,34.28%,32.81%,0.88,1.86%,3.31%,6.69%,9.89%,-3.39%,39.13%,64.85,1.80,66.95,1.55%,2022413,69.93
"ADMA","ADMA Biologics, Inc.","Healthcare","Biotechnology",290.67,,,12.60%,42.50%,133.77,1.90%,-43.49%,25.30%,-0.22%,10.99%,-89.70%,12.32%,40.91%,16.54%,-12.43%,-19.27%,-20.51%,1.24,7.39%,15.50%,24.10%,-8.07%,-50.17%,53.47%,62.70,1.80,1.55,-6.63%,3949139,5.58
"ADME","Aptus Drawdown Managed Equity ETF","Financial","Exchange Traded Fund",,,0.33%,,,,,,,,,,-0.30%,4.27%,4.65%,11.48%,21.72%,17.91%,,0.63%,1.57%,3.78%,8.60%,-0.63%,23.42%,66.74,,42.53,-0.18%,18027,
"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Manufacturers - Specialty & Generic",149.30,,,9.00%,,148.89,1.06%,0.00%,10.80%,-0.41%,9.57%,,-3.62%,-12.15%,0.95%,28.97%,45.00%,104.64%,1.27,5.49%,-6.74%,-6.19%,-2.15%,-57.58%,164.37%,39.06,3.00,0.99,-0.73%,1802817,
"ADMS","Adamas Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",369.51,,,6.60%,107.90%,45.62,1.20%,-1.48%,77.50%,-0.24%,1.96%,-44.50%,-0.61%,0.74%,88.41%,59.41%,104.27%,87.76%,2.81,0.89%,0.23%,26.55%,48.62%,-11.15%,114.51%,72.80,2.20,8.13,-0.85%,348050,8.52
"ADN","Advent Technologies Holdings, Inc.","Utilities","Utilities - Renewable",511.10,,,,,52.42,28.10%,0.00%,32.50%,7.12%,13.64%,,-1.81%,11.94%,35.04%,0.05%,-4.69%,-34.70%,,4.89%,5.13%,11.16%,-7.47%,-49.25%,48.63%,58.48,1.30,9.75,5.29%,435296,26.67
"ADNT","Adient plc","Consumer Cyclical","Auto Parts",4115.98,4.01,,-26.10%,-8.70%,94.20,0.80%,-2.83%,94.60%,-0.14%,3.05%,-0.20%,2.90%,1.02%,16.68%,-3.33%,71.49%,33.56%,3.04,4.62%,5.87%,11.21%,9.41%,-12.65%,72.58%,60.47,2.40,46.44,-1.65%,897656,50.90
"ADOC","Edoc Acquisition Corp.","Financial","Shell Companies",120.01,,,,,9.55,4.33%,0.00%,79.00%,-1.63%,0.35%,,0.00%,0.20%,1.19%,1.85%,,-0.68%,,0.08%,0.05%,0.44%,0.64%,-1.93%,3.25%,56.47,,10.17,-0.18%,59,
"ADP","Automatic Data Processing, Inc.","Industrials","Staffing & Employment Services",97195.34,36.86,1.60%,13.30%,5.20%,421.40,0.10%,-29.29%,81.80%,0.15%,1.05%,22.40%,2.45%,9.43%,8.50%,21.04%,35.79%,32.27%,0.76,1.36%,4.68%,10.73%,17.77%,0.52%,46.29%,76.21,3.00,233.06,0.92%,1028778,224.14
"ADPT","Adaptive Biotechnologies Corporation","Healthcare","Biotechnology",4672.95,,,,,140.83,1.40%,-13.16%,83.20%,0.09%,3.04%,,-10.74%,-2.75%,6.51%,-7.55%,-33.65%,-44.90%,,4.86%,-4.95%,-7.17%,-17.95%,-54.27%,9.57%,42.51,1.70,32.58,-1.90%,516433,56.00
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","Financial","Exchange Traded Fund",,,0.94%,,,,,,,,,,1.21%,0.28%,1.90%,-7.79%,-3.01%,-9.48%,,1.06%,0.57%,1.48%,-7.29%,-23.99%,9.12%,54.44,,50.97,-0.57%,4143,
"ADS","Alliance Data Systems Corporation","Financial","Credit Services",3980.82,4.54,1.05%,-7.00%,-6.80%,49.80,0.40%,0.00%,97.30%,-3.18%,8.15%,37.60%,6.60%,-20.01%,-11.00%,-33.28%,20.98%,7.85%,2.32,4.02%,-10.30%,-15.58%,-21.42%,-37.64%,27.59%,37.81,2.10,79.92,-0.15%,571091,119.31
"ADSK","Autodesk, Inc.","Technology","Software - Application",70862.54,55.15,,41.70%,8.60%,219.80,0.10%,-12.92%,93.30%,1.31%,1.14%,15.70%,-0.81%,12.09%,0.52%,19.67%,30.04%,6.89%,1.36,2.16%,3.86%,10.02%,11.07%,-5.23%,32.22%,62.94,2.10,326.39,-0.89%,858987,350.20
"ADT","ADT Inc.","Industrials","Security & Protection Services",7185.06,,1.56%,-53.20%,57.40%,821.56,1.30%,0.00%,97.40%,0.12%,1.98%,-0.40%,-0.56%,5.54%,5.54%,-5.79%,18.70%,14.01%,2.15,4.37%,2.77%,6.13%,-3.08%,-23.99%,32.99%,53.23,2.60,8.95,-1.65%,1842536,11.33
"ADTN","ADTRAN, Inc.","Technology","Communication Equipment",1025.38,690.97,1.68%,-33.00%,-3.30%,48.61,1.10%,0.91%,90.80%,-3.26%,3.42%,-2.00%,3.23%,17.76%,-7.63%,9.73%,69.33%,45.02%,1.33,3.74%,11.85%,11.81%,10.81%,-13.49%,77.61%,70.10,1.90,21.42,1.42%,473964,24.67
"ADTX","Aditxt, Inc.","Healthcare","Biotechnology",47.30,,,,,35.04,3.80%,1.88%,10.80%,87.31%,4.28%,,-27.03%,-25.82%,-25.00%,-40.27%,-31.47%,-35.10%,,11.53%,-23.08%,-21.92%,-45.70%,-79.94%,12.50%,39.48,2.00,1.35,-2.88%,1106522,14.00
"ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities",1675.05,40.73,,15.40%,17.80%,15.75,0.70%,-6.49%,,2.28%,2.73%,7.00%,-0.72%,33.62%,13.40%,8.31%,1.80%,-12.13%,0.75,3.71%,12.06%,19.82%,8.21%,-20.24%,40.83%,72.45,1.50,102.89,0.02%,69283,120.71
"ADV","Advantage Solutions Inc.","Communication Services","Advertising Agencies",2962.52,,,,,318.56,0.10%,0.00%,28.90%,-1.11%,3.99%,,1.36%,1.59%,-3.13%,-26.54%,-12.40%,-31.89%,,3.84%,3.43%,3.98%,-13.46%,-35.56%,9.93%,54.48,2.30,8.97,-0.22%,525969,12.33
"ADVM","Adverum Biotechnologies, Inc.","Healthcare","Biotechnology",215.92,,,5.80%,,98.13,1.40%,-0.34%,71.50%,-12.35%,9.02%,,-4.41%,5.34%,-6.06%,-39.22%,-82.79%,-79.98%,1.10,4.81%,1.35%,-0.67%,-59.35%,-85.33%,14.81%,48.64,2.90,2.17,-1.36%,725768,4.25
"ADX","Adams Diversified Equity Fund, Inc.","Financial","Closed-End Fund - Equity",2445.00,6.99,0.91%,,,110.98,8.65%,0.00%,22.47%,,0.61%,,1.38%,7.88%,8.31%,16.56%,33.90%,27.70%,,0.80%,3.82%,6.86%,12.89%,-0.27%,35.78%,77.56,,22.03,0.41%,436796,
"ADXN","Addex Therapeutics Ltd","Healthcare","Biotechnology",58.39,,,,,7.26,,,8.94%,,0.03%,,-1.94%,-5.51%,-18.53%,-18.86%,-30.38%,-39.99%,,2.34%,0.35%,-8.82%,-19.28%,-77.03%,7.07%,45.59,,8.04,3.49%,1033,
"ADXS","Advaxis, Inc.","Healthcare","Biotechnology",58.51,,,55.60%,,145.64,0.07%,0.00%,11.40%,0.10%,3.09%,,-14.29%,-13.45%,4.10%,-15.83%,2.12%,17.15%,2.19,6.97%,-15.99%,-17.90%,-28.50%,-73.98%,54.79%,32.30,2.00,0.41,-8.00%,6625997,2.25
"AE","Adams Resources & Energy, Inc.","Energy","Oil & Gas Integrated",128.04,8.42,3.28%,22.60%,-12.10%,4.27,0.50%,6.80%,39.10%,1.12%,0.13%,1.10%,-1.94%,-4.15%,-1.01%,5.70%,14.50%,21.58%,1.07,3.87%,-4.03%,-4.42%,1.75%,-22.28%,27.84%,41.89,1.00,29.30,-1.64%,10381,38.50
"AEAC","Authentic Equity Acquisition Corp.","Financial","Shell Companies",224.13,,,,,23.00,,,70.40%,,,,-0.05%,0.15%,0.15%,0.46%,,-0.26%,,0.19%,0.05%,0.29%,0.36%,-1.27%,2.44%,52.66,,9.74,-0.15%,1769,
"AEACU","Authentic Equity Acquisition Corp.","Financial","Shell Companies",,,,,,,,,23.27%,,0.00%,,0.10%,0.20%,-0.20%,0.80%,,-3.28%,,0.29%,-0.03%,0.24%,-0.50%,-8.56%,3.51%,50.46,,10.04,-0.20%,7,
"AEE","Ameren Corporation","Utilities","Utilities - Regulated Electric",21943.37,22.46,2.56%,8.10%,-1.00%,257.30,0.10%,-6.57%,77.30%,0.32%,0.95%,21.80%,3.39%,3.14%,-4.66%,2.22%,4.47%,9.90%,0.33,1.49%,1.79%,2.19%,4.11%,-5.49%,22.93%,58.67,2.10,85.79,1.47%,794531,89.77
"AEF","Aberdeen Emerging Markets Equity Income Fund, Inc.","Financial","Asset Management",426.82,8.20,7.61%,,,50.75,,,70.55%,,,,-1.06%,-0.47%,-1.75%,-4.00%,16.83%,3.06%,,1.19%,-0.78%,-0.52%,-3.25%,-8.79%,17.15%,47.41,,8.41,-0.59%,88399,
"AEG","Aegon N.V.","Financial","Insurance - Diversified",10403.36,,2.85%,15.00%,6.50%,2060.03,10.10%,0.00%,7.70%,0.50%,0.08%,,-0.81%,-5.21%,0.82%,1.66%,44.41%,24.30%,1.28,1.50%,-2.89%,-2.02%,4.75%,-7.18%,46.57%,41.85,3.50,4.91,0.41%,1368108,4.86
"AEHL","Antelope Enterprise Holdings Limited","Industrials","Building Products & Equipment",11.60,,,31.20%,-29.00%,4.36,49.00%,0.00%,7.10%,1.35%,25.11%,-78.80%,-3.51%,-3.51%,-0.36%,9.56%,32.21%,10.89%,1.01,6.11%,-5.38%,-3.61%,-9.01%,-64.29%,36.82%,44.55,,2.75,-2.48%,137330,
"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",617.96,,,30.10%,2.70%,24.00,4.90%,-54.37%,21.20%,23.99%,7.28%,-6.50%,6.09%,18.68%,373.58%,1078.40%,1508.97%,892.09%,1.35,11.21%,11.48%,45.51%,267.97%,-7.35%,1584.56%,63.74,,25.10,1.25%,1326085,31.00
"AEI","Alset EHome International Inc.","Real Estate","Real Estate - Development",86.86,,,,,26.19,39.80%,237.71%,2.70%,12.12%,3.67%,-19.10%,-3.52%,-4.48%,4.35%,-48.66%,,-67.89%,,6.21%,-2.59%,-13.81%,-68.87%,-93.49%,16.36%,43.87,2.50,1.92,3.78%,1768876,2.02
"AEIS","Advanced Energy Industries, Inc.","Industrials","Electrical Equipment & Parts",3513.46,25.56,0.44%,11.30%,27.80%,38.18,0.20%,2.56%,98.50%,-0.24%,2.30%,11.50%,-4.57%,2.52%,9.40%,-1.18%,5.08%,-6.50%,1.69,3.06%,0.27%,2.29%,-8.94%,-27.78%,10.97%,49.99,2.40,90.67,-0.76%,194727,104.88
"AEL","American Equity Investment Life Holding Company","Financial","Insurance - Life",3489.60,10.39,0.86%,20.50%,9.80%,92.48,1.20%,-3.07%,97.20%,-1.12%,1.67%,15.30%,8.36%,16.67%,15.98%,19.01%,39.84%,34.89%,1.18,2.84%,9.40%,17.50%,19.11%,-2.07%,43.39%,71.87,2.60,37.31,0.11%,354706,37.33
"AEM","Agnico Eagle Mines Limited","Basic Materials","Gold",14030.98,21.73,2.44%,79.40%,9.60%,243.93,0.20%,0.00%,78.10%,4.45%,0.63%,28.40%,7.03%,-0.10%,-1.66%,-21.39%,-22.75%,-18.64%,0.78,2.45%,3.44%,5.09%,-6.18%,-25.19%,16.61%,60.88,2.10,57.37,0.53%,1173521,76.26
"AEMD","Aethlon Medical, Inc.","Healthcare","Medical Devices",45.00,,,41.90%,-5.80%,15.39,0.70%,0.00%,17.10%,4.01%,1.86%,,-2.88%,-11.66%,-14.89%,77.19%,98.04%,22.67%,0.50,6.70%,-9.42%,-14.94%,-7.33%,-75.74%,111.89%,38.54,2.00,3.03,-1.30%,146715,9.33
"AENZ","Aenza S.A.A.","Industrials","Engineering & Construction",347.89,,,-38.63%,-15.80%,141.98,,,5.30%,-10.00%,0.08%,4.10%,-2.90%,-1.08%,39.39%,15.00%,-14.42%,-22.69%,0.80,4.55%,-4.88%,2.09%,0.29%,-38.05%,61.40%,44.51,3.00,1.84,0.55%,38716,2.89
"AEO","American Eagle Outfitters, Inc.","Consumer Cyclical","Apparel Retail",4502.34,19.69,2.65%,-25.80%,1.30%,167.49,1.10%,-3.77%,,-0.09%,14.86%,8.80%,3.43%,10.99%,-12.07%,-24.02%,79.81%,35.38%,1.40,3.66%,6.85%,5.22%,-11.32%,-30.32%,83.33%,59.64,2.20,27.17,1.04%,3337344,39.08
"AEP","American Electric Power Company, Inc.","Utilities","Utilities - Regulated Electric",42043.37,17.75,3.76%,3.80%,-1.90%,501.23,0.02%,-8.26%,74.90%,0.94%,1.19%,20.20%,-1.22%,-0.73%,-8.46%,-3.35%,-7.78%,-0.47%,0.34,1.45%,-1.64%,-1.88%,-2.49%,-9.41%,10.80%,44.15,2.20,82.88,1.05%,2095367,96.16
"AER","AerCap Holdings N.V.","Industrials","Airports & Air Services",8880.46,9.00,,-19.20%,-2.90%,128.13,3.55%,0.00%,97.01%,3.50%,2.35%,46.70%,-5.34%,6.94%,21.01%,15.85%,80.15%,43.40%,2.28,3.88%,1.97%,8.92%,17.15%,-8.43%,87.76%,55.37,1.70,65.36,0.88%,660338,77.75
"AERI","Aerie Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",560.45,,,-6.70%,,46.34,0.40%,0.00%,,4.00%,12.56%,,-8.57%,-12.09%,-20.29%,-33.85%,-10.40%,-13.92%,0.84,6.58%,0.96%,-6.33%,-26.03%,-45.40%,21.78%,46.72,2.00,11.63,-1.86%,437275,23.12
"AES","The AES Corporation","Utilities","Utilities - Diversified",16795.88,32.68,2.40%,-32.60%,-3.00%,710.00,0.20%,-18.25%,99.17%,3.13%,1.30%,15.60%,4.68%,2.54%,3.90%,0.56%,19.93%,6.51%,0.82,2.46%,0.66%,3.33%,-2.04%,-13.90%,23.48%,55.46,1.70,25.03,1.25%,3207567,30.39
"AESC","The AES Corporation","Utilities","Utilities - Diversified",,,,,,,,,,,0.03%,,1.19%,-0.49%,-0.70%,-4.02%,,-0.25%,,1.61%,-1.23%,-0.55%,-3.39%,-11.10%,3.48%,47.78,,99.35,1.06%,5759,30.39
"AESE","Allied Esports Entertainment Inc.","Communication Services","Entertainment",82.99,,,,,38.96,13.50%,0.06%,21.20%,0.02%,5.33%,,7.00%,20.22%,9.18%,-8.55%,122.92%,35.44%,1.21,8.48%,14.29%,17.36%,-4.12%,-50.35%,134.37%,61.99,3.00,2.14,-6.96%,2211437,3.50
"AESR","Anfield U.S. Equity Sector Rotation ETF","Financial","Exchange Traded Fund",,,0.95%,,,,,,,,,,-0.37%,4.83%,5.47%,13.48%,29.76%,24.22%,,0.59%,1.52%,4.25%,10.08%,-0.78%,31.23%,66.13,,14.80,-0.24%,13146,
"AEVA","Aeva Technologies, Inc.","Consumer Cyclical","Auto Parts",1826.10,,,,,211.55,0.10%,0.00%,37.00%,3.35%,10.59%,,3.57%,17.34%,14.80%,11.94%,-10.63%,-38.10%,,5.45%,11.54%,7.28%,-14.75%,-58.78%,27.66%,61.56,1.80,9.00,3.45%,2138650,16.67
