no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
6836,SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,Bermuda,1326.2,,10.93,,2.78,1.34,4.44,8.48,7.39%,,-0.79,-348.70%,-8.99%,-25.40%,-7.70%,3.00%,79.10%,16.90%,126.78,124.5,43.40%,0.00%,31.50%,1.26%,1.41%,1.93,-2.50%,-9.40%,-4.50%,0.7,,2.21,2.76,68.10%,-13.50%,-17.00%,14.86%,15.27%,12.73%,35.84%,31.44%,19.51%,0.91,0.29,3.97%,3.34%,16.31%,16.30%,20.03%,7.42%,27.49%,6.22%,46.03%,77.1,8.83%,2.52%,1.7,909.0,2.44,9.74,11.57%,2221148,2/16/2022 8:30:00 AM,10.67,6/14/2004,9.75,0.10%,78.0,84,1.15,9.74,8.44,8.39,8.12,6.67,9.78,7.0,9.55,56.333333333333336,True
6999,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,3969.37,,6.95,,1.9,2.57,133.2,4.04,0.06%,,-4.83,-304.60%,258.11%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-6.15%,88.90%,5.69%,4.58%,2.1,-11.00%,-31.80%,-14.10%,0.3,0.3,1.27,1.27,78.10%,-20.30%,-26.50%,-0.40%,-0.26%,0.78%,120.13%,212.34%,17.61%,5.59,2.41,6.30%,7.46%,1.15%,6.64%,33.44%,-9.31%,37.42%,-9.36%,217.06%,51.74,-1.78%,2.08%,2.4,2596.94,0.85,34.67,0.26%,2203690,2/24/2022 4:30:00 PM,45.04,12/16/1992,34.2,-1.36%,56.0,100,2.74,34.67,34.33,32.62,26.07,10.94,38.25,29.0,29.91,61.666666666666664,True
7002,SMBC,"Southern Missouri Bancorp, Inc.",Financial,Banks - Regional,USA,476.65,9.66,10.17,,4.28,1.58,2.44,9.63,1.48%,12.90%,5.58,74.30%,0.49%,21.40%,,14.20%,-44.80%,-48.70%,8.85,7.71,4.30%,-0.50%,52.50%,4.93%,0.49%,1.37,1.80%,17.30%,27.20%,,,0.05,0.05,,90.80%,44.60%,0.60%,-0.46%,-2.65%,20.52%,53.84%,3.35%,0.91,1.39,1.95%,2.72%,-0.40%,0.74%,10.83%,-7.83%,13.68%,-12.93%,55.25%,49.01,0.58%,-0.17%,2.5,27.66,0.51,53.92,0.41%,14138,,63.5,4/12/1994,53.92,0.00%,53.0,93,1.35,53.92,54.17,53.54,48.71,34.73,61.93,20.0,17.77,55.333333333333336,True
7073,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,7889.02,11.02,11.09,1.38,4.77,1.68,2.94,7.05,2.44%,33.60%,4.9,-34.20%,12.40%,7.10%,8.00%,13.80%,114.70%,-5.30%,146.31,144.22,0.70%,-16.76%,79.60%,0.23%,1.76%,2.63,1.10%,12.50%,17.50%,,,0.26,0.26,,91.20%,35.20%,2.51%,2.29%,9.40%,26.74%,31.59%,12.78%,1.48,1.6,2.84%,3.44%,6.23%,8.84%,16.50%,-0.11%,24.83%,-0.11%,40.53%,65.16,2.16%,-1.05%,1.9,963.67,1.12,53.99,1.09%,1077121,1/20/2022 8:30:00 AM,60.53,11/1/1982,53.99,0.00%,72.0,85,1.16,53.99,50.98,49.74,46.37,38.42,54.4,21.0,12.11,59.333333333333336,True
7121,SPFI,"South Plains Financial, Inc.",Financial,Banks - Regional,USA,508.4,9.11,11.3,,3.77,1.3,1.55,6.54,1.25%,5.90%,3.17,44.20%,7.13%,,,,-10.20%,-0.30%,17.93,11.41,9.80%,0.00%,22.80%,-1.16%,0.66%,2.79,1.70%,16.00%,21.00%,,,0.31,0.31,,90.90%,45.50%,-0.79%,-2.00%,9.15%,26.51%,51.15%,3.81%,,0.76,2.84%,2.57%,-0.16%,2.46%,15.24%,-3.41%,13.53%,-3.41%,51.55%,51.54,-0.52%,-0.58%,2.0,27.15,0.5,28.87,-1.10%,13690,1/27/2022 4:30:00 PM,33.25,5/9/2019,,,69.0,93,1.33,28.87,28.9,28.23,25.08,19.05,29.89,13.0,15.17,58.333333333333336,True
7152,SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,USA,5710.39,,21.06,,1.44,13.05,3.99,,0.08%,,-5.19,-265.70%,86.80%,-28.30%,,-12.50%,27.20%,21.50%,104.3,104.1,0.50%,-0.19%,77.30%,2.73%,4.53%,2.47,-9.60%,-119.70%,-14.10%,2.1,1.3,8.36,8.47,-2.80%,-12.90%,-19.20%,6.37%,8.81%,18.29%,31.85%,34.73%,23.25%,1.83,2.39,5.57%,5.43%,13.75%,18.50%,20.38%,-0.13%,44.99%,-0.97%,50.79%,70.94,2.13%,-0.42%,1.9,1912.05,1.06,53.11,1.70%,2021118,2/2/2022 8:30:00 AM,60.54,11/21/2006,53.11,0.00%,72.0,86,1.18,53.11,47.0,45.1,44.16,35.22,53.63,13.0,13.99,57.0,True
7230,SSB,SouthState Corporation,Financial,Banks - Regional,USA,6295.5,13.43,13.52,1.12,5.8,1.32,0.9,11.31,2.18%,31.20%,6.7,-59.10%,15.95%,-11.80%,12.00%,21.90%,29.90%,-8.10%,70.07,69.27,1.00%,-1.07%,84.10%,-0.03%,3.24%,6.33,1.10%,9.00%,16.40%,,,0.07,0.07,,,39.40%,2.41%,2.44%,8.36%,31.02%,12.51%,12.35%,0.89,2.69,2.65%,3.27%,5.12%,7.35%,13.15%,-3.58%,20.74%,-3.58%,43.77%,62.58,-0.07%,-0.55%,2.5,354.89,0.83,90.0,-0.62%,293715,1/24/2022 4:30:00 PM,90.56,1/28/1997,85.5,-5.00%,53.0,70,0.99,90.0,85.82,84.03,79.56,62.6,93.34,19.0,0.62,47.333333333333336,True
7285,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,921.36,16.07,12.14,1.46,0.6,2.85,7.83,8.08,,0.00%,1.98,2.00%,22.09%,22.40%,11.00%,18.00%,34.70%,20.80%,28.71,27.66,3.10%,-4.27%,87.00%,0.39%,1.68%,2.57,5.80%,19.80%,11.30%,1.3,1.1,0.93,1.0,13.50%,7.20%,3.80%,10.16%,15.47%,10.70%,46.60%,55.69%,21.18%,1.29,1.23,3.94%,4.69%,16.08%,18.12%,30.95%,1.50%,32.90%,1.50%,65.99%,73.12,1.46%,0.54%,2.5,180.59,2.45,31.87,2.02%,442100,,32.0,7/12/1991,31.87,0.00%,53.0,94,1.37,31.87,27.66,27.08,24.38,19.2,32.14,23.0,0.41,56.666666666666664,True
7295,STT,State Street Corporation,Financial,Asset Management,USA,37522.77,13.95,9.61,0.98,19.09,1.38,0.25,,2.27%,32.60%,7.19,17.60%,23.17%,7.20%,14.29%,0.80%,35.40%,-6.50%,347.72,346.19,0.20%,-7.74%,92.00%,-0.39%,0.87%,1.27,0.70%,9.40%,4.20%,,,0.51,0.0,,98.50%,,-1.37%,-0.72%,1.69%,14.80%,34.24%,7.83%,1.53,3.05,2.69%,3.67%,3.64%,4.35%,10.67%,-4.38%,15.04%,-4.38%,40.51%,57.27,0.82%,-0.86%,2.2,2362.83,0.61,100.28,-0.04%,1435117,1/19/2022 8:30:00 AM,116.43,3/17/1980,101.4,1.12%,63.0,86,1.18,100.28,97.07,96.23,90.69,71.37,104.87,14.0,16.1,54.333333333333336,True
7402,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1777.16,16.01,13.52,1.33,8.09,2.7,5.57,9.12,,0.00%,1.88,54.30%,18.89%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.7,1.90%,-23.96%,,2.19%,1.92%,2.39,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,-0.89%,-3.50%,-4.78%,23.71%,51.92%,18.73%,1.34,1.32,3.84%,4.63%,1.91%,8.87%,14.29%,-8.08%,31.80%,-9.92%,53.71%,54.38,0.43%,-1.38%,1.5,424.04,0.49,30.05,-0.96%,209679,1/27/2022 4:30:00 PM,37.33,2/3/2004,30.05,0.00%,84.0,93,1.33,30.05,29.49,27.66,26.32,19.55,33.36,15.0,24.23,64.0,True
7490,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,2065.35,8.17,5.86,0.68,2.56,1.31,6.47,,2.54%,4.50%,4.83,297.10%,12.28%,50.90%,12.00%,11.50%,67.60%,25.90%,49.09,44.08,76.40%,0.00%,65.50%,13.17%,3.55%,3.72,4.00%,19.50%,6.30%,0.9,0.9,3.35,3.61,87.60%,53.30%,33.90%,-3.10%,0.08%,5.15%,18.03%,64.44%,10.33%,1.2,1.69,4.39%,4.41%,3.25%,6.87%,15.00%,-5.94%,21.64%,-5.94%,87.89%,55.52,0.03%,-0.18%,2.0,420.51,1.35,39.4,-0.15%,565609,2/10/2022 4:30:00 PM,53.5,10/10/2007,39.4,0.00%,69.0,95,1.44,39.4,38.24,36.98,34.33,22.09,41.89,26.0,35.79,63.333333333333336,True
7512,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,3107.65,28.32,26.17,1.13,2.86,4.6,15.93,21.99,,0.00%,3.21,23.10%,28.24%,-7.10%,25.00%,1.30%,-36.30%,-6.20%,33.18,32.98,0.50%,-6.14%,,1.65%,2.14%,2.91,11.20%,17.20%,8.60%,2.7,1.9,0.06,0.06,30.30%,12.40%,9.90%,1.07%,-5.91%,6.66%,10.58%,30.84%,4.63%,1.27,3.37,3.38%,4.00%,1.44%,4.08%,12.38%,-8.16%,22.26%,-8.16%,41.07%,54.5,1.86%,-1.03%,2.1,242.77,0.77,90.92,0.81%,187116,2/17/2022 8:30:00 AM,91.8,6/10/1993,91.92,1.10%,66.0,84,1.15,90.92,89.44,87.46,81.0,64.45,99.0,18.0,0.97,56.0,True
7628,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,13985.97,53.42,21.95,9.37,0.99,6.59,61.18,7.08,2.22%,28.70%,1.18,-405.10%,49.58%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.42,1.10%,-3.23%,89.20%,0.80%,1.95%,3.1,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,0.93%,9.66%,15.18%,48.33%,113.13%,20.56%,2.7,1.76,2.48%,3.18%,5.69%,13.18%,28.94%,-2.04%,32.39%,-2.04%,116.50%,68.0,0.30%,0.56%,1.7,1417.1,0.83,62.98,0.86%,1178627,11/4/2021 8:30:00 AM,68.55,12/7/2010,62.98,0.00%,78.0,98,1.87,62.98,59.92,55.86,48.98,29.09,64.29,20.0,8.84,65.33333333333333,True
7651,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,4706.68,10.81,7.19,1.08,2.97,2.02,39.55,,3.83%,36.20%,6.27,-8.40%,4.73%,8.90%,10.00%,14.50%,172.90%,25.60%,66.92,65.53,1.30%,-7.59%,70.30%,0.17%,1.48%,2.3,3.90%,19.60%,6.90%,,,3.66,3.66,91.70%,46.50%,26.60%,3.94%,4.95%,10.14%,27.56%,26.02%,12.57%,1.43,2.53,4.33%,3.97%,9.34%,11.37%,21.91%,-1.30%,25.81%,-1.30%,45.03%,64.69,-1.35%,0.38%,1.7,421.44,1.17,67.8,-0.98%,492455,2/15/2022 8:30:00 AM,75.75,10/12/2005,67.8,0.00%,78.0,81,1.11,67.8,62.26,61.07,55.7,46.75,70.17,10.0,11.73,56.333333333333336,True
7676,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,34196.57,8.85,11.87,1.18,0.69,1.86,11.57,17.83,1.95%,16.80%,10.67,48.00%,-5.09%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.54,1.20%,-5.57%,87.00%,1.27%,1.19%,1.47,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,-4.33%,0.78%,13.01%,17.84%,39.66%,8.36%,0.78,2.42,2.19%,2.34%,1.61%,5.38%,17.04%,-6.23%,14.47%,-6.23%,45.76%,55.06,0.90%,-0.37%,2.2,2302.65,0.97,94.45,0.52%,2242179,2/7/2022 8:30:00 AM,101.18,3/17/1980,94.45,0.00%,63.0,89,1.23,94.45,93.04,89.84,80.78,67.1,100.72,10.0,7.13,54.0,True
7722,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,2835.71,26.85,22.17,2.66,2.58,1.61,12.43,19.3,,0.00%,0.78,-7.90%,9.16%,-10.10%,10.08%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-3.21%,2.23%,1.24,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,-0.90%,6.05%,11.37%,33.98%,37.15%,2.15%,0.7,0.53,2.73%,2.63%,2.71%,4.72%,18.93%,-3.65%,21.35%,-3.65%,47.32%,58.7,-0.14%,-0.38%,1.9,2471.86,0.38,20.86,-0.52%,939798,3/1/2022 8:30:00 AM,22.3,11/30/2015,21.11,1.20%,72.0,87,1.2,20.86,20.37,19.99,17.57,14.16,21.65,15.0,6.9,58.0,True
7764,UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,USA,4072.1,12.77,12.29,12.77,7.04,1.63,2.18,19.09,2.11%,26.60%,2.97,-17.30%,18.46%,11.90%,1.00%,14.90%,57.40%,4.20%,105.85,88.7,0.40%,-4.45%,76.90%,0.75%,3.51%,3.8,1.30%,12.30%,19.20%,,,0.12,0.12,,98.50%,41.90%,2.26%,-1.43%,5.56%,26.51%,17.64%,5.56%,1.13,1.12,2.77%,3.39%,5.11%,5.56%,13.60%,-3.51%,16.59%,-3.51%,37.36%,60.05,2.87%,-0.57%,2.0,818.28,1.66,37.94,2.29%,1359692,1/18/2022 4:30:00 PM,41.25,3/18/2002,37.94,0.00%,69.0,74,1.03,37.94,36.16,35.99,33.42,27.62,39.32,50.0,8.72,64.33333333333333,True
7788,UFPT,"UFP Technologies, Inc.",Consumer Cyclical,Packaging & Containers,USA,549.15,33.01,22.77,,2.81,2.89,16.59,33.48,,0.00%,2.22,-32.80%,54.57%,10.90%,,5.30%,26.10%,17.10%,7.53,6.85,6.10%,0.00%,86.50%,3.25%,0.82%,1.98,7.90%,9.20%,7.80%,4.9,3.7,0.0,0.0,25.30%,11.10%,8.60%,-0.01%,4.01%,8.07%,16.22%,50.35%,4.21%,0.98,2.42,2.66%,3.71%,3.87%,4.23%,14.35%,-3.67%,15.87%,-3.67%,55.99%,56.3,-1.37%,-0.28%,1.0,28.29,0.58,73.22,-1.65%,16353,,82.0,12/17/1993,73.22,0.00%,100.0,93,1.32,73.22,70.6,70.36,64.15,46.94,76.01,10.0,11.99,67.66666666666667,True
7838,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,5247.78,19.14,14.43,1.08,0.58,2.38,23.77,32.33,,0.00%,1.58,148.40%,4.39%,17.80%,17.75%,-1.60%,188.50%,23.80%,170.9,167.12,0.30%,-18.98%,99.20%,-1.49%,1.73%,2.91,4.20%,13.60%,5.00%,1.8,1.3,1.02,1.05,24.80%,5.00%,3.00%,3.35%,8.09%,3.64%,31.52%,48.38%,6.56%,1.83,0.93,3.27%,3.32%,9.14%,9.05%,16.65%,1.75%,19.42%,1.48%,56.94%,66.4,2.86%,-0.41%,2.3,990.48,1.14,30.21,2.44%,1130278,2/24/2022 4:30:00 PM,33.15,6/18/2015,30.21,0.00%,59.0,92,1.3,30.21,27.83,27.76,25.93,19.25,30.26,24.0,9.73,58.333333333333336,True
7847,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,193436.65,14.65,15.95,1.04,1.99,15.56,18.32,42.61,1.89%,58.30%,14.7,-69.80%,5.25%,-22.00%,14.03%,7.70%,18.60%,9.20%,870.0,729.21,,,70.00%,-0.29%,0.96%,2.34,9.50%,79.30%,19.90%,1.5,1.5,1.73,1.84,76.50%,10.70%,6.20%,-4.34%,4.73%,1.62%,10.53%,32.81%,0.45%,1.13,6.32,2.38%,2.83%,0.96%,1.91%,5.42%,-7.88%,11.71%,-7.88%,37.50%,50.58,-0.25%,-0.65%,2.2,2993.33,0.74,215.31,-0.90%,2226612,2/1/2022 8:30:00 AM,243.58,11/10/1999,215.2,-0.05%,63.0,86,1.17,215.31,213.85,211.53,204.24,156.59,233.72,20.0,13.13,56.333333333333336,True
8043,VIRT,"Virtu Financial, Inc.",Financial,Capital Markets,USA,6299.86,8.41,10.4,,2.18,2.75,9.21,8.13,2.72%,22.70%,4.19,-28.60%,1.16%,54.30%,-2.71%,32.40%,-36.00%,-17.00%,115.77,110.24,0.50%,-90.66%,93.50%,0.12%,4.33%,4.57,5.00%,33.50%,21.60%,,,1.77,2.37,65.00%,39.30%,17.80%,1.12%,19.50%,22.32%,39.23%,25.43%,22.23%,-0.41,1.01,3.12%,3.18%,11.68%,18.40%,27.72%,-1.76%,35.02%,-1.76%,51.96%,73.42,2.12%,-0.14%,2.4,1044.35,1.12,35.24,1.97%,1167228,2/8/2022 8:30:00 AM,35.33,4/16/2015,35.2,-0.11%,56.0,81,1.1,35.24,31.84,29.91,27.63,23.19,35.87,9.0,0.26,48.666666666666664,True
8064,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35168.46,,12.08,,0.37,2.05,10.05,74.2,4.45%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.18%,79.00%,0.11%,3.13%,3.18,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-0.90%,2.80%,12.96%,41.45%,29.80%,17.21%,1.97,2.98,3.31%,3.89%,3.31%,11.34%,18.04%,-6.11%,35.17%,-6.11%,49.60%,59.02,-1.93%,1.40%,1.9,4004.17,1.23,88.04,-0.55%,4919761,1/27/2022 8:30:00 AM,94.95,11/1/1984,87.75,-0.33%,72.0,84,1.14,88.04,85.41,79.42,74.63,58.85,93.77,24.0,7.85,60.0,True
8137,VRRM,Verra Mobility Corporation,Industrials,Security & Protection Services,USA,2836.6,152.2,18.79,4.94,5.9,11.74,22.13,25.74,,0.00%,0.12,-126.50%,37.36%,,30.80%,,301.30%,67.30%,159.36,151.05,0.50%,-97.79%,95.80%,-1.95%,3.20%,5.8,1.30%,6.70%,3.00%,3.2,3.2,3.96,4.0,94.90%,16.60%,4.10%,6.21%,21.60%,11.62%,20.13%,29.86%,16.40%,1.36,0.57,3.26%,3.70%,13.07%,16.50%,18.13%,2.16%,30.52%,2.16%,37.94%,76.83,2.10%,0.51%,1.6,833.49,2.77,17.96,2.63%,2310469,11/4/2021 4:30:00 PM,19.71,3/24/2017,17.96,0.00%,81.0,84,1.14,17.96,16.03,15.47,15.22,13.02,18.13,13.0,9.74,59.333333333333336,True
8138,VRS,Verso Corporation,Basic Materials,Paper & Paper Products,USA,778.86,,11.43,,0.62,1.34,4.69,5.37,1.50%,,-2.95,-248.10%,489.90%,10.70%,,-15.30%,312.80%,10.80%,29.33,22.9,0.80%,0.00%,81.40%,2.14%,3.88%,2.0,-9.30%,-17.80%,-17.30%,2.2,1.5,0.01,0.01,10.00%,-14.30%,-8.40%,0.07%,0.00%,13.42%,41.17%,113.68%,-1.15%,1.95,0.14,0.27%,0.61%,0.31%,4.48%,27.06%,-2.13%,33.75%,-2.13%,120.93%,59.93,-0.15%,0.00%,2.0,444.5,0.5,26.71,-0.15%,223564,11/5/2021 8:30:00 AM,35.0,7/19/2016,26.71,0.00%,69.0,98,1.88,26.71,26.63,25.68,21.07,12.09,27.29,18.0,31.04,61.666666666666664,True
8237,WBS,Webster Financial Corporation,Financial,Banks - Regional,USA,11286.56,14.03,10.56,0.72,11.97,1.72,4.21,23.15,2.58%,44.70%,4.42,-42.20%,16.91%,1.90%,19.40%,5.70%,38.50%,0.20%,90.04,89.79,0.90%,0.00%,50.40%,0.43%,6.79%,4.51,1.00%,10.20%,21.60%,,,0.17,0.17,,98.40%,34.10%,0.49%,-2.30%,5.00%,26.85%,25.72%,11.00%,1.34,1.94,2.43%,3.59%,2.61%,5.92%,12.97%,-4.65%,23.59%,-4.65%,35.92%,56.45,0.11%,-1.01%,1.9,1352.06,0.81,61.98,-0.90%,1098701,1/20/2022 8:30:00 AM,72.0,12/12/1986,61.98,0.00%,72.0,81,1.1,61.98,60.43,58.65,54.9,45.6,65.0,20.0,16.17,57.666666666666664,True
8269,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,234759.43,11.73,12.01,,5.91,1.4,0.47,,1.38%,11.50%,4.96,-89.80%,23.25%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,73.50%,-0.13%,0.92%,1.22,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,-1.56%,2.56%,15.43%,21.20%,57.31%,21.18%,1.18,1.64,2.71%,2.98%,3.93%,9.81%,19.72%,-3.58%,25.71%,-3.58%,71.00%,62.54,0.71%,-1.11%,2.2,29753.34,0.74,58.14,-0.41%,22049371,1/14/2022 8:30:00 AM,62.84,12/10/1962,58.06,-0.15%,63.0,94,1.38,58.14,56.07,53.13,48.62,35.93,60.3,23.0,8.08,60.0,True
8278,WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,USA,3668.19,74.89,37.13,1.74,9.74,6.29,12.15,88.39,0.81%,51.90%,0.66,-61.70%,98.06%,20.50%,43.00%,9.50%,63.20%,93.00%,59.0,58.56,0.20%,0.00%,,0.23%,2.40%,4.01,4.20%,9.10%,16.50%,5.6,4.4,0.01,0.02,26.60%,15.40%,10.00%,0.67%,8.46%,19.09%,49.27%,66.95%,29.43%,2.1,2.14,4.72%,4.73%,2.35%,14.46%,25.73%,-2.36%,41.12%,-2.36%,81.03%,59.61,-2.12%,0.54%,1.7,350.0,1.21,49.35,-1.60%,423248,2/28/2022 8:30:00 AM,48.5,2/8/2018,49.35,0.00%,78.0,96,1.47,49.35,48.41,43.35,39.34,27.26,51.51,8.0,-1.72,60.666666666666664,True
8308,WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals,USA,14016.12,9.57,7.87,0.3,1.37,1.93,3.92,10.08,1.08%,9.60%,11.48,-21.10%,-7.33%,-12.00%,31.90%,10.90%,953.00%,61.00%,128.06,33.51,0.60%,-8.48%,27.80%,0.17%,3.51%,2.13,9.90%,22.40%,4.90%,3.4,2.8,0.68,0.71,26.60%,20.60%,14.40%,6.07%,3.49%,7.64%,32.17%,30.21%,13.12%,1.32,3.61,3.67%,3.70%,8.76%,11.10%,15.99%,0.79%,24.27%,0.79%,40.75%,68.16,4.68%,-0.96%,2.4,552.6,2.07,109.87,3.67%,1146101,2/22/2022 8:30:00 AM,120.82,8/11/2004,109.87,0.00%,56.0,84,1.14,109.87,101.25,99.18,94.79,78.06,110.94,21.0,9.97,53.666666666666664,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,35786.33,36.24,22.79,18.12,3.78,3.27,167.23,36.59,5.46%,196.50%,0.83,-75.90%,7.42%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1211.98,0.20%,-1.78%,87.50%,1.95%,2.10%,2.84,2.20%,8.80%,3.20%,0.6,0.5,1.82,2.0,65.60%,22.20%,10.70%,-1.51%,1.42%,6.34%,24.83%,34.82%,15.25%,1.32,0.71,2.14%,2.62%,0.63%,6.82%,11.68%,-3.26%,20.72%,-3.26%,35.30%,56.04,0.10%,0.40%,2.1,8967.92,0.75,30.01,0.50%,6700774,2/21/2022 4:30:00 PM,32.09,7/2/1962,30.01,0.00%,66.0,86,1.18,30.01,29.87,28.15,26.9,22.18,31.02,17.0,6.93,56.333333333333336,True
8339,WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty,USA,16417.38,16.59,14.64,1.84,1.74,2.53,7.93,10.23,0.57%,9.80%,5.48,-20.20%,12.37%,1.70%,9.00%,2.30%,73.20%,18.80%,185.03,134.35,5.70%,-0.24%,71.60%,0.35%,1.00%,1.69,3.10%,14.30%,6.90%,,,0.49,0.49,,14.50%,9.80%,-1.80%,7.34%,13.59%,24.37%,38.21%,10.39%,0.81,2.03,2.04%,2.60%,4.72%,8.41%,17.30%,-3.03%,16.96%,-3.03%,39.48%,64.07,1.43%,-0.49%,2.5,795.53,1.0,90.95,0.93%,796726,1/27/2022 4:30:00 PM,97.67,3/17/1980,90.95,0.00%,53.0,87,1.19,90.95,87.27,84.14,78.42,66.51,93.79,17.0,7.39,52.333333333333336,True
8356,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,USA,5976.7,13.73,13.3,1.37,4.69,1.49,0.97,16.44,1.19%,15.50%,7.59,-22.40%,17.68%,10.10%,10.00%,12.50%,5.80%,3.60%,57.0,56.17,1.30%,-1.49%,95.40%,2.97%,1.98%,2.98,0.90%,11.30%,17.90%,,,0.3,0.3,,87.60%,34.10%,1.71%,2.09%,11.83%,43.14%,54.52%,14.69%,1.38,3.53,4.58%,3.75%,4.13%,8.70%,24.25%,-1.33%,24.97%,-1.33%,58.64%,61.8,0.71%,-0.98%,1.9,372.78,1.65,104.16,-0.28%,614172,1/19/2022 4:30:00 PM,116.92,9/23/1996,104.16,0.00%,72.0,94,1.36,104.16,100.28,96.11,83.96,65.66,105.56,19.0,12.25,61.666666666666664,True
8365,WTTR,"Select Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA,796.53,,44.94,,1.24,1.39,7.42,,,,-0.79,83.70%,126.20%,,,2.50%,68.10%,102.20%,104.82,62.59,1.10%,-0.73%,66.70%,-1.52%,2.18%,3.0,-8.10%,-12.20%,-66.30%,3.2,2.8,0.0,0.0,-0.20%,-12.30%,-10.80%,7.55%,10.22%,15.98%,39.56%,29.28%,21.19%,2.58,0.38,5.54%,6.35%,7.27%,13.88%,23.88%,-2.08%,30.62%,-2.08%,72.77%,60.79,1.21%,0.81%,2.5,455.39,0.9,7.55,2.03%,409025,2/22/2022 4:30:00 PM,8.19,4/21/2017,7.55,0.00%,53.0,84,1.14,7.55,7.08,6.66,6.11,4.37,7.75,31.0,8.48,56.0,True
8536,ZGNX,"Zogenix, Inc.",Healthcare,Biotechnology,USA,1474.94,,,,23.19,6.53,4.3,,,,-4.35,60.00%,31.20%,-14.90%,,-12.90%,4.10%,679.30%,55.91,55.61,0.10%,-26.49%,,0.75%,12.35%,2.98,-42.80%,-81.70%,-44.40%,4.8,4.7,0.7,0.7,94.30%,,,-0.65%,67.33%,81.61%,92.57%,16.67%,61.05%,0.9,0.6,0.61%,0.93%,0.25%,34.29%,55.17%,-1.51%,123.68%,-1.51%,137.26%,77.68,-0.19%,-0.19%,1.7,2305.6,0.77,26.17,-0.38%,1767603,11/4/2021 4:30:00 PM,36.43,11/23/2010,26.17,0.00%,78.0,73,1.02,26.17,26.12,19.76,16.91,11.03,26.57,14.0,39.21,55.0,True
