"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ACN","Accenture plc","Technology","Information Technology Services",238704.02,40.25,0.96%,7.30%,7.70%,633.52,0.10%,-9.39%,73.60%,-0.33%,0.62%,15.10%,0.41%,7.79%,11.89%,30.19%,52.39%,41.06%,1.13,1.38%,3.13%,7.88%,22.35%,-0.26%,55.50%,69.40,2.10,371.16,0.74%,2033409,376.30
"ACNB","ACNB Corporation","Financial","Banks - Regional",243.71,8.10,3.54%,3.10%,16.70%,8.72,2.60%,-1.52%,20.90%,-1.69%,0.49%,88.60%,0.43%,1.77%,-0.77%,1.22%,19.85%,13.04%,0.08,1.26%,1.76%,1.84%,0.18%,-15.79%,18.47%,60.07,,28.39,0.53%,14004,
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology",39.63,,,-58.80%,-20.90%,9.99,1.40%,0.00%,34.40%,0.93%,4.67%,-66.20%,-4.55%,-24.20%,-0.83%,-17.55%,-28.61%,-13.78%,0.46,6.62%,-15.96%,-21.69%,-27.19%,-60.97%,3.36%,25.62,2.00,3.38,-5.32%,211102,10.00
"ACP","Aberdeen Income Credit Strategies Fund","Financial","Closed-End Fund - Debt",199.65,,10.48%,,,17.44,0.06%,11.64%,33.68%,,,,0.62%,2.60%,-1.12%,-5.70%,18.11%,9.48%,,1.02%,1.06%,1.59%,0.73%,-7.95%,17.68%,58.77,,11.42,-0.26%,173409,
"ACQR","Independence Holdings Corp.","Financial","Shell Companies",382.98,,,,,61.99,,,82.40%,0.07%,0.24%,,-0.51%,-0.10%,-0.10%,,,-0.20%,,0.36%,-0.03%,0.24%,-0.08%,-4.03%,1.35%,50.48,,9.76,0.10%,81042,
"ACQRU","Independence Holdings Corp.","Financial","Shell Companies",,,,,,,,,,,0.01%,,-0.40%,0.61%,-0.50%,-0.80%,,-0.40%,,0.44%,0.11%,0.31%,-0.36%,-7.18%,1.43%,51.28,,9.96,0.00%,41094,
"ACR","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",142.40,5.01,,-59.80%,,9.55,1.80%,0.00%,48.80%,10.07%,0.30%,41.90%,-0.66%,-4.58%,-10.02%,-3.54%,81.04%,25.23%,1.94,2.30%,-4.96%,-6.39%,-5.65%,-19.91%,78.26%,32.37,2.00,14.76,-1.53%,18642,19.50
"ACRE","Ares Commercial Real Estate Corporation","Real Estate","REIT - Mortgage",757.13,10.51,8.26%,-7.20%,9.30%,46.96,0.10%,0.00%,53.00%,1.77%,1.76%,41.50%,0.69%,3.03%,5.82%,7.10%,54.87%,34.72%,1.35,1.51%,-0.56%,0.76%,5.66%,-7.30%,47.82%,49.41,2.00,15.70,-1.75%,448491,16.42
"ACRO","Acropolis Infrastructure Acquisition Corp.","Financial","Shell Companies",375.97,,,,,38.72,,,26.90%,344.80%,0.02%,,-0.10%,-0.41%,,,,-0.10%,,0.34%,-0.08%,-0.14%,-0.14%,-1.22%,0.83%,47.98,,9.70,-0.10%,2998,
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Biotechnology",910.49,,,-0.90%,,61.22,2.90%,-8.98%,93.10%,1.08%,4.35%,,-12.93%,-13.50%,8.59%,-33.09%,299.45%,124.73%,0.41,5.94%,-12.51%,-16.51%,-27.86%,-53.32%,366.45%,34.47,1.50,14.18,-2.48%,276905,34.80
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",89.17,,,3.00%,-22.40%,119.12,0.50%,0.00%,25.40%,-0.30%,2.72%,,-13.24%,-26.85%,-20.15%,-42.16%,-51.86%,-39.83%,0.70,5.12%,-19.20%,-26.42%,-47.51%,-75.85%,-2.78%,15.68,1.70,0.71,-4.85%,2417291,6.00
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology",89.12,,,22.50%,39.10%,32.79,12.09%,0.00%,0.94%,,4.96%,,-6.47%,-8.36%,-51.64%,-56.31%,-4.54%,-38.85%,1.38,4.07%,-9.01%,-18.54%,-60.06%,-84.22%,-2.53%,29.69,2.00,1.54,-3.14%,611441,2.52
"ACT","Genworth Mortgage Holdings, Inc.","Financial","Exchange Traded Fund",3706.14,,,,,162.55,,,,,0.09%,,-1.60%,5.75%,,,,11.27%,,3.13%,1.84%,6.05%,6.05%,-3.17%,20.73%,60.18,,23.24,1.93%,127154,
"ACTDU","ArcLight Clean Transition Corp. II","Financial","Shell Companies",,,,,,,,,44.45%,,,,-0.30%,0.30%,-0.89%,-1.38%,,-0.40%,,0.40%,-0.09%,0.27%,-0.67%,-8.27%,2.57%,49.97,,9.98,0.10%,301,
"ACTG","Acacia Research Corporation","Industrials","Specialty Business Services",269.38,,,20.00%,-24.90%,48.73,0.90%,-4.34%,65.10%,5.47%,3.26%,-28.00%,0.18%,0.55%,0.91%,6.15%,57.71%,40.10%,0.32,4.34%,4.14%,-4.33%,-5.84%,-36.19%,66.67%,53.31,,5.80,5.07%,443519,8.00
"ACU","Acme United Corporation","Consumer Defensive","Household & Personal Products",129.24,10.53,1.45%,12.20%,8.40%,3.54,9.70%,-8.46%,67.40%,2.41%,0.84%,9.10%,-1.91%,-0.31%,-9.49%,-18.39%,34.01%,19.15%,1.12,3.79%,0.33%,2.64%,-6.92%,-23.82%,36.39%,52.90,1.00,36.80,2.51%,6838,51.75
"ACV","AllianzGI Diversified Income & Convertible Fund","Financial","Asset Management",383.92,,5.39%,-3.05%,,10.35,,,27.09%,,,,-0.46%,3.55%,6.77%,15.88%,33.20%,13.46%,,0.89%,0.63%,2.93%,7.61%,-2.08%,32.59%,57.48,3.00,36.81,-0.73%,21985,36.93
"ACVA","ACV Auctions Inc.","Technology","Software - Application",2988.94,,,,,155.04,1.90%,-25.78%,90.15%,3.60%,5.03%,-20.20%,1.49%,-0.97%,-0.58%,-24.30%,,-34.59%,,4.90%,6.57%,8.57%,-13.47%,-44.40%,30.03%,60.75,1.80,21.00,2.74%,1313438,31.27
"ACWF","iShares MSCI Global Multifactor ETF","Financial","Exchange Traded Fund",,,1.72%,,,,,,,,,,0.46%,3.41%,1.49%,3.75%,22.48%,15.84%,,0.55%,1.81%,2.80%,4.13%,-0.85%,23.08%,63.20,,39.11,0.30%,7166,
"ACWI","iShares MSCI ACWI ETF","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,-0.20%,3.26%,4.24%,8.46%,24.43%,17.96%,,0.60%,1.25%,3.39%,6.90%,-0.15%,25.08%,66.14,,107.23,0.21%,2589793,
"ACWV","iShares MSCI Global Min Vol Factor ETF","Financial","Exchange Traded Fund",,,1.69%,,,,,,,,,,0.78%,2.59%,0.90%,4.78%,11.53%,10.77%,,0.48%,1.08%,2.01%,4.68%,-0.72%,15.03%,68.41,,107.36,0.01%,291807,
"ACWX","iShares MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund",,,1.94%,,,,,,,,,,-0.19%,1.23%,2.28%,0.87%,15.57%,8.99%,,0.55%,0.33%,1.42%,1.64%,-2.47%,15.07%,55.39,,57.73,-0.14%,1154710,
"ACXP","Acurx Pharmaceuticals, Inc.","Healthcare","Biotechnology",50.50,,,,,6.97,22.90%,0.54%,0.30%,15.11%,,,-11.88%,1.22%,31.83%,,,-37.01%,,7.13%,-5.29%,-1.19%,-4.81%,-43.71%,32.61%,45.83,,4.92,-1.01%,21906,
"ACY","AeroCentury Corp.","Industrials","Rental & Leasing Services",193.02,,,-53.60%,-9.60%,1.55,43.73%,-1.22%,1.70%,,16.73%,,-6.04%,6.43%,49.49%,424.08%,2285.99%,315.36%,3.53,7.95%,-3.22%,-3.68%,106.28%,-34.27%,2233.68%,46.15,,43.40,-1.74%,12936,
"ADAG","Adagene Inc.","Healthcare","Biotechnology",472.83,,,,,36.41,,,13.60%,-1.01%,0.82%,,-10.52%,-12.05%,-42.83%,-18.33%,,-65.69%,,4.59%,-16.55%,-27.13%,-39.98%,-69.68%,-4.08%,27.36,1.70,9.65,-6.22%,23456,33.89
"ADALU","Anthemis Digital Acquisitions I Corp","Financial","Shell Companies",,,,,,,,,,,,,0.00%,,,,,0.30%,,,0.19%,0.19%,0.19%,-0.10%,0.40%,,,10.09,0.10%,131676,
"ADAP","Adaptimmune Therapeutics plc","Healthcare","Biotechnology",698.87,,,-24.90%,-15.10%,156.10,0.10%,-1.35%,73.20%,0.22%,2.33%,,-23.42%,-18.39%,12.40%,-15.04%,-12.83%,-19.29%,1.95,5.55%,-16.15%,-19.27%,-12.81%,-41.01%,28.49%,32.44,2.70,4.33,-0.46%,2614843,9.17
"ADBE","Adobe Inc.","Technology","Software - Infrastructure",307011.94,54.44,,54.30%,21.80%,477.00,0.31%,-4.58%,85.60%,0.20%,1.05%,36.50%,-0.94%,8.14%,3.89%,37.27%,40.57%,31.91%,1.07,1.97%,3.36%,6.79%,19.98%,-0.99%,59.47%,62.67,1.70,671.03,1.71%,1373437,706.37
"ADC","Agree Realty Corporation","Real Estate","REIT - Retail",4951.15,40.16,3.85%,-4.20%,28.90%,69.10,1.70%,2.72%,,-0.16%,5.60%,47.20%,0.23%,1.74%,-5.03%,2.90%,5.26%,6.11%,0.42,1.55%,-0.79%,0.33%,0.02%,-7.82%,14.26%,48.53,1.60,70.01,-0.91%,345988,81.50
"ADCT","ADC Therapeutics SA","Healthcare","Biotechnology",2124.48,,,,,76.72,48.05%,0.00%,44.50%,0.06%,15.45%,,-9.38%,3.18%,-3.49%,24.90%,-22.02%,-17.90%,,5.06%,-7.58%,-4.60%,1.69%,-32.45%,29.44%,40.56,1.70,25.90,-1.45%,82825,43.71
"ADER","26 Capital Acquisition Corp.","Financial","Shell Companies",338.98,,,,,27.50,,,77.60%,-0.09%,0.11%,,-0.20%,0.51%,1.65%,1.13%,,-0.20%,,0.27%,-0.12%,0.77%,1.25%,-0.50%,3.13%,54.00,,9.87,-0.10%,79207,
"ADERU","26 Capital Acquisition Corp.","Financial","Shell Companies",,,,,,,,,19.62%,,0.00%,,0.19%,0.59%,0.83%,0.44%,,-2.51%,,0.27%,0.50%,1.50%,0.81%,-6.94%,4.66%,62.61,,10.32,0.34%,74484,
"ADES","Advanced Emissions Solutions, Inc.","Industrials","Pollution & Treatment Controls",141.72,2.62,,3.80%,-0.40%,18.29,0.80%,0.00%,50.00%,-0.76%,1.10%,10.30%,8.90%,19.36%,8.15%,43.14%,57.23%,42.36%,0.53,3.82%,5.74%,10.74%,14.60%,-12.96%,59.13%,57.78,2.00,7.32,-6.51%,299405,
"ADEX","Adit EdTech Acquisition Corp.","Financial","Shell Companies",336.38,,,,,34.50,17.39%,0.00%,53.06%,,0.17%,,0.41%,-0.10%,0.41%,0.41%,,-0.10%,,0.26%,0.25%,0.39%,0.54%,-1.71%,3.28%,57.88,,9.75,-0.00%,14495,
"ADGI","Adagio Therapeutics, Inc.","Healthcare","Biotechnology",2269.84,,,,,111.54,26.90%,0.00%,46.20%,,6.26%,,5.93%,-37.25%,-24.32%,,,-2.54%,,9.99%,-27.67%,-43.21%,-39.96%,-66.05%,10.68%,33.10,1.50,20.20,-0.74%,516178,51.50
"ADI","Analog Devices, Inc.","Technology","Semiconductors",98359.39,40.50,1.49%,8.30%,10.30%,368.48,0.21%,-5.30%,76.90%,9.19%,2.50%,31.60%,0.33%,7.57%,11.28%,26.85%,35.80%,25.27%,1.13,1.91%,4.62%,8.09%,14.74%,0.84%,42.71%,67.35,1.80,187.67,1.41%,2048536,193.16
"ADIL","Adial Pharmaceuticals, Inc.","Healthcare","Biotechnology",65.51,,,-47.50%,,17.59,20.51%,0.00%,9.40%,-0.36%,5.36%,,2.27%,-18.56%,-3.95%,36.21%,71.74%,85.88%,0.50,8.50%,-4.55%,-16.29%,8.57%,-37.20%,99.38%,41.96,2.00,3.19,0.95%,195402,10.67
"ADM","Archer-Daniels-Midland Company","Consumer Defensive","Farm Products",37573.68,14.49,2.21%,1.00%,-1.00%,564.00,0.10%,-12.84%,79.30%,-1.19%,0.89%,3.10%,4.94%,4.69%,8.91%,-0.12%,34.28%,32.81%,0.88,1.86%,2.21%,5.59%,8.84%,-4.18%,37.99%,60.97,1.80,66.40,-0.82%,1967000,69.93
"ADMA","ADMA Biologics, Inc.","Healthcare","Biotechnology",290.67,,,12.60%,42.50%,133.77,1.90%,-43.49%,25.30%,-0.22%,10.99%,-89.70%,12.32%,40.91%,16.54%,-12.43%,-19.27%,-20.51%,1.24,7.39%,13.59%,23.66%,-7.82%,-50.17%,53.47%,62.70,1.80,1.55,0.00%,1967540,5.58
"ADME","Aptus Drawdown Managed Equity ETF","Financial","Exchange Traded Fund",,,0.33%,,,,,,,,,,-0.30%,4.27%,4.65%,11.48%,21.72%,17.91%,,0.63%,1.86%,4.21%,9.01%,-0.16%,24.00%,69.26,,42.73,0.47%,22803,
"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Manufacturers - Specialty & Generic",149.30,,,9.00%,,148.89,1.06%,0.00%,10.80%,-0.41%,9.57%,,-3.62%,-12.15%,0.95%,28.97%,45.00%,104.64%,1.27,5.49%,0.70%,0.39%,4.54%,-54.70%,182.29%,52.36,3.00,1.06,6.78%,5136560,
"ADMS","Adamas Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",369.51,,,6.60%,107.90%,45.62,1.20%,-1.48%,77.50%,-0.24%,1.96%,-44.50%,-0.61%,0.74%,88.41%,59.41%,104.27%,87.76%,2.81,0.89%,0.41%,25.54%,48.80%,-10.93%,109.51%,73.30,2.20,8.15,0.25%,625216,8.52
"ADN","Advent Technologies Holdings, Inc.","Utilities","Utilities - Renewable",511.10,,,,,52.42,28.10%,0.00%,32.50%,7.12%,13.64%,,-1.81%,11.94%,35.04%,0.05%,-4.69%,-34.70%,,4.89%,2.91%,9.03%,-8.58%,-50.03%,46.34%,55.86,1.30,9.60,-1.54%,285755,26.67
"ADNT","Adient plc","Consumer Cyclical","Auto Parts",4115.98,4.01,,-26.10%,-8.70%,94.20,0.80%,-2.83%,94.60%,-0.14%,3.05%,-0.20%,2.90%,1.02%,16.68%,-3.33%,71.49%,33.56%,3.04,4.62%,8.03%,13.36%,11.83%,-10.58%,74.72%,63.77,2.40,47.54,2.37%,1368575,50.90
"ADOC","Edoc Acquisition Corp.","Financial","Shell Companies",120.01,,,,,9.55,4.33%,0.00%,79.00%,-1.63%,0.35%,,0.00%,0.20%,1.19%,1.85%,,-0.68%,,0.08%,0.15%,0.52%,0.74%,-1.82%,3.36%,60.66,,10.18,0.11%,31602,
"ADP","Automatic Data Processing, Inc.","Industrials","Staffing & Employment Services",97195.34,36.86,1.60%,13.30%,5.20%,421.40,0.10%,-29.29%,81.80%,0.15%,1.05%,22.40%,2.45%,9.43%,8.50%,21.04%,35.79%,32.27%,0.76,1.36%,5.18%,11.50%,18.67%,0.86%,47.67%,78.31,3.00,235.25,0.94%,1348821,224.14
"ADPT","Adaptive Biotechnologies Corporation","Healthcare","Biotechnology",4672.95,,,,,140.83,1.40%,-13.16%,83.20%,0.09%,3.04%,,-10.74%,-2.75%,6.51%,-7.55%,-33.65%,-44.90%,,4.86%,-4.95%,-6.72%,-17.63%,-54.23%,9.67%,42.66,1.70,32.61,0.09%,349676,56.00
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","Financial","Exchange Traded Fund",,,0.94%,,,,,,,,,,1.21%,0.28%,1.90%,-7.79%,-3.01%,-9.48%,,1.06%,0.60%,1.59%,-7.19%,-23.97%,9.14%,54.50,,50.98,0.02%,3143,
"ADS","Alliance Data Systems Corporation","Financial","Credit Services",3980.82,4.54,1.05%,-7.00%,-6.80%,49.80,0.40%,0.00%,97.30%,-3.18%,8.15%,37.60%,6.60%,-20.01%,-11.00%,-33.28%,20.98%,7.85%,2.32,4.02%,-11.51%,-17.41%,-23.40%,-39.18%,19.41%,35.78,2.10,77.95,-2.46%,680910,119.31
"ADSK","Autodesk, Inc.","Technology","Software - Application",70862.54,55.15,,41.70%,8.60%,219.80,0.10%,-12.92%,93.30%,1.31%,1.14%,15.70%,-0.81%,12.09%,0.52%,19.67%,30.04%,6.89%,1.36,2.16%,5.60%,12.18%,13.46%,-3.12%,35.15%,67.27,2.10,333.64,2.22%,1135518,350.20
"ADT","ADT Inc.","Industrials","Security & Protection Services",7185.06,,1.56%,-53.20%,57.40%,821.56,1.30%,0.00%,97.40%,0.12%,1.98%,-0.40%,-0.56%,5.54%,5.54%,-5.79%,18.70%,14.01%,2.15,4.37%,5.01%,8.68%,-0.70%,-22.12%,36.26%,56.16,2.60,9.17,2.46%,1342805,11.33
"ADTN","ADTRAN, Inc.","Technology","Communication Equipment",1025.38,690.97,1.68%,-33.00%,-3.30%,48.61,1.10%,0.91%,90.80%,-3.26%,3.42%,-2.00%,3.23%,17.76%,-7.63%,9.73%,69.33%,45.02%,1.33,3.74%,12.15%,12.96%,11.93%,-12.52%,79.60%,71.70,1.90,21.66,1.12%,455044,24.67
"ADTX","Aditxt, Inc.","Healthcare","Biotechnology",47.30,,,,,35.04,3.80%,1.88%,10.80%,87.31%,4.28%,,-27.03%,-25.82%,-25.00%,-40.27%,-31.47%,-35.10%,,11.53%,-28.37%,-27.35%,-49.53%,-81.43%,4.17%,37.52,2.00,1.25,-7.41%,2287070,14.00
"ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities",1675.05,40.73,,15.40%,17.80%,15.75,0.70%,-6.49%,,2.28%,2.73%,7.00%,-0.72%,33.62%,13.40%,8.31%,1.80%,-12.13%,0.75,3.71%,10.01%,18.94%,7.81%,-20.59%,40.21%,70.98,1.50,102.44,-0.44%,85787,120.71
"ADV","Advantage Solutions Inc.","Communication Services","Advertising Agencies",2962.52,,,,,318.56,0.10%,0.00%,28.90%,-1.11%,3.99%,,1.36%,1.59%,-3.13%,-26.54%,-12.40%,-31.89%,,3.84%,3.26%,3.95%,-13.43%,-35.56%,9.93%,54.48,2.30,8.97,0.00%,268613,12.33
"ADVM","Adverum Biotechnologies, Inc.","Healthcare","Biotechnology",215.92,,,5.80%,,98.13,1.40%,-0.34%,71.50%,-12.35%,9.02%,,-4.41%,5.34%,-6.06%,-39.22%,-82.79%,-79.98%,1.10,4.81%,0.07%,-1.43%,-59.33%,-85.46%,13.76%,47.27,2.90,2.15,-0.92%,606542,4.25
"ADX","Adams Diversified Equity Fund, Inc.","Financial","Closed-End Fund - Equity",2445.00,6.99,0.91%,,,110.98,8.65%,0.00%,22.47%,,0.61%,,1.38%,7.88%,8.31%,16.56%,33.90%,27.70%,,0.80%,4.03%,7.31%,13.37%,-0.14%,34.83%,79.14,,22.15,0.54%,445053,
"ADXN","Addex Therapeutics Ltd","Healthcare","Biotechnology",58.39,,,,,7.26,,,8.94%,,0.03%,,-4.05%,-5.18%,-20.78%,-18.78%,-36.84%,-39.99%,,2.34%,-2.20%,-11.04%,-21.20%,-77.57%,4.53%,42.28,,7.85,-2.37%,3023,
"ADXS","Advaxis, Inc.","Healthcare","Biotechnology",58.51,,,55.60%,,145.64,0.07%,0.00%,11.40%,0.10%,3.09%,,-14.29%,-13.45%,4.10%,-15.83%,2.12%,17.15%,2.19,6.97%,-14.01%,-16.32%,-27.21%,-73.58%,57.18%,34.42,2.00,0.41,1.54%,5407115,2.25
"AE","Adams Resources & Energy, Inc.","Energy","Oil & Gas Integrated",128.04,8.42,3.28%,22.60%,-12.10%,4.27,0.50%,6.80%,39.10%,1.12%,0.13%,1.10%,-1.94%,-4.15%,-1.01%,5.70%,14.50%,21.58%,1.07,3.87%,-2.18%,-2.75%,3.32%,-21.01%,29.93%,45.71,1.00,29.78,1.64%,15045,38.50
"AEAC","Authentic Equity Acquisition Corp.","Financial","Shell Companies",224.13,,,,,23.00,,,70.40%,,,,-0.05%,0.15%,0.15%,0.46%,,-0.26%,,0.19%,0.05%,0.27%,0.36%,-1.27%,2.44%,52.66,,9.74,0.00%,0,
"AEACU","Authentic Equity Acquisition Corp.","Financial","Shell Companies",,,,,,,,,23.27%,,0.00%,,0.10%,0.20%,-0.20%,0.80%,,-3.28%,,0.29%,-0.04%,0.22%,-0.49%,-8.56%,3.51%,50.46,,10.04,0.00%,0,
"AEE","Ameren Corporation","Utilities","Utilities - Regulated Electric",21943.37,22.46,2.56%,8.10%,-1.00%,257.30,0.10%,-6.57%,77.30%,0.32%,0.95%,21.80%,3.39%,3.14%,-4.66%,2.22%,4.47%,9.90%,0.33,1.49%,0.83%,1.47%,3.24%,-6.20%,22.00%,54.82,2.10,85.14,-0.76%,614344,89.77
"AEF","Aberdeen Emerging Markets Equity Income Fund, Inc.","Financial","Asset Management",426.82,8.20,7.61%,,,50.75,,,70.55%,,,,-1.06%,-0.47%,-1.75%,-4.00%,16.83%,3.06%,,1.19%,-0.98%,-0.63%,-3.48%,-9.00%,16.71%,46.25,,8.39,-0.24%,74456,
"AEG","Aegon N.V.","Financial","Insurance - Diversified",10403.36,,2.85%,15.00%,6.50%,2060.03,10.10%,0.00%,7.70%,0.50%,0.08%,,-0.81%,-5.21%,0.82%,1.66%,44.41%,24.30%,1.28,1.50%,-2.69%,-2.02%,4.66%,-7.18%,42.73%,41.85,3.50,4.91,0.00%,1232999,4.86
"AEHL","Antelope Enterprise Holdings Limited","Industrials","Building Products & Equipment",11.60,,,31.20%,-29.00%,4.36,49.00%,0.00%,7.10%,1.35%,25.11%,-78.80%,-3.51%,-3.51%,-0.36%,9.56%,32.21%,10.89%,1.01,6.11%,-5.94%,-4.20%,-9.66%,-64.55%,33.87%,43.70,,2.73,-0.73%,166017,
"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",617.96,,,30.10%,2.70%,24.00,4.90%,-55.22%,21.20%,23.99%,7.28%,-6.50%,6.09%,18.68%,373.58%,1078.40%,1508.97%,892.09%,1.35,11.21%,8.37%,39.73%,254.30%,-9.30%,1527.04%,61.27,,24.57,-2.11%,1416172,31.00
"AEI","Alset EHome International Inc.","Real Estate","Real Estate - Development",86.86,,,,,26.19,39.80%,237.71%,2.70%,12.12%,3.67%,-19.10%,-3.52%,-4.48%,4.35%,-48.66%,,-67.89%,,6.21%,-6.50%,-17.27%,-70.05%,-93.76%,11.52%,39.93,2.50,1.84,-4.17%,935680,2.02
"AEIS","Advanced Energy Industries, Inc.","Industrials","Electrical Equipment & Parts",3513.46,25.56,0.44%,11.30%,27.80%,38.18,0.20%,2.56%,98.50%,-0.24%,2.30%,11.50%,-4.57%,2.52%,9.40%,-1.18%,5.08%,-6.50%,1.69,3.06%,0.17%,2.34%,-8.78%,-27.72%,11.06%,50.23,2.40,90.75,0.09%,147211,104.88
"AEL","American Equity Investment Life Holding Company","Financial","Insurance - Life",3489.60,10.39,0.86%,20.50%,9.80%,92.48,1.20%,-3.07%,97.20%,-1.12%,1.67%,15.30%,8.36%,16.67%,15.98%,19.01%,39.84%,34.89%,1.18,2.84%,6.24%,14.59%,16.38%,-5.02%,40.28%,64.91,2.60,36.50,-2.17%,388943,37.33
"AEM","Agnico Eagle Mines Limited","Basic Materials","Gold",14030.98,21.73,2.44%,79.40%,9.60%,243.93,0.20%,0.00%,78.10%,4.45%,0.63%,28.40%,7.03%,-0.10%,-1.66%,-21.39%,-22.75%,-18.64%,0.78,2.45%,1.49%,3.24%,-7.78%,-26.55%,14.49%,54.88,2.10,56.33,-1.81%,1223369,76.26
"AEMD","Aethlon Medical, Inc.","Healthcare","Medical Devices",45.00,,,41.90%,-5.80%,15.39,0.70%,0.00%,17.10%,4.01%,1.86%,,-2.88%,-11.66%,-14.89%,77.19%,98.04%,22.67%,0.50,6.70%,-10.73%,-16.32%,-9.27%,-76.22%,107.69%,36.92,2.00,2.97,-1.98%,163331,9.33
"AENZ","Aenza S.A.A.","Industrials","Engineering & Construction",347.89,,,-38.63%,-15.80%,141.98,,,5.30%,-10.00%,0.08%,4.10%,-2.90%,-1.08%,39.39%,15.00%,-14.42%,-22.69%,0.80,4.55%,-6.75%,-0.45%,-1.75%,-39.39%,57.89%,39.72,3.00,1.80,-2.17%,135587,2.89
"AEO","American Eagle Outfitters, Inc.","Consumer Cyclical","Apparel Retail",4502.34,19.69,2.65%,-25.80%,1.30%,167.49,1.10%,-3.77%,,-0.09%,14.86%,8.80%,3.43%,10.99%,-12.07%,-24.02%,79.81%,35.38%,1.40,3.66%,8.62%,7.29%,-9.62%,-28.93%,83.15%,62.80,2.20,27.71,1.99%,3537399,39.08
"AEP","American Electric Power Company, Inc.","Utilities","Utilities - Regulated Electric",42043.37,17.75,3.76%,3.80%,-1.90%,501.23,0.02%,-8.26%,74.90%,0.94%,1.19%,20.20%,-1.22%,-0.73%,-8.46%,-3.35%,-7.78%,-0.47%,0.34,1.45%,-2.02%,-2.08%,-2.88%,-9.76%,10.37%,42.72,2.20,82.56,-0.39%,1832544,96.16
"AER","AerCap Holdings N.V.","Industrials","Airports & Air Services",8880.46,9.00,,-19.20%,-2.90%,128.13,3.55%,0.00%,97.01%,3.50%,2.35%,46.70%,-5.34%,6.94%,21.01%,15.85%,80.15%,43.40%,2.28,3.88%,0.28%,7.00%,15.25%,-9.71%,76.19%,52.60,1.70,64.45,-1.39%,1020753,77.75
"AERI","Aerie Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",560.45,,,-6.70%,,46.34,0.40%,0.00%,,4.00%,12.56%,,-8.57%,-12.09%,-20.29%,-33.85%,-10.40%,-13.92%,0.84,6.58%,0.95%,-6.41%,-26.29%,-45.68%,21.15%,46.09,2.00,11.57,-0.52%,887173,23.12
"AES","The AES Corporation","Utilities","Utilities - Diversified",16795.88,32.68,2.40%,-32.60%,-3.00%,710.00,0.20%,-18.25%,99.17%,3.13%,1.30%,15.60%,4.68%,2.54%,3.90%,0.56%,19.93%,6.51%,0.82,2.46%,0.55%,3.42%,-1.93%,-13.79%,23.63%,55.82,1.70,25.06,0.12%,2640166,30.39
"AESC","The AES Corporation","Utilities","Utilities - Diversified",,,,,,,,,,,0.03%,,1.19%,-0.49%,-0.70%,-4.02%,,-0.25%,,1.61%,-1.46%,-0.63%,-3.53%,-11.26%,3.30%,47.18,,99.18,-0.17%,43229,30.39
"AESE","Allied Esports Entertainment Inc.","Communication Services","Entertainment",82.99,,,,,38.96,13.50%,0.06%,21.20%,0.02%,5.33%,,7.00%,20.22%,9.18%,-8.55%,122.92%,35.44%,1.21,8.48%,14.04%,18.28%,-3.24%,-49.88%,136.56%,62.87,3.00,2.16,0.93%,7157995,3.50
"AESR","Anfield U.S. Equity Sector Rotation ETF","Financial","Exchange Traded Fund",,,0.95%,,,,,,,,,,-0.37%,4.83%,5.47%,13.48%,29.76%,24.22%,,0.59%,1.35%,4.22%,10.00%,-0.74%,31.28%,66.34,,14.81,0.04%,16611,
"AEVA","Aeva Technologies, Inc.","Consumer Cyclical","Auto Parts",1826.10,,,,,211.55,0.10%,0.00%,37.00%,3.35%,10.59%,,3.57%,17.34%,14.80%,11.94%,-10.63%,-38.10%,,5.45%,9.28%,6.44%,-15.45%,-59.24%,26.24%,59.73,1.80,8.90,-1.11%,1181576,16.67
