"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ACIU","AC Immune SA","Healthcare","Biotechnology",367.92,,,-33.80%,-17.00%,72.89,60.54%,0.00%,26.70%,0.96%,2.04%,,-3.02%,-20.34%,-36.90%,-18.83%,-7.40%,-0.77%,0.79,7.88%,-19.52%,-22.71%,-30.03%,-40.05%,-0.81%,-61.30%,1.46%,26.75,1.30,4.88,-4.87%,314247,15.17
"ACIW","ACI Worldwide, Inc.","Technology","Software - Infrastructure",3458.34,40.64,,-3.10%,4.40%,117.51,0.90%,-7.38%,98.40%,-0.94%,1.81%,11.50%,-8.79%,-5.02%,-9.59%,-24.94%,-10.56%,-24.17%,1.07,3.94%,-12.60%,-9.83%,-20.39%,-21.16%,-2.00%,-34.32%,-2.00%,30.15,1.50,28.39,-2.57%,836216,42.80
"ACKIT","Ackrell SPAC Partners I Co.","Financial","Shell Companies",,,,,,,,,9.62%,,,,0.60%,0.80%,1.71%,1.98%,,-0.69%,,0.06%,0.15%,0.49%,0.92%,-0.39%,1.20%,-3.35%,2.54%,55.87,,10.09,-0.39%,401,
"ACKIU","Ackrell SPAC Partners I Co.","Financial","Shell Companies",331.45,,,,,18.17,3.29%,0.00%,13.80%,-13.01%,,,-0.19%,1.66%,1.66%,1.96%,,1.07%,,1.39%,-0.10%,0.90%,0.83%,-1.35%,27.64%,-5.55%,27.64%,51.98,,10.39,-0.10%,1534,
"ACLS","Axcelis Technologies, Inc.","Technology","Semiconductor Equipment & Materials",2072.21,27.33,,24.70%,9.50%,33.54,2.30%,-6.58%,89.40%,0.83%,2.20%,16.40%,-2.77%,12.54%,24.36%,50.05%,129.13%,112.29%,1.52,4.33%,2.76%,17.17%,42.50%,-2.58%,40.63%,-2.58%,136.42%,64.22,1.80,63.48,2.69%,677108,68.50
"ACM","AECOM","Industrials","Engineering & Construction",9892.20,35.01,,26.20%,-5.20%,143.81,0.20%,-17.19%,87.40%,-0.89%,1.67%,4.70%,-6.01%,0.83%,5.16%,6.70%,32.86%,38.49%,1.49,2.35%,-5.38%,-0.16%,4.63%,-10.93%,9.72%,-10.93%,45.12%,40.02,1.60,67.64,-1.89%,984858,84.44
"ACMR","ACM Research, Inc.","Technology","Semiconductor Equipment & Materials",1697.70,61.61,,34.30%,38.10%,19.42,0.10%,-95.01%,56.50%,15.70%,11.55%,11.90%,-6.86%,-17.66%,-1.94%,9.96%,5.81%,7.59%,0.53,5.58%,-15.47%,-18.83%,-8.37%,-29.17%,1.76%,-41.74%,38.68%,30.35,2.00,84.37,-3.49%,238556,134.28
"ACN","Accenture plc","Technology","Information Technology Services",235347.90,39.04,0.98%,7.30%,7.70%,633.52,0.10%,-9.25%,73.90%,0.05%,0.69%,15.10%,-1.62%,-0.39%,6.19%,26.83%,43.48%,36.82%,1.13,1.65%,-1.49%,3.19%,16.61%,-3.94%,13.96%,-3.94%,48.98%,50.22,2.10,360.14,0.77%,2823070,379.00
"ACNB","ACNB Corporation","Financial","Banks - Regional",251.49,8.33,3.44%,3.10%,16.70%,8.72,2.60%,-1.51%,21.90%,3.55%,0.47%,88.60%,0.14%,4.65%,0.80%,0.17%,16.66%,16.24%,0.08,1.35%,0.68%,2.11%,0.96%,-2.28%,5.78%,-14.82%,19.45%,54.60,,28.72,-1.10%,8800,
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology",29.98,,,-58.80%,-20.90%,11.13,1.40%,0.00%,28.60%,-15.02%,5.33%,,-23.75%,-36.12%,-38.53%,-30.67%,-35.11%,-37.21%,0.45,7.99%,-27.84%,-37.66%,-43.11%,-49.50%,-0.79%,-70.90%,-0.79%,16.96,2.00,2.52,-3.08%,272238,10.00
"ACP","Aberdeen Income Credit Strategies Fund","Financial","Closed-End Fund - Debt",185.88,,11.26%,,,17.44,0.06%,11.64%,33.68%,,,,-5.24%,-5.66%,-6.49%,-10.04%,5.18%,1.93%,,1.44%,-6.19%,-5.84%,-7.04%,-8.42%,-0.47%,-14.97%,4.80%,20.26,,10.55,-1.03%,191935,
"ACQR","Independence Holdings Corp.","Financial","Shell Companies",385.53,,,,,61.99,,,82.38%,29.08%,2.88%,,0.31%,0.20%,0.72%,,,0.31%,,0.29%,0.22%,0.37%,0.22%,-0.10%,1.66%,-3.74%,1.66%,56.21,,9.79,-0.10%,59321,
"ACQRU","Independence Holdings Corp.","Financial","Shell Companies",,,,,,,,,,,0.00%,,-0.20%,0.00%,0.10%,-2.06%,,-0.20%,,0.59%,0.25%,0.46%,-0.04%,-1.30%,1.73%,-6.90%,1.73%,55.11,,9.99,0.10%,425,
"ACR","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",132.52,4.65,,-59.80%,,9.55,1.80%,0.00%,46.40%,4.79%,0.30%,41.90%,-5.31%,-11.34%,-17.24%,-14.65%,33.33%,16.29%,1.93,2.62%,-6.19%,-10.05%,-11.74%,-15.44%,0.14%,-24.53%,30.37%,27.64,2.00,13.91,-0.07%,82369,19.50
"ACRE","Ares Commercial Real Estate Corporation","Real Estate","REIT - Mortgage",695.96,9.68,8.97%,-7.20%,9.30%,46.96,0.10%,0.00%,53.00%,1.82%,2.24%,41.50%,-5.09%,-5.76%,-6.60%,-6.06%,32.67%,24.09%,1.35,1.88%,-6.59%,-6.41%,-3.02%,-10.07%,-0.14%,-14.09%,30.91%,26.05,2.00,14.55,-1.15%,567474,16.42
"ACRO","Acropolis Infrastructure Acquisition Corp.","Financial","Shell Companies",419.56,,,,,43.12,,,56.90%,398.45%,0.02%,,0.31%,0.31%,,,,0.10%,,0.23%,0.65%,0.64%,0.59%,-0.51%,1.56%,-0.51%,1.56%,63.80,,9.77,0.41%,101,
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Biotechnology",766.08,,,-0.90%,,61.22,2.90%,-9.36%,93.40%,1.54%,3.67%,,-5.81%,-26.22%,-21.04%,-41.12%,283.23%,97.84%,0.40,6.78%,-14.17%,-22.55%,-34.89%,-37.36%,4.16%,-58.81%,282.57%,33.96,1.50,12.51,-2.27%,598450,34.80
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",84.13,,,3.00%,-22.40%,119.22,0.50%,0.00%,18.40%,-17.87%,2.70%,,-6.26%,-25.93%,-41.80%,-55.05%,-56.55%,-47.44%,0.68,6.89%,-17.79%,-30.52%,-50.79%,-42.44%,0.47%,-78.85%,0.47%,26.20,1.70,0.62,-4.62%,797246,5.83
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology",72.86,,,22.50%,39.10%,32.79,12.09%,0.00%,0.94%,,4.96%,,-1.46%,-19.16%,-49.44%,-67.95%,-41.81%,-48.08%,1.34,5.34%,-17.83%,-26.45%,-64.30%,-46.64%,-0.78%,-86.99%,-0.78%,27.77,2.00,1.27,-5.93%,240975,2.52
"ACT","Enact Holdings, Inc.","Financial","Exchange Traded Fund",3401.11,,,,,163.83,,,,,0.16%,,-5.19%,-4.53%,,,,7.07%,,3.34%,-3.04%,-0.55%,-0.02%,-8.02%,10.94%,-8.02%,14.68%,44.11,,20.89,0.63%,118452,
"ACTDU","ArcLight Clean Transition Corp. II","Financial","Shell Companies",,,,,,,,,44.45%,,,,-0.10%,-0.40%,0.30%,-1.47%,,0.50%,,0.40%,1.63%,2.29%,1.46%,-0.44%,4.03%,-6.30%,4.78%,59.30,,10.19,1.34%,726,
"ACTG","Acacia Research Corporation","Industrials","Specialty Business Services",251.13,,,20.00%,-24.90%,48.95,0.90%,-4.14%,64.40%,4.11%,1.65%,-76.90%,-6.49%,-14.49%,-19.54%,-8.92%,32.79%,24.37%,0.32,5.25%,-12.98%,-18.74%,-22.04%,-37.40%,-2.48%,-48.07%,35.63%,29.50,,4.72,-3.67%,475632,8.00
"ACU","Acme United Corporation","Consumer Defensive","Household & Personal Products",123.05,10.26,1.49%,12.20%,8.40%,3.54,9.70%,-6.12%,66.50%,0.95%,0.26%,9.10%,-2.90%,-5.52%,-13.54%,-16.97%,5.55%,16.02%,1.11,4.18%,-7.86%,-6.19%,-16.67%,-14.61%,10.28%,-31.63%,20.54%,39.45,1.00,33.03,-5.51%,10979,51.75
"ACV","AllianzGI Diversified Income & Convertible Fund","Financial","Asset Management",352.45,,5.88%,-3.05%,,10.35,,,27.09%,,,,-4.36%,-6.20%,-5.52%,2.44%,14.90%,4.16%,,1.33%,-7.59%,-6.19%,-2.35%,-11.07%,1.30%,-11.07%,13.06%,24.04,3.00,33.43,-1.79%,43972,36.93
"ACVA","ACV Auctions Inc.","Technology","Software - Application",3296.67,,,,,155.04,0.90%,-68.52%,70.20%,29.21%,7.66%,-20.20%,-3.51%,8.78%,3.77%,-17.14%,,-32.22%,,5.33%,-0.14%,5.04%,-14.47%,-9.64%,27.68%,-45.41%,27.68%,50.46,1.80,20.62,-2.64%,1929273,31.27
"ACWF","iShares MSCI Global Multifactor ETF","Financial","Exchange Traded Fund",,,1.76%,,,,,,,,,,-3.04%,-1.39%,-3.88%,-2.73%,16.70%,11.25%,,0.66%,-3.65%,-2.17%,-1.45%,-5.34%,2.32%,-5.79%,14.17%,33.06,,37.16,-0.76%,24427,
"ACWI","iShares MSCI ACWI ETF","Financial","Exchange Traded Fund",,,1.44%,,,,,,,,,,-2.89%,-2.31%,-1.39%,1.77%,17.81%,13.40%,,0.73%,-4.15%,-2.27%,0.89%,-5.32%,2.83%,-5.32%,15.69%,30.37,,101.74,-1.11%,5776941,
"ACWV","iShares MSCI Global Min Vol Factor ETF","Financial","Exchange Traded Fund",,,1.75%,,,,,,,,,,-2.58%,-1.94%,-2.88%,0.40%,8.88%,6.99%,,0.54%,-3.02%,-1.87%,0.23%,-4.12%,1.55%,-4.54%,10.60%,28.87,,103.23,-0.43%,123239,
"ACWX","iShares MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund",,,2.01%,,,,,,,,,,-3.48%,-4.19%,-4.71%,-7.37%,7.79%,3.09%,,0.68%,-4.61%,-4.04%,-4.26%,-6.32%,0.39%,-8.08%,5.90%,26.03,,54.41,-0.49%,3453432,
"ACXP","Acurx Pharmaceuticals, Inc.","Healthcare","Biotechnology",48.00,,,,,10.12,22.70%,1.24%,0.70%,169.23%,1.75%,,3.23%,-4.00%,-7.16%,,,-39.16%,,8.41%,-13.74%,-11.48%,-15.31%,-24.74%,6.88%,-50.23%,17.25%,37.32,,4.35,-9.38%,60097,
"ACY","AeroCentury Corp.","Industrials","Rental & Leasing Services",185.85,,,-53.60%,-9.60%,1.55,43.73%,-1.02%,1.30%,-21.78%,17.06%,,-5.09%,-24.65%,4.58%,200.97%,1572.24%,232.89%,3.50,6.87%,-13.92%,-21.47%,61.58%,-45.16%,9.27%,-45.16%,1685.60%,40.01,,36.21,2.29%,20417,
"ADAG","Adagene Inc.","Healthcare","Biotechnology",353.05,,,,,36.41,,,20.30%,47.43%,0.79%,,-11.54%,-26.87%,-51.03%,-41.24%,,-72.59%,,6.29%,-20.99%,-31.73%,-47.68%,-45.92%,4.92%,-74.55%,4.92%,21.81,1.70,8.10,-1.46%,20642,33.89
"ADALU","Anthemis Digital Acquisitions I Corp","Financial","Shell Companies",,,,,,,,,,,,,-0.10%,,,,,0.40%,,,-0.06%,-0.04%,-0.04%,-0.69%,0.30%,-0.69%,0.30%,,,10.08,-0.10%,7707,
"ADAP","Adaptimmune Therapeutics plc","Healthcare","Biotechnology",634.49,,,-24.90%,-15.10%,156.10,0.10%,-1.42%,73.00%,-0.02%,2.46%,,1.22%,-18.15%,-19.73%,-13.36%,-17.17%,-23.01%,1.93,6.72%,-20.76%,-26.74%,-23.78%,-37.82%,-3.52%,-49.59%,9.79%,28.57,2.70,3.70,-10.84%,1790773,9.17
"ADBE","Adobe Inc.","Technology","Software - Infrastructure",310656.32,55.27,,54.30%,21.80%,477.00,0.31%,-4.60%,85.40%,-0.12%,0.87%,36.50%,-0.55%,3.00%,0.93%,35.11%,40.00%,33.94%,1.06,2.49%,-1.16%,4.06%,15.69%,-6.02%,19.07%,-6.02%,56.24%,49.84,1.70,657.41,-1.86%,2776430,706.14
"ADC","Agree Realty Corporation","Real Estate","REIT - Retail",4744.06,38.41,4.03%,-4.20%,28.90%,69.10,1.70%,2.76%,,-5.73%,4.82%,47.20%,-2.75%,-4.93%,-9.38%,-6.59%,2.52%,1.47%,0.42,1.86%,-4.89%,-4.15%,-5.32%,-7.62%,0.41%,-12.51%,8.45%,33.77,1.60,66.45,-1.64%,462006,81.50
"ADCT","ADC Therapeutics SA","Healthcare","Biotechnology",1835.56,,,,,76.72,48.05%,0.00%,43.50%,-2.05%,8.12%,,1.37%,-23.21%,-23.69%,-1.24%,-40.34%,-30.46%,,6.03%,-15.44%,-16.98%,-13.05%,-31.72%,2.78%,-43.01%,9.20%,31.23,1.70,21.85,-1.84%,206581,43.71
"ADER","26 Capital Acquisition Corp.","Financial","Shell Companies",338.24,,,,,34.38,,,84.30%,6.76%,0.19%,,0.10%,0.00%,2.49%,2.39%,,-0.30%,,0.36%,-0.57%,-0.02%,0.68%,-1.01%,1.55%,-1.01%,2.61%,43.92,,9.82,-0.51%,93668,
"ADERU","26 Capital Acquisition Corp.","Financial","Shell Companies",,,,,,,,,19.62%,,0.00%,,1.22%,1.44%,3.07%,1.86%,,-1.33%,,0.36%,-0.90%,0.00%,-0.36%,-2.02%,2.02%,-8.03%,3.45%,42.14,,10.20,-2.02%,59913,
"ADES","Advanced Emissions Solutions, Inc.","Industrials","Pollution & Treatment Controls",120.58,2.15,,3.80%,-0.40%,18.29,0.80%,0.00%,44.60%,-11.43%,0.82%,10.30%,-7.38%,-5.74%,-6.02%,-21.47%,13.27%,16.36%,0.53,4.44%,-10.29%,-5.69%,-2.32%,-21.25%,10.33%,-25.09%,36.96%,35.45,2.00,6.30,-1.56%,171916,
"ADEX","Adit EdTech Acquisition Corp.","Financial","Shell Companies",343.27,,,,,34.50,17.39%,0.00%,56.90%,7.07%,0.16%,,2.05%,2.16%,3.43%,2.68%,,1.95%,,0.52%,1.86%,2.13%,2.53%,-2.83%,2.90%,-2.83%,5.40%,66.84,,9.95,0.00%,335830,
"ADGI","Adagio Therapeutics, Inc.","Healthcare","Biotechnology",5087.38,,,,,61.30,26.90%,0.00%,59.90%,,7.02%,,144.62%,60.88%,39.01%,,,125.29%,,17.00%,91.06%,49.73%,41.96%,-41.20%,166.66%,-41.20%,166.66%,74.83,1.50,46.35,-1.48%,5060099,44.75
"ADI","Analog Devices, Inc.","Technology","Semiconductors",96323.80,39.45,1.53%,8.30%,10.30%,368.48,0.21%,-4.90%,88.20%,25.31%,2.15%,31.60%,-2.83%,3.90%,10.62%,9.57%,29.60%,22.01%,1.14,2.12%,-1.41%,2.47%,9.54%,-5.79%,10.85%,-5.79%,30.28%,49.78,1.80,180.84,0.33%,4724502,193.96
"ADIL","Adial Pharmaceuticals, Inc.","Healthcare","Biotechnology",58.91,,,-47.50%,,19.85,20.51%,0.71%,9.40%,2.57%,5.93%,,2.21%,-13.40%,-32.20%,5.70%,19.31%,63.53%,0.49,9.26%,-13.81%,-25.75%,-10.36%,-48.03%,6.88%,-48.03%,65.00%,36.97,2.00,2.64,-5.04%,234484,10.67
"ADM","Archer-Daniels-Midland Company","Consumer Defensive","Farm Products",35468.41,13.46,2.38%,1.00%,-1.00%,564.00,0.10%,-12.67%,81.10%,1.10%,0.93%,3.10%,-6.34%,-3.16%,3.68%,-8.41%,24.99%,23.41%,0.88,1.89%,-5.22%,-3.12%,0.37%,-7.70%,5.50%,-10.79%,27.29%,37.31,1.80,61.82,-0.63%,2138493,69.93
"ADMA","ADMA Biologics, Inc.","Healthcare","Biotechnology",257.87,,,12.60%,42.50%,133.77,1.90%,-43.58%,24.00%,-2.25%,10.18%,-89.70%,-4.83%,6.98%,2.99%,-21.14%,-32.35%,-29.23%,1.26,6.77%,-8.69%,2.73%,-17.21%,-20.24%,32.67%,-56.92%,32.67%,45.00,1.80,1.34,-2.90%,1189964,5.58
"ADME","ETF Series Solutions - Aptus Drawdown Managed Equity ETF","Financial","Exchange Traded Fund",,,0.36%,,,,,,,,,,-2.05%,-0.91%,0.36%,7.02%,18.81%,15.03%,,0.73%,-3.01%,-0.52%,4.02%,-4.20%,4.96%,-4.20%,18.34%,37.32,,41.07,-1.01%,19235,
"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Manufacturers - Specialty & Generic",123.00,,,9.00%,,148.89,1.06%,0.00%,10.20%,-5.71%,8.07%,,-6.85%,-21.90%,-24.77%,17.14%,89.25%,69.04%,1.26,5.90%,-21.22%,-26.07%,-24.09%,-49.32%,0.00%,-67.95%,66.22%,27.67,3.00,0.75,-8.54%,3984196,
"ADMS","Adamas Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",376.89,,,6.60%,107.90%,45.62,1.20%,-1.47%,78.20%,0.85%,1.96%,-44.50%,0.86%,2.11%,76.02%,62.77%,91.61%,89.84%,2.81,0.78%,0.68%,18.69%,48.27%,-0.36%,83.48%,-10.16%,104.48%,73.53,2.20,8.22,0.00%,0,8.52
"ADN","Advent Technologies Holdings, Inc.","Utilities","Utilities - Renewable",409.43,,,,,53.45,28.10%,0.00%,32.70%,7.88%,17.36%,,1.46%,-20.13%,3.51%,-29.79%,-41.08%,-48.69%,,5.54%,-15.75%,-15.95%,-27.07%,-26.59%,4.99%,-61.63%,12.35%,35.42,1.30,7.37,-3.79%,341703,26.67
"ADNT","Adient plc","Consumer Cyclical","Auto Parts",4059.49,3.67,,-26.10%,-8.70%,94.20,0.80%,-1.40%,97.60%,2.93%,3.65%,-0.20%,-9.97%,1.99%,7.91%,-16.14%,35.67%,22.09%,3.05,4.61%,-5.40%,-0.87%,0.85%,-11.45%,24.90%,-18.42%,42.34%,44.71,2.40,43.37,2.17%,1345747,50.90
"ADOC","Edoc Acquisition Corp.","Financial","Shell Companies",120.24,,,,,9.55,4.33%,0.00%,81.40%,0.83%,0.25%,,-0.10%,0.47%,1.39%,1.70%,,-0.49%,,0.11%,0.17%,0.54%,0.84%,-0.24%,1.44%,-1.69%,3.50%,61.18,,10.19,0.05%,78704,
"ADP","Automatic Data Processing, Inc.","Industrials","Staffing & Employment Services",97308.59,36.52,1.61%,13.30%,5.20%,421.40,0.10%,-29.07%,80.90%,-0.86%,1.01%,22.40%,-2.50%,2.85%,10.45%,16.35%,32.79%,31.04%,0.77,1.60%,-2.15%,4.13%,12.53%,-5.93%,15.54%,-5.93%,42.41%,47.87,3.00,226.87,-1.74%,2236023,227.14
"ADPT","Adaptive Biotechnologies Corporation","Healthcare","Biotechnology",3850.36,,,,,140.83,1.40%,-12.79%,82.70%,-0.52%,2.71%,,-0.99%,-21.91%,-28.17%,-29.75%,-45.89%,-55.88%,,5.85%,-20.09%,-23.71%,-33.53%,-36.42%,-1.58%,-64.65%,-1.58%,27.90,1.70,25.19,-3.45%,855133,56.00
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","Financial","Exchange Traded Fund",,,0.98%,,,,,,,,,,-4.36%,-5.44%,-10.55%,-19.16%,-12.26%,-16.89%,,1.19%,-4.84%,-5.01%,-12.95%,-10.04%,1.77%,-29.69%,1.77%,34.13,,47.15,0.75%,6132,
"ADS","Alliance Data Systems Corporation","Financial","Credit Services",3450.26,3.87,1.23%,-7.00%,-6.80%,49.80,0.40%,0.00%,95.60%,-4.83%,5.49%,37.60%,-8.15%,0.24%,-12.90%,-31.49%,16.83%,15.32%,2.33,3.83%,-8.65%,-11.34%,-16.95%,-19.45%,2.22%,-33.32%,30.90%,33.96,2.10,68.16,0.00%,875108,119.31
"ADSK","Autodesk, Inc.","Technology","Software - Application",55825.21,42.95,,41.70%,8.60%,219.80,0.10%,-12.83%,92.80%,0.68%,1.10%,15.70%,-18.13%,-19.97%,-18.03%,-9.11%,-9.29%,-16.75%,1.36,3.17%,-19.15%,-16.56%,-15.00%,-25.58%,1.89%,-27.50%,1.89%,25.49,2.10,249.68,-1.77%,2278193,358.05
"ADT","ADT Inc.","Industrials","Security & Protection Services",6813.70,,1.68%,-53.20%,57.40%,821.56,1.30%,0.00%,97.50%,0.19%,2.50%,-0.40%,-6.21%,-0.48%,-2.92%,-19.79%,6.95%,5.86%,2.16,4.93%,-9.60%,-5.66%,-12.39%,-22.33%,2.02%,-31.46%,19.91%,36.97,2.60,8.07,-2.89%,1493894,11.20
"ADTN","ADTRAN, Inc.","Technology","Communication Equipment",1010.03,657.42,1.77%,-33.00%,-3.30%,48.61,1.30%,0.39%,90.60%,-3.40%,3.31%,-2.00%,-5.82%,10.28%,-1.36%,1.49%,61.30%,37.98%,1.35,3.78%,-5.70%,1.42%,1.14%,-12.30%,13.71%,-19.95%,58.94%,43.48,1.90,19.82,-2.75%,334589,26.33
"ADTX","Aditxt, Inc.","Healthcare","Biotechnology",30.05,,,,,25.68,3.80%,1.80%,7.30%,81.19%,5.03%,,9.35%,-28.22%,-38.10%,-60.61%,-42.65%,-43.75%,,13.74%,-44.59%,-49.07%,-64.89%,-69.85%,-18.81%,-87.82%,-18.81%,31.49,2.00,0.82,-29.91%,10081795,4.00
"ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities",1433.90,34.53,,15.40%,17.80%,15.75,0.80%,-8.76%,99.40%,1.56%,3.30%,7.00%,-15.21%,-6.72%,-3.00%,-8.45%,-12.12%,-25.51%,0.76,4.10%,-14.87%,-3.65%,-9.15%,-21.18%,16.63%,-33.95%,16.63%,33.05,1.50,85.21,-2.30%,90861,120.71
"ADV","Advantage Solutions Inc.","Communication Services","Advertising Agencies",2432.75,,,,,318.56,0.10%,0.00%,28.70%,-1.56%,3.29%,,-10.85%,-15.34%,-16.99%,-42.44%,-31.21%,-45.10%,,4.95%,-18.45%,-18.62%,-32.31%,-26.77%,-3.47%,-50.07%,-3.47%,25.83,2.30,6.95,-3.87%,852733,12.33
"ADVM","Adverum Biotechnologies, Inc.","Healthcare","Biotechnology",175.04,,,5.80%,,98.13,1.40%,-3.74%,72.60%,-10.91%,7.24%,,-11.22%,-23.35%,-28.40%,-49.27%,-87.20%,-83.95%,1.09,5.24%,-17.51%,-17.72%,-62.77%,-30.56%,3.55%,-88.17%,3.55%,28.61,2.90,1.75,0.57%,2056345,4.25
"ADX","Adams Diversified Equity Fund, Inc.","Financial","Closed-End Fund - Equity",2093.18,5.98,1.06%,,,110.98,8.65%,0.03%,22.47%,,0.61%,,-2.68%,1.56%,3.56%,11.61%,29.43%,24.86%,,0.99%,-2.45%,1.53%,7.72%,-5.47%,9.06%,-5.47%,26.94%,43.58,,18.62,-1.27%,201808,
"ADXN","Addex Therapeutics Ltd","Healthcare","Biotechnology",50.91,,,,,7.26,,,8.94%,,0.07%,,-3.58%,-11.71%,-29.55%,-29.90%,-36.45%,-47.69%,,3.56%,-9.02%,-16.27%,-28.37%,-29.32%,1.16%,-80.03%,1.16%,36.70,,6.99,-0.29%,763,
"ADXS","Advaxis, Inc.","Healthcare","Biotechnology",52.61,,,55.60%,,145.64,0.07%,0.00%,11.50%,1.30%,2.47%,,0.54%,-23.65%,-21.16%,-27.09%,25.42%,6.11%,2.17,8.11%,-19.51%,-26.51%,-36.04%,-38.50%,-1.63%,-78.06%,18.31%,32.94,2.00,0.34,-6.92%,3235210,2.25
"AE","Adams Resources & Energy, Inc.","Energy","Oil & Gas Integrated",122.08,7.83,3.52%,22.60%,-12.10%,4.27,0.50%,6.08%,40.30%,3.97%,0.76%,1.10%,-5.22%,-7.16%,-9.80%,-2.08%,2.83%,13.07%,1.08,3.99%,-9.35%,-11.73%,-7.07%,-20.06%,0.37%,-28.65%,17.36%,30.74,1.00,26.90,-1.28%,8751,38.50
"AEAC","Authentic Equity Acquisition Corp.","Financial","Shell Companies",225.17,,,,,23.00,,,70.40%,,,,0.41%,0.41%,1.45%,0.62%,,0.20%,,0.19%,0.17%,0.36%,0.59%,-0.20%,1.24%,-1.01%,2.70%,54.51,,9.77,-0.20%,10859,
"AEACU","Authentic Equity Acquisition Corp.","Financial","Shell Companies",,,,,,,,,23.27%,,0.00%,,-0.20%,-0.10%,0.40%,0.10%,,-3.18%,,0.25%,-0.06%,0.21%,-0.32%,-0.50%,1.01%,-8.47%,3.61%,50.39,,10.05,0.00%,0,
"AEE","Ameren Corporation","Utilities","Utilities - Regulated Electric",20745.07,21.36,2.70%,8.10%,-1.00%,257.30,0.10%,-4.76%,77.00%,-0.09%,2.20%,21.80%,-5.44%,-3.20%,-6.99%,-4.26%,4.90%,4.52%,0.33,1.73%,-2.86%,-1.79%,-1.01%,-5.23%,2.43%,-9.42%,17.81%,40.73,2.10,82.22,0.77%,1359128,89.77
"AEF","Aberdeen Emerging Markets Equity Income Fund, Inc.","Financial","Asset Management",400.94,7.70,8.10%,,,50.75,,,70.55%,,,,-3.19%,-5.05%,-9.51%,-13.28%,5.67%,-3.19%,,1.31%,-3.95%,-4.20%,-7.83%,-7.53%,1.91%,-13.45%,6.32%,32.54,,7.98,1.01%,47109,
"AEG","Aegon N.V.","Financial","Insurance - Diversified",9638.68,,3.18%,15.00%,6.50%,2060.03,10.10%,0.00%,7.80%,2.30%,0.16%,,-6.98%,-12.87%,-10.20%,-7.17%,20.88%,11.39%,1.28,1.63%,-8.42%,-11.27%,-6.13%,-16.45%,1.84%,-16.45%,25.21%,24.93,3.50,4.42,0.45%,2740391,4.86
"AEHL","Antelope Enterprise Holdings Limited","Industrials","Building Products & Equipment",10.73,,,31.20%,-29.00%,4.36,49.00%,0.00%,10.30%,45.67%,19.12%,-78.80%,-11.15%,-22.65%,-24.61%,-16.72%,-1.24%,-3.63%,1.00,4.50%,-25.70%,-26.74%,-31.37%,-48.36%,-10.09%,-73.38%,-3.76%,21.79,,2.05,-14.23%,449346,
"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",463.89,,,30.10%,2.70%,24.00,4.90%,-53.27%,30.20%,72.76%,5.60%,-6.50%,-3.33%,-22.99%,133.51%,554.89%,955.76%,588.54%,1.33,11.03%,-29.58%,-20.47%,98.10%,-43.23%,48.46%,-43.23%,885.90%,34.37,,15.38,-11.71%,1378110,31.00
"AEI","Alset EHome International Inc.","Real Estate","Real Estate - Development",64.28,,,,,26.19,39.80%,211.22%,3.60%,47.25%,3.24%,-19.10%,-6.16%,-31.16%,-31.84%,-68.29%,-77.50%,-77.09%,,7.04%,-23.76%,-32.50%,-76.35%,-49.81%,3.08%,-95.46%,3.08%,27.57,2.50,1.34,-2.19%,873159,2.02
"AEIS","Advanced Energy Industries, Inc.","Industrials","Electrical Equipment & Parts",3289.25,24.72,0.46%,11.30%,27.80%,38.18,0.20%,8.46%,98.50%,-1.11%,2.00%,11.50%,-1.79%,-4.50%,-2.76%,-15.25%,-9.09%,-9.57%,1.69,3.44%,-3.02%,-0.71%,-9.97%,-8.06%,6.94%,-29.44%,8.42%,45.75,2.40,88.59,1.03%,295442,104.88
"AEL","American Equity Investment Life Holding Company","Financial","Insurance - Life",3164.58,9.37,0.95%,20.50%,9.80%,92.48,1.20%,-0.37%,98.20%,-0.09%,3.11%,15.30%,-8.32%,5.52%,6.12%,6.32%,27.97%,21.58%,1.19,3.33%,-4.29%,3.00%,7.43%,-11.55%,25.33%,-11.55%,29.68%,45.84,2.60,33.99,1.07%,443125,38.22
