"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ACIW","ACI Worldwide, Inc.","Technology","Software - Infrastructure",3841.23,46.33,,-3.10%,4.40%,117.51,0.90%,-7.56%,97.60%,-1.86%,1.87%,51.40%,11.50%,-3.91%,6.30%,6.37%,-16.11%,6.95%,-13.56%,1.06,3.63%,3.00%,5.26%,-7.84%,-7.75%,14.67%,-23.15%,14.67%,54.23,1.50,33.22,-1.89%,990201,42.80
"ACKIT","Ackrell SPAC Partners I Co.","Financial","Shell Companies",,,,,,,,,9.62%,,,,,-0.10%,0.40%,1.21%,1.21%,,-1.27%,,0.07%,0.13%,0.46%,0.76%,-0.10%,1.21%,-3.54%,2.34%,56.76,,10.07,-0.10%,475,
"ACKIU","Ackrell SPAC Partners I Co.","Financial","Shell Companies",335.32,,,,,18.17,3.29%,0.00%,18.20%,-0.44%,,,,-0.71%,1.96%,1.76%,1.66%,,1.26%,,1.42%,0.59%,1.37%,1.17%,-1.07%,28.01%,-5.27%,28.01%,54.60,,10.42,0.00%,24,
"ACLS","Axcelis Technologies, Inc.","Technology","Semiconductor Equipment & Materials",2087.42,27.83,,24.70%,9.50%,33.54,2.90%,-5.93%,86.90%,-1.94%,3.27%,43.20%,16.40%,2.98%,25.98%,48.05%,59.04%,142.58%,116.17%,1.51,4.20%,9.89%,21.24%,44.48%,-3.39%,39.46%,-3.39%,147.20%,71.18,1.80,62.95,-0.11%,314829,68.50
"ACM","AECOM","Industrials","Engineering & Construction",10461.47,55.06,,24.90%,-5.90%,146.11,1.18%,-3.38%,88.70%,0.60%,1.64%,5.70%,3.90%,2.96%,11.51%,15.98%,12.57%,44.73%,46.12%,1.48,2.42%,4.30%,9.30%,13.79%,-2.86%,17.99%,-2.86%,56.06%,66.66,1.60,72.74,0.39%,1029881,75.78
"ACMR","ACM Research, Inc.","Technology","Semiconductor Equipment & Materials",1859.09,67.50,,34.30%,38.10%,19.12,0.10%,-94.95%,55.40%,12.74%,13.81%,42.40%,11.30%,-8.89%,-10.08%,15.58%,44.70%,28.12%,17.88%,0.55,5.24%,-9.64%,-9.57%,2.96%,-19.59%,-0.22%,-33.86%,57.43%,39.30,2.00,95.78,-4.94%,627949,134.28
"ACN","Accenture plc","Technology","Information Technology Services",240213.53,40.50,0.95%,7.30%,7.70%,633.52,0.10%,-9.39%,73.60%,-0.33%,0.62%,32.40%,15.10%,1.25%,7.22%,11.46%,30.84%,54.67%,41.95%,1.13,1.37%,2.34%,7.39%,21.73%,-1.10%,17.33%,-1.10%,55.34%,66.96,2.10,370.78,-0.54%,2551491,376.30
"ACNB","ACNB Corporation","Financial","Banks - Regional",246.21,8.18,3.51%,3.10%,16.70%,8.72,2.60%,-1.52%,20.90%,-1.69%,0.49%,,88.60%,1.89%,2.70%,1.06%,-0.59%,15.59%,14.20%,0.08,1.36%,1.97%,2.25%,0.59%,-1.52%,5.08%,-15.38%,18.66%,61.87,,28.53,-0.24%,3343,
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology",39.63,,,-58.80%,-20.90%,9.99,1.40%,0.00%,34.40%,0.93%,4.67%,69.50%,-66.20%,-1.65%,-20.49%,-7.99%,-10.75%,-23.79%,-13.78%,0.46,6.70%,-8.73%,-16.67%,-22.48%,-28.46%,6.57%,-58.78%,9.17%,35.62,2.00,3.57,1.71%,179791,10.00
"ACP","Aberdeen Income Credit Strategies Fund","Financial","Closed-End Fund - Debt",197.21,,10.61%,,,17.44,0.06%,11.64%,33.68%,,,,,-0.35%,-0.18%,0.35%,-1.05%,14.92%,8.14%,,1.10%,0.01%,0.60%,-0.29%,-2.08%,3.76%,-8.84%,16.55%,50.55,,11.31,-0.62%,72835,
"ACQR","Independence Holdings Corp.","Financial","Shell Companies",383.37,,,,,61.99,,,82.40%,0.07%,0.24%,,,0.21%,0.46%,0.51%,,,-0.10%,,0.35%,-0.06%,0.21%,-0.08%,-0.41%,1.35%,-4.03%,1.35%,50.48,,9.76,0.00%,1200,
"ACQRU","Independence Holdings Corp.","Financial","Shell Companies",,,,,,,,,,,0.01%,,,-0.61%,0.19%,-0.71%,-1.01%,,-0.81%,,0.53%,-0.36%,-0.11%,-0.76%,-2.00%,1.01%,-7.56%,1.01%,44.20,,9.92,-0.39%,101326,
"ACR","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",140.60,4.95,,-59.80%,,9.55,1.80%,0.00%,48.80%,10.07%,0.30%,36.60%,41.90%,-1.99%,-6.98%,-12.63%,-3.96%,48.59%,23.64%,1.94,2.32%,-4.04%,-5.77%,-5.55%,-10.03%,3.57%,-19.70%,65.54%,34.50,2.00,14.80,0.54%,17467,19.50
"ACRE","Ares Commercial Real Estate Corporation","Real Estate","REIT - Mortgage",734.86,10.20,8.51%,-7.20%,9.30%,46.96,0.10%,0.00%,53.00%,1.77%,1.76%,57.20%,41.50%,-3.24%,-1.71%,2.58%,2.71%,41.57%,30.75%,1.35,1.57%,-1.68%,-0.44%,4.11%,-4.14%,3.67%,-8.42%,43.79%,44.75,2.00,15.51,0.06%,283017,16.42
"ACRO","Acropolis Infrastructure Acquisition Corp.","Financial","Shell Companies",375.20,,,,,38.72,,,26.90%,344.80%,0.02%,,,-0.26%,-0.10%,,,,-0.31%,,0.30%,-0.17%,-0.24%,-0.24%,-1.32%,0.73%,-1.32%,0.73%,45.94,,9.69,-0.10%,45,
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Biotechnology",844.12,,,-0.90%,,61.22,2.90%,-8.98%,93.10%,1.08%,4.35%,29.10%,,-11.61%,-16.33%,-2.18%,-40.25%,321.25%,108.35%,0.41,5.90%,-15.74%,-20.07%,-31.17%,-32.50%,-1.68%,-55.62%,343.42%,30.93,1.50,13.48,-2.46%,366357,34.80
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",81.09,,,3.00%,-22.40%,119.12,0.50%,0.00%,25.40%,-0.30%,2.72%,-70.90%,,-14.83%,-30.92%,-35.38%,-46.57%,-56.23%,-45.28%,0.70,5.93%,-20.14%,-28.66%,-49.25%,-37.18%,-0.37%,-76.92%,-0.37%,13.88,1.70,0.68,-2.09%,1275393,6.00
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology",78.47,,,22.50%,39.10%,32.79,12.09%,0.00%,0.94%,,4.96%,61.20%,,-14.11%,-22.22%,-57.63%,-65.85%,-20.45%,-46.15%,1.38,4.38%,-16.12%,-24.82%,-63.31%,-43.55%,-7.89%,-85.66%,-7.89%,23.02,2.00,1.40,-7.89%,674754,2.52
"ACT","Genworth Mortgage Holdings, Inc.","Financial","Exchange Traded Fund",3764.66,,,,,162.55,,,,,0.09%,,,5.46%,0.04%,,,,13.03%,,3.04%,1.37%,5.43%,5.43%,-3.50%,20.31%,-3.50%,20.31%,58.42,,23.16,0.92%,93830,
"ACTDU","ArcLight Clean Transition Corp. II","Financial","Shell Companies",,,,,,,,,44.45%,,,,,0.70%,2.00%,-0.69%,-2.53%,,0.20%,,0.39%,0.34%,0.79%,-0.16%,-2.05%,2.35%,-7.81%,3.08%,52.80,,10.03,0.50%,1000,
"ACTG","Acacia Research Corporation","Industrials","Specialty Business Services",269.38,,,20.00%,-24.90%,48.73,0.90%,-4.34%,65.10%,5.47%,3.26%,85.50%,-28.00%,1.85%,-4.99%,0.36%,0.18%,48.79%,40.10%,0.32,4.66%,-0.84%,-8.46%,-10.24%,-26.79%,3.70%,-39.27%,58.62%,45.65,,5.52,-2.65%,547114,8.00
"ACU","Acme United Corporation","Consumer Defensive","Household & Personal Products",128.05,10.44,1.46%,12.20%,8.40%,3.54,9.70%,-8.46%,67.40%,2.41%,0.84%,36.00%,9.10%,-2.36%,-5.82%,-9.77%,-19.52%,3.55%,18.06%,1.12,3.70%,-2.94%,-0.36%,-10.11%,-12.94%,18.76%,-26.37%,29.81%,46.05,1.00,35.57,-1.19%,5888,51.75
"ACV","AllianzGI Diversified Income & Convertible Fund","Financial","Asset Management",377.40,,5.49%,-3.05%,,10.35,,,27.09%,,,,,-0.48%,-0.03%,4.59%,12.92%,28.74%,11.54%,,0.93%,-0.43%,1.95%,6.48%,-3.03%,10.45%,-3.03%,29.95%,51.53,3.00,36.45,-0.05%,14142,36.93
"ACVA","ACV Auctions Inc.","Technology","Software - Application",3167.34,,,,,155.04,1.90%,-51.62%,90.15%,3.60%,5.03%,43.20%,-20.20%,14.36%,9.12%,17.02%,-17.45%,,-30.69%,,5.00%,9.00%,11.63%,-10.63%,-1.95%,34.12%,-42.65%,34.12%,62.74,1.80,21.66,-1.90%,894632,31.27
"ACWF","iShares MSCI Global Multifactor ETF","Financial","Exchange Traded Fund",,,1.73%,,,,,,,,,,,-0.22%,1.36%,1.74%,2.74%,21.46%,15.12%,,0.57%,0.66%,1.87%,3.06%,-1.69%,6.70%,-1.76%,21.95%,55.81,,38.76,-0.14%,25561,
"ACWI","iShares MSCI ACWI ETF","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,,0.59%,1.98%,4.84%,7.80%,24.20%,17.90%,,0.59%,0.77%,3.04%,6.48%,-0.47%,8.11%,-0.47%,24.76%,62.99,,106.96,0.03%,1730897,
"ACWV","iShares MSCI Global Min Vol Factor ETF","Financial","Exchange Traded Fund",,,1.69%,,,,,,,,,,,0.37%,1.41%,0.80%,4.03%,12.19%,10.53%,,0.46%,0.66%,1.78%,4.33%,-0.57%,5.37%,-0.95%,14.76%,63.71,,107.11,-0.19%,679267,
"ACWX","iShares MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund",,,1.95%,,,,,,,,,,,-0.33%,-0.24%,2.88%,0.07%,14.08%,8.30%,,0.54%,-0.20%,0.95%,1.08%,-1.29%,5.73%,-2.96%,14.49%,51.17,,57.44,-0.24%,1040097,
"ACXP","Acurx Pharmaceuticals, Inc.","Healthcare","Biotechnology",48.36,,,,,6.97,22.90%,0.54%,0.30%,15.11%,,,,-4.61%,-6.48%,8.92%,,,-39.67%,,7.48%,-8.17%,-3.88%,-7.79%,-17.65%,16.95%,-45.54%,28.30%,42.77,,4.76,0.42%,29406,
"ACY","AeroCentury Corp.","Industrials","Rental & Leasing Services",179.61,,,-53.60%,-9.60%,1.55,43.73%,-1.22%,1.70%,,16.73%,,,-8.26%,3.40%,34.29%,378.11%,1967.07%,286.49%,3.53,7.33%,-9.16%,-9.88%,92.28%,-37.76%,40.25%,-37.76%,2041.65%,42.04,,41.10,-5.56%,6308,
"ADAG","Adagene Inc.","Healthcare","Biotechnology",442.04,,,,,36.41,,,13.60%,-1.01%,0.82%,,,-17.07%,-20.43%,-45.00%,-24.84%,,-67.92%,,5.08%,-15.01%,-25.76%,-39.91%,-44.39%,3.00%,-69.78%,3.00%,29.67,1.70,9.62,2.78%,15246,33.89
"ADALU","Anthemis Digital Acquisitions I Corp","Financial","Shell Companies",,,,,,,,,,,,,,0.30%,,,,,0.50%,,,0.26%,0.26%,0.26%,0.00%,0.50%,0.00%,0.50%,,,10.10,0.00%,100000,
"ADAP","Adaptimmune Therapeutics plc","Healthcare","Biotechnology",668.35,,,-24.90%,-15.10%,156.10,0.10%,-1.35%,73.20%,0.22%,2.33%,,,-11.49%,-20.00%,9.47%,-18.27%,-12.42%,-22.82%,1.95,5.86%,-17.92%,-21.25%,-15.96%,-39.36%,-0.72%,-43.32%,23.44%,30.00,2.70,4.16,-1.65%,1176475,9.17
"ADBE","Adobe Inc.","Technology","Software - Infrastructure",312237.96,55.36,,54.30%,21.80%,477.00,0.31%,-4.58%,85.60%,0.20%,1.05%,88.20%,36.50%,4.32%,6.10%,3.65%,37.47%,46.03%,34.16%,1.07,1.91%,2.77%,6.72%,19.57%,-1.00%,21.52%,-1.00%,59.46%,62.57,1.70,670.96,0.04%,1487588,706.37
"ADC","Agree Realty Corporation","Real Estate","REIT - Retail",4912.61,39.85,3.88%,-4.20%,28.90%,69.10,1.70%,2.76%,,-0.16%,5.60%,88.10%,47.20%,-0.10%,-0.64%,-6.12%,1.56%,8.90%,5.29%,0.42,1.71%,-0.61%,0.69%,0.08%,-4.59%,5.92%,-7.70%,14.41%,49.80,1.60,70.10,1.40%,620504,81.50
"ADCT","ADC Therapeutics SA","Healthcare","Biotechnology",1984.62,,,,,76.72,48.05%,0.00%,44.50%,0.06%,15.45%,96.30%,,-11.94%,-3.57%,-2.77%,17.24%,-26.72%,-23.31%,,5.46%,-12.37%,-9.37%,-3.52%,-23.28%,7.77%,-35.97%,22.69%,34.99,1.70,24.55,-1.80%,115225,43.71
"ADER","26 Capital Acquisition Corp.","Financial","Shell Companies",338.98,,,,,27.50,,,77.60%,-0.09%,0.11%,,,-0.10%,0.15%,2.38%,1.44%,,-0.20%,,0.26%,-0.02%,0.80%,1.34%,-0.40%,2.38%,-0.40%,3.24%,56.07,,9.88,0.20%,57,
"ADERU","26 Capital Acquisition Corp.","Financial","Shell Companies",,,,,,,,,19.62%,,0.00%,,,0.68%,0.88%,1.27%,2.48%,,-2.09%,,0.27%,0.53%,1.48%,0.90%,-0.77%,3.32%,-6.85%,4.77%,63.83,,10.33,0.00%,0,
"ADES","Advanced Emissions Solutions, Inc.","Industrials","Pollution & Treatment Controls",125.98,2.33,,3.80%,-0.40%,18.29,0.80%,0.00%,50.00%,-0.76%,1.10%,38.10%,10.30%,-6.07%,3.57%,1.16%,-1.00%,32.82%,26.55%,0.53,4.11%,-0.25%,4.90%,8.55%,-13.00%,21.89%,-17.24%,51.30%,49.40,2.00,6.96,-3.87%,233200,
"ADEX","Adit EdTech Acquisition Corp.","Financial","Shell Companies",335.68,,,,,34.50,17.39%,0.00%,53.06%,,0.17%,,,0.10%,-0.10%,0.52%,0.41%,,-0.31%,,0.25%,0.03%,0.15%,0.33%,-0.41%,1.04%,-1.92%,3.07%,50.80,,9.73,-0.31%,2832,
"ADGI","Adagio Therapeutics, Inc.","Healthcare","Biotechnology",2176.15,,,,,111.54,26.90%,0.00%,46.20%,,6.26%,,,1.67%,-45.41%,-29.41%,,,-6.56%,,9.89%,-25.89%,-43.77%,-41.38%,-67.21%,6.90%,-67.21%,6.90%,32.49,1.50,19.51,-5.06%,444465,51.50
"ADI","Analog Devices, Inc.","Technology","Semiconductors",99969.83,41.17,1.47%,8.30%,10.30%,368.48,0.21%,-5.30%,76.90%,9.19%,2.50%,68.00%,31.60%,2.73%,6.31%,12.87%,18.03%,41.18%,27.32%,1.13,1.85%,4.24%,7.74%,14.73%,-0.01%,15.29%,-0.01%,43.03%,67.15,1.80,188.09,0.56%,2083393,193.16
"ADIL","Adial Pharmaceuticals, Inc.","Healthcare","Biotechnology",63.85,,,-47.50%,,17.59,20.51%,0.00%,9.40%,-0.36%,5.36%,,,-8.33%,-26.32%,-7.78%,22.22%,82.25%,81.18%,0.50,8.92%,-5.81%,-18.09%,4.49%,-39.37%,4.76%,-39.37%,92.50%,39.95,2.00,3.08,-6.67%,218922,10.67
"ADM","Archer-Daniels-Midland Company","Consumer Defensive","Farm Products",37371.64,14.41,2.22%,1.00%,-1.00%,564.00,0.10%,-12.84%,79.30%,-1.19%,0.89%,7.10%,3.10%,0.68%,2.70%,12.98%,-0.58%,35.15%,32.10%,0.88,1.82%,2.29%,5.46%,8.89%,-0.58%,13.64%,-3.91%,38.38%,60.39,1.80,66.59,1.42%,2622024,69.93
"ADMA","ADMA Biologics, Inc.","Healthcare","Biotechnology",273.79,,,12.60%,42.50%,133.77,1.90%,-43.49%,25.30%,-0.22%,10.99%,-10.90%,-89.70%,-8.18%,31.53%,19.67%,-17.05%,-19.78%,-25.13%,1.24,7.85%,3.84%,15.38%,-12.63%,-13.10%,44.55%,-53.06%,44.55%,55.23,1.80,1.46,-2.67%,3128885,5.58
"ADME","Aptus Drawdown Managed Equity ETF","Financial","Exchange Traded Fund",,,0.33%,,,,,,,,,,,1.04%,3.44%,5.03%,11.09%,23.03%,18.35%,,0.60%,1.42%,3.99%,8.73%,-0.34%,9.10%,-0.34%,23.88%,66.55,,42.69,0.31%,63370,
"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Manufacturers - Specialty & Generic",136.11,,,9.00%,,148.89,1.06%,0.00%,10.80%,-0.41%,9.57%,9.90%,,-10.40%,-16.20%,-14.62%,12.69%,124.73%,86.56%,1.27,5.10%,-13.26%,-14.02%,-10.66%,-38.85%,-4.63%,-61.32%,133.85%,33.68,3.00,0.90,-5.24%,4996296,
"ADMS","Adamas Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",371.33,,,6.60%,107.90%,45.62,1.20%,-1.48%,77.50%,-0.24%,1.96%,97.60%,-44.50%,0.37%,2.51%,88.25%,56.51%,94.52%,88.68%,2.81,0.77%,0.42%,23.12%,48.46%,-0.97%,83.18%,-10.71%,103.23%,72.36,2.20,8.17,-0.37%,1259865,8.52
"ADN","Advent Technologies Holdings, Inc.","Utilities","Utilities - Renewable",434.56,,,,,52.42,28.10%,0.00%,32.50%,7.12%,13.64%,59.20%,,-12.46%,-7.48%,22.27%,-22.52%,-19.12%,-44.47%,,5.32%,-11.56%,-6.32%,-20.53%,-17.43%,12.64%,-56.85%,26.37%,38.76,1.30,8.29,-8.60%,394296,26.67
"ADNT","Adient plc","Consumer Cyclical","Auto Parts",4147.00,4.04,,-26.10%,-8.70%,94.20,0.80%,-2.83%,94.60%,-0.14%,3.05%,6.00%,-0.20%,5.34%,5.55%,24.28%,-3.55%,67.65%,34.57%,3.04,4.38%,5.63%,10.47%,9.76%,-2.38%,35.15%,-11.99%,71.52%,59.54,2.40,46.79,0.95%,731653,50.90
"ADOC","Edoc Acquisition Corp.","Financial","Shell Companies",120.36,,,,,9.55,4.33%,0.00%,79.00%,-1.63%,0.35%,,,0.29%,0.49%,1.49%,2.15%,,-0.39%,,0.10%,0.34%,0.73%,0.94%,-0.20%,1.59%,-1.64%,3.55%,70.82,,10.20,0.00%,180,
"ADP","Automatic Data Processing, Inc.","Industrials","Staffing & Employment Services",99234.67,37.64,1.56%,13.30%,5.20%,421.40,0.10%,-29.29%,81.80%,0.15%,1.05%,42.70%,22.40%,4.11%,11.69%,12.46%,21.85%,37.42%,35.05%,0.76,1.38%,5.32%,12.09%,19.62%,0.34%,21.34%,0.34%,49.36%,80.64,3.00,237.95,0.45%,1151047,224.14
"ADPT","Adaptive Biotechnologies Corporation","Healthcare","Biotechnology",4102.10,,,,,140.83,1.40%,-13.08%,83.20%,0.09%,3.04%,71.90%,,-15.26%,-15.71%,-6.29%,-20.82%,-40.99%,-51.63%,,5.07%,-16.26%,-17.59%,-27.25%,-28.12%,-8.66%,-59.86%,-3.82%,30.40,1.70,28.60,-11.04%,907096,56.00
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","Financial","Exchange Traded Fund",,,0.97%,,,,,,,,,,,-3.52%,-5.28%,2.07%,-10.60%,-6.44%,-12.44%,,1.09%,-2.45%,-1.58%,-10.06%,-6.52%,5.54%,-26.48%,5.54%,42.15,,49.30,-2.16%,29872,
"ADS","Alliance Data Systems Corporation","Financial","Credit Services",3766.13,4.29,1.11%,-7.00%,-6.80%,49.80,0.40%,0.00%,97.30%,-3.18%,8.15%,51.80%,37.60%,-5.58%,-25.84%,-16.97%,-35.77%,12.97%,2.04%,2.32,4.17%,-11.77%,-19.34%,-25.74%,-28.72%,3.62%,-41.00%,15.82%,33.37,2.10,75.61,-2.06%,550270,119.31
"ADSK","Autodesk, Inc.","Technology","Software - Application",69948.50,54.44,,41.70%,8.60%,219.80,0.10%,-12.92%,93.30%,1.31%,1.14%,90.80%,15.70%,-0.93%,7.88%,-3.65%,14.38%,27.74%,5.52%,1.36,2.34%,0.87%,7.70%,9.42%,-3.96%,18.85%,-6.45%,28.75%,55.58,2.10,322.18,-2.53%,1189282,350.20
"ADT","ADT Inc.","Industrials","Security & Protection Services",7201.12,,1.56%,-53.20%,57.40%,821.56,1.30%,0.00%,97.40%,0.12%,1.98%,71.20%,-0.40%,0.90%,4.42%,9.26%,-12.06%,16.80%,14.27%,2.15,4.60%,1.96%,6.01%,-2.88%,-13.67%,14.34%,-23.82%,33.28%,52.60,2.60,8.97,-2.50%,1470440,11.33
"ADTN","ADTRAN, Inc.","Technology","Communication Equipment",1046.44,705.16,1.65%,-33.00%,-3.30%,48.61,1.10%,0.48%,90.80%,-3.26%,3.42%,40.40%,-2.00%,5.25%,22.40%,-4.12%,12.05%,76.01%,48.00%,1.33,3.62%,10.79%,13.57%,12.68%,-3.27%,25.42%,-11.71%,81.26%,70.84,1.90,21.86,-0.91%,530749,24.67
"ADTX","Aditxt, Inc.","Healthcare","Biotechnology",37.14,,,,,35.04,3.80%,1.88%,10.80%,87.31%,4.28%,,,-41.44%,-38.01%,-43.01%,-55.83%,-45.08%,-49.04%,,12.11%,-37.57%,-37.54%,-56.83%,-61.03%,0.00%,-84.25%,0.00%,34.01,2.00,1.06,-3.64%,1047875,14.00
"ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities",1686.28,41.01,,15.40%,17.80%,15.75,0.70%,-6.49%,,2.28%,2.73%,30.20%,7.00%,-1.52%,32.13%,18.28%,9.63%,7.28%,-11.54%,0.75,3.79%,8.35%,19.50%,9.19%,-4.19%,41.77%,-19.71%,41.77%,72.58,1.50,103.58,0.72%,124935,120.71
"ADV","Advantage Solutions Inc.","Communication Services","Advertising Agencies",2731.33,,,,,318.56,0.10%,0.00%,28.90%,-1.11%,3.99%,63.00%,,-11.27%,-2.82%,-9.42%,-33.09%,-16.72%,-37.21%,,3.82%,-5.31%,-4.21%,-20.11%,-12.86%,1.35%,-40.59%,1.35%,39.70,2.30,8.27,-6.34%,615361,12.33
"ADVM","Adverum Biotechnologies, Inc.","Healthcare","Biotechnology",202.98,,,5.80%,,98.13,1.40%,-3.78%,71.50%,-12.35%,9.02%,,,-8.52%,1.49%,-5.99%,-41.21%,-83.33%,-81.18%,1.10,4.91%,-5.56%,-6.18%,-60.59%,-19.05%,7.94%,-86.21%,7.94%,40.00,2.90,2.04,-4.23%,653571,4.25
"ADX","Adams Diversified Equity Fund, Inc.","Financial","Closed-End Fund - Equity",2461.65,7.04,0.90%,,,110.98,8.65%,0.00%,22.47%,,0.61%,,,3.02%,6.74%,9.10%,16.68%,33.88%,28.57%,,0.79%,3.48%,7.16%,13.26%,-0.31%,13.74%,-0.31%,35.01%,78.36,,22.18,-0.14%,338590,
"ADXN","Addex Therapeutics Ltd","Healthcare","Biotechnology",54.47,,,,,7.26,,,8.94%,,0.03%,,,-6.02%,-8.54%,-24.47%,-17.49%,-37.71%,-44.03%,,2.70%,-5.97%,-14.21%,-24.40%,-27.04%,-0.13%,-78.57%,-0.13%,37.48,,7.50,-0.13%,640,
"ADXS","Advaxis, Inc.","Healthcare","Biotechnology",52.70,,,55.60%,,145.64,0.07%,0.00%,11.40%,0.10%,3.09%,,,-15.79%,-28.54%,-7.75%,-27.25%,-3.67%,5.51%,2.19,7.16%,-22.08%,-25.38%,-35.07%,-42.96%,-3.77%,-76.57%,39.41%,27.20,2.00,0.37,-8.94%,4504811,2.25
"AE","Adams Resources & Energy, Inc.","Energy","Oil & Gas Integrated",131.10,8.62,3.20%,22.60%,-12.10%,4.27,0.50%,6.80%,39.10%,1.12%,0.13%,3.10%,1.10%,0.33%,-2.85%,2.88%,9.81%,11.90%,24.48%,1.07,4.06%,-0.99%,-1.98%,3.91%,-10.85%,3.46%,-20.42%,30.89%,47.63,1.00,30.00,0.98%,4266,38.50
"AEAC","Authentic Equity Acquisition Corp.","Financial","Shell Companies",224.48,,,,,23.00,,,70.40%,,,,,0.21%,0.15%,0.51%,0.83%,,-0.10%,,0.19%,0.19%,0.40%,0.51%,-0.91%,1.56%,-1.11%,2.60%,55.45,,9.76,-0.10%,144345,
"AEACU","Authentic Equity Acquisition Corp.","Financial","Shell Companies",,,,,,,,,23.27%,,0.00%,,,0.30%,0.47%,0.99%,0.90%,,-2.99%,,0.28%,0.25%,0.51%,-0.20%,-0.30%,1.36%,-8.29%,3.81%,56.82,,10.07,0.00%,125560,
"AEE","Ameren Corporation","Utilities","Utilities - Regulated Electric",21592.95,22.10,2.61%,8.10%,-1.00%,257.30,0.10%,-6.57%,77.30%,0.32%,0.95%,84.20%,21.80%,0.38%,0.08%,-5.77%,-0.81%,6.78%,8.15%,0.33,1.53%,-0.19%,0.71%,2.21%,-4.70%,5.17%,-7.00%,20.97%,50.39,2.10,84.42,-1.25%,870144,89.77
"AEF","Aberdeen Emerging Markets Equity Income Fund, Inc.","Financial","Asset Management",418.70,8.04,7.76%,,,50.75,,,70.55%,,,,,-2.94%,-3.17%,-1.43%,-4.73%,12.14%,1.10%,,1.24%,-2.43%,-2.03%,-5.06%,-7.92%,2.87%,-10.52%,13.67%,38.73,,8.25,-1.20%,69560,
"AEG","Aegon N.V.","Financial","Insurance - Diversified",10424.55,,2.85%,15.00%,6.50%,2060.03,10.10%,0.00%,7.70%,0.50%,0.08%,,,1.03%,-4.84%,0.61%,4.02%,40.57%,24.56%,1.28,1.49%,-1.97%,-1.85%,4.71%,-6.99%,5.81%,-6.99%,42.18%,42.98,3.50,4.92,0.20%,1251510,4.86
"AEHL","Antelope Enterprise Holdings Limited","Industrials","Building Products & Equipment",11.52,,,31.20%,-29.00%,4.36,49.00%,0.00%,7.10%,1.35%,25.11%,-17.30%,-78.80%,0.74%,-7.14%,5.81%,1.49%,29.38%,10.08%,1.01,5.50%,-5.44%,-3.91%,-9.63%,-31.23%,6.60%,-64.55%,33.17%,44.19,,2.73,1.11%,127119,
"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",482.80,,,30.10%,2.70%,24.00,4.90%,-55.22%,21.20%,23.99%,7.28%,40.00%,-6.50%,-14.66%,-2.82%,252.06%,807.87%,1125.63%,675.10%,1.35,11.42%,-14.97%,7.88%,174.26%,-27.61%,122.14%,-27.61%,1198.59%,43.37,,19.61,-15.66%,3618243,31.00
"AEI","Alset EHome International Inc.","Real Estate","Real Estate - Development",72.38,,,,,26.19,39.80%,237.71%,2.70%,12.12%,3.67%,38.40%,-19.10%,-12.57%,-21.57%,-9.60%,-61.63%,,-73.24%,,6.24%,-17.78%,-27.14%,-73.78%,-53.22%,-6.98%,-94.57%,-3.03%,30.66,2.50,1.60,-7.51%,2230574,2.02
"AEIS","Advanced Energy Industries, Inc.","Industrials","Electrical Equipment & Parts",3457.28,25.15,0.45%,11.30%,27.80%,38.18,0.20%,2.56%,98.50%,-0.24%,2.30%,37.60%,11.50%,-5.06%,1.90%,7.84%,-9.01%,0.79%,-7.99%,1.69,3.32%,-1.79%,0.50%,-10.13%,-7.41%,7.73%,-28.94%,9.19%,45.76,2.40,89.22,-0.59%,328436,104.88
"AEL","American Equity Investment Life Holding Company","Financial","Insurance - Life",3327.80,9.91,0.90%,20.50%,9.80%,92.48,1.20%,-3.07%,97.20%,-1.12%,1.67%,,15.30%,-5.57%,7.17%,9.44%,13.67%,30.81%,28.63%,1.18,3.01%,2.56%,11.00%,13.21%,-7.41%,31.19%,-7.41%,36.74%,57.39,2.60,35.58,-2.73%,510078,37.33
