no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
7628,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,13866.05,52.96,21.76,9.29,0.98,6.54,60.66,7.02,2.24%,28.70%,1.18,-405.10%,49.58%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.42,1.10%,-3.23%,89.20%,0.80%,1.95%,3.09,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,1.61%,8.07%,13.24%,44.44%,101.48%,19.53%,2.7,1.81,2.64%,3.26%,5.23%,12.66%,28.19%,-2.88%,31.26%,-2.88%,114.64%,66.27,1.30%,-1.44%,1.7,1421.85,0.62,62.44,-0.16%,881505,11/4/2021 8:30:00 AM,68.55,12/7/2010,62.44,0.00%,78.0,98,1.77,62.44,59.59,55.65,48.84,29.09,64.29,20.0,9.79,65.33333333333333,True
7651,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,4753.19,10.91,7.26,1.09,3.0,2.04,39.94,,3.80%,36.20%,6.27,-8.40%,4.73%,8.90%,10.00%,14.50%,172.90%,25.60%,66.92,65.53,1.30%,-7.59%,70.30%,0.17%,1.48%,2.4,3.90%,19.60%,6.90%,,,3.66,3.66,91.70%,46.50%,26.60%,6.72%,3.81%,11.35%,28.68%,28.95%,13.68%,1.43,2.47,3.75%,3.92%,10.77%,12.89%,23.30%,0.19%,27.06%,0.19%,46.46%,67.13,6.98%,2.70%,1.7,404.26,3.38,68.47,9.87%,1368095,2/15/2022 8:30:00 AM,75.75,10/12/2005,68.68,0.31%,78.0,83,1.12,68.47,62.01,60.88,55.62,46.75,68.34,10.0,10.63,57.0,True
7676,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,34019.16,8.8,11.81,1.17,0.69,1.85,11.51,17.74,1.96%,16.80%,10.67,48.00%,-5.09%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.54,1.20%,-5.57%,87.00%,1.27%,1.19%,1.45,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,-4.81%,0.21%,11.71%,16.34%,39.78%,7.80%,0.78,2.5,2.28%,2.39%,1.09%,5.10%,16.55%,-6.71%,15.10%,-6.71%,45.00%,53.76,-0.78%,-0.19%,2.2,2334.46,0.9,93.96,-0.97%,2092809,2/7/2022 8:30:00 AM,101.18,3/17/1980,93.96,0.00%,63.0,91,1.26,93.96,92.95,89.63,80.7,64.8,100.72,10.0,7.68,54.666666666666664,True
7722,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,2850.66,26.99,22.28,2.68,2.59,1.62,12.5,19.41,,0.00%,0.78,-7.90%,9.16%,-10.10%,10.08%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-3.21%,2.23%,1.26,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,0.33%,3.40%,12.38%,31.06%,40.08%,2.69%,0.7,0.54,2.60%,2.73%,3.58%,5.68%,19.75%,-1.13%,23.64%,-1.13%,48.09%,60.99,-0.33%,0.57%,1.9,2450.91,0.94,20.97,0.24%,2310586,3/1/2022 8:30:00 AM,22.3,11/30/2015,20.95,-0.10%,72.0,90,1.23,20.97,20.31,19.92,17.54,14.16,21.21,15.0,6.34,59.0,True
7764,UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,USA,3980.87,12.48,12.01,12.48,6.88,1.6,2.13,18.66,2.16%,26.60%,2.97,-17.30%,18.46%,11.90%,1.00%,14.90%,57.40%,4.20%,105.85,88.7,0.40%,-4.45%,76.90%,0.75%,3.51%,3.81,1.30%,12.30%,19.20%,,,0.12,0.12,,98.50%,41.90%,-1.83%,-5.12%,2.80%,21.61%,13.74%,3.20%,1.13,1.12,2.75%,3.36%,2.56%,3.34%,11.12%,-5.67%,13.98%,-5.67%,34.29%,55.18,1.62%,1.14%,2.0,816.95,0.63,37.09,2.77%,510597,1/18/2022 4:30:00 PM,41.25,3/18/2002,37.09,0.00%,69.0,72,1.0,37.09,36.1,35.94,33.4,27.62,39.32,50.0,11.22,63.666666666666664,True
7788,UFPT,"UFP Technologies, Inc.",Consumer Cyclical,Packaging & Containers,USA,558.37,33.57,23.16,,2.86,2.94,16.87,34.05,,0.00%,2.22,-32.80%,54.57%,10.90%,,5.30%,26.10%,17.10%,7.53,6.85,6.10%,0.00%,86.50%,3.25%,0.82%,1.98,7.90%,9.20%,7.80%,4.9,3.7,0.0,0.0,25.30%,11.10%,8.60%,2.51%,-0.05%,8.92%,19.89%,53.51%,5.96%,0.98,2.38,2.42%,3.84%,5.92%,6.20%,16.49%,-2.05%,17.82%,-2.05%,58.61%,60.62,2.10%,1.03%,1.0,28.26,0.45,74.45,3.14%,12610,,82.0,12/17/1993,74.45,0.00%,100.0,94,1.36,74.45,70.49,70.25,64.03,46.94,76.01,10.0,10.14,68.0,True
7847,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,195188.55,14.78,16.09,1.05,2.01,15.7,18.48,42.99,1.88%,58.30%,14.7,-69.80%,5.25%,-22.00%,14.03%,7.70%,18.60%,9.20%,870.0,729.21,,,70.00%,-0.29%,0.96%,2.36,9.50%,79.30%,19.90%,1.5,1.5,1.73,1.84,76.50%,10.70%,6.20%,-3.53%,5.19%,2.71%,9.86%,34.94%,1.36%,1.13,6.42,2.47%,2.84%,2.15%,3.00%,6.39%,-7.04%,12.72%,-7.04%,38.74%,52.84,0.33%,1.20%,2.2,2965.23,1.06,217.26,1.53%,3148948,2/1/2022 8:30:00 AM,243.58,11/10/1999,217.23,-0.01%,63.0,87,1.18,217.26,213.27,211.27,204.23,156.59,233.72,20.0,12.11,56.666666666666664,True
8043,VIRT,"Virtu Financial, Inc.",Financial,Capital Markets,USA,6178.29,8.24,10.2,,2.13,2.69,9.04,7.97,2.78%,22.70%,4.19,-28.60%,1.16%,54.30%,-2.71%,32.40%,-36.00%,-17.00%,115.77,110.24,0.50%,-91.93%,93.50%,0.12%,4.33%,4.62,5.00%,33.50%,21.60%,,,1.77,2.37,65.00%,39.30%,17.80%,0.35%,18.89%,20.59%,34.79%,21.73%,19.88%,-0.41,1.0,2.86%,3.19%,10.41%,16.64%,25.36%,-3.65%,32.41%,-3.65%,49.03%,70.79,-1.59%,0.52%,2.4,1033.52,1.15,34.56,-1.09%,1193196,2/8/2022 8:30:00 AM,35.33,4/16/2015,34.4,-0.46%,56.0,76,1.04,34.56,31.55,29.76,27.59,23.19,35.87,9.0,2.23,47.0,True
8064,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35364.19,,12.15,,0.37,2.06,10.11,74.61,4.43%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.18%,79.00%,0.11%,3.13%,3.17,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,0.05%,3.91%,14.45%,39.40%,29.96%,17.87%,1.97,2.95,2.95%,3.85%,4.06%,12.50%,18.78%,-5.59%,35.93%,-5.59%,50.43%,60.6,0.90%,-2.21%,1.9,4015.53,0.9,88.53,-1.33%,3626423,1/27/2022 8:30:00 AM,94.95,11/1/1984,88.53,-0.00%,72.0,86,1.16,88.53,85.22,79.07,74.58,58.85,93.77,24.0,7.25,60.666666666666664,True
8137,VRRM,Verra Mobility Corporation,Industrials,Security & Protection Services,USA,2763.95,148.31,18.31,4.82,5.75,11.44,21.56,25.08,,0.00%,0.12,-126.50%,37.36%,,30.80%,,301.30%,67.30%,159.36,151.05,0.50%,-97.80%,95.80%,-1.95%,3.20%,5.89,1.30%,6.70%,3.00%,3.2,3.2,3.96,4.0,94.90%,16.60%,4.10%,5.61%,17.45%,7.43%,13.34%,25.27%,13.42%,1.36,0.56,2.79%,3.64%,11.13%,13.92%,15.21%,1.39%,27.18%,0.00%,34.41%,73.55,3.00%,1.49%,1.6,820.45,2.0,17.5,4.54%,1644228,11/4/2021 4:30:00 PM,19.71,3/24/2017,17.5,0.00%,81.0,80,1.08,17.5,15.88,15.42,15.2,13.02,17.5,13.0,12.63,58.0,True
8138,VRS,Verso Corporation,Basic Materials,Paper & Paper Products,USA,780.03,,11.45,,0.62,1.35,4.7,5.38,1.50%,,-2.95,-248.10%,489.90%,10.70%,,-15.30%,312.80%,10.80%,29.33,22.9,0.80%,0.00%,81.40%,2.14%,3.88%,2.0,-9.30%,-17.80%,-17.30%,2.2,1.5,0.01,0.01,10.00%,-14.30%,-8.40%,0.34%,-0.19%,12.96%,39.98%,111.46%,-1.00%,1.95,0.15,0.26%,0.62%,0.47%,5.11%,27.58%,-1.98%,33.95%,-1.98%,121.26%,61.64,-0.04%,0.07%,2.0,443.88,0.36,26.75,0.04%,158330,11/5/2021 8:30:00 AM,35.0,7/19/2016,26.74,-0.04%,69.0,98,1.83,26.75,26.63,25.56,21.02,12.09,27.29,18.0,30.84,61.666666666666664,True
8237,WBS,Webster Financial Corporation,Financial,Banks - Regional,USA,11388.53,14.15,10.66,0.73,12.08,1.74,4.25,23.36,2.56%,44.70%,4.42,-42.20%,16.91%,1.90%,19.40%,5.70%,38.50%,0.20%,90.04,89.79,0.90%,0.00%,50.40%,0.43%,6.79%,4.55,1.00%,10.20%,21.60%,,,0.17,0.17,,98.40%,34.10%,0.94%,-2.54%,6.54%,27.14%,23.38%,12.00%,1.34,1.98,2.29%,3.60%,3.46%,7.22%,14.09%,-3.78%,24.71%,-3.78%,37.15%,59.08,0.94%,1.31%,1.9,1341.35,0.76,62.54,2.26%,1025425,1/20/2022 8:30:00 AM,72.0,12/12/1986,62.54,0.00%,72.0,81,1.09,62.54,60.41,58.51,54.86,45.6,65.0,19.0,15.13,57.333333333333336,True
8269,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,235728.52,11.78,12.06,,5.94,1.4,0.48,,1.37%,11.50%,4.96,-89.80%,23.25%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,73.50%,-0.13%,0.92%,1.22,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,-0.63%,0.55%,14.29%,19.85%,59.55%,21.68%,1.18,1.65,2.61%,3.01%,4.52%,10.71%,20.38%,-3.18%,26.23%,-3.18%,71.71%,64.11,-0.88%,1.82%,2.2,29783.18,0.61,58.38,0.92%,18222758,1/14/2022 8:30:00 AM,62.84,12/10/1962,58.38,-0.01%,63.0,96,1.48,58.38,55.94,52.95,48.56,34.0,60.3,23.0,7.64,60.666666666666664,True
8278,WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,USA,3727.65,76.1,37.74,1.77,9.89,6.4,12.34,89.82,0.80%,51.90%,0.66,-61.70%,98.06%,20.50%,43.00%,9.50%,63.20%,93.00%,59.0,58.56,0.20%,0.00%,,0.23%,2.40%,3.98,4.20%,9.10%,16.50%,5.6,4.4,0.01,0.02,26.60%,15.40%,10.00%,4.02%,9.09%,21.31%,49.21%,70.75%,31.52%,2.1,2.11,4.07%,4.73%,4.51%,17.12%,28.07%,-0.65%,43.41%,-0.65%,83.97%,63.61,5.40%,-2.50%,1.7,352.38,0.97,50.15,2.77%,342226,2/28/2022 8:30:00 AM,48.5,2/8/2018,50.15,0.00%,78.0,96,1.5,50.15,48.22,43.11,39.25,27.26,50.48,8.0,-3.29,60.666666666666664,True
8308,WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals,USA,13519.87,9.23,7.59,0.29,1.32,1.86,3.79,9.73,1.12%,9.60%,11.48,-21.10%,-7.33%,-12.00%,31.90%,10.90%,953.00%,61.00%,128.06,33.51,0.60%,-8.48%,27.80%,0.17%,3.51%,2.1,9.90%,22.40%,4.90%,3.4,2.8,0.68,0.71,26.60%,20.60%,14.40%,3.50%,-1.18%,2.50%,26.42%,21.90%,9.11%,1.32,3.4,2.98%,3.63%,4.90%,7.43%,11.95%,-2.78%,19.87%,-2.78%,35.77%,61.92,2.94%,0.56%,2.4,560.94,0.94,105.98,3.52%,525656,2/22/2022 8:30:00 AM,120.82,8/11/2004,105.98,0.00%,56.0,78,1.06,105.98,101.02,98.89,94.73,78.06,109.01,21.0,14.0,51.666666666666664,True
8313,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,35607.45,36.06,22.67,18.03,3.76,3.25,166.39,36.41,5.49%,196.50%,0.83,-75.90%,7.42%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1211.98,0.20%,-1.78%,87.50%,1.95%,2.10%,2.85,2.20%,8.80%,3.20%,0.6,0.5,1.82,2.0,65.60%,22.20%,10.70%,-1.81%,1.95%,4.37%,21.98%,29.32%,14.67%,1.32,0.72,2.17%,2.65%,0.17%,6.49%,11.22%,-3.74%,20.11%,-3.74%,34.63%,54.51,-0.07%,-0.66%,2.1,8947.51,0.72,29.86,-0.73%,6430137,2/21/2022 4:30:00 PM,32.09,7/2/1962,29.85,-0.03%,66.0,86,1.15,29.86,29.82,28.09,26.87,22.18,31.02,17.0,7.47,56.333333333333336,True
8339,WRB,W. R. Berkley Corporation,Financial,Insurance - Property & Casualty,USA,16265.76,16.44,14.5,1.83,1.72,2.51,7.86,10.13,0.58%,9.80%,5.48,-20.20%,12.37%,1.70%,9.00%,2.30%,73.20%,18.80%,185.03,134.35,5.70%,-0.24%,71.60%,0.35%,1.00%,1.69,3.10%,14.30%,6.90%,,,0.49,0.49,,14.50%,9.80%,-2.90%,5.28%,12.92%,22.17%,35.40%,9.37%,0.81,2.05,2.05%,2.60%,4.07%,7.75%,16.30%,-3.92%,18.20%,-3.92%,38.19%,61.81,-0.33%,1.03%,2.5,795.82,0.8,90.11,0.69%,636347,1/27/2022 4:30:00 PM,97.67,3/17/1980,88.5,-1.79%,53.0,87,1.17,90.11,86.85,83.89,78.37,66.51,93.79,17.0,8.39,52.333333333333336,True
8356,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,USA,5993.34,13.77,13.33,1.38,4.7,1.49,0.97,16.49,1.19%,15.50%,7.59,-22.40%,17.68%,10.10%,10.00%,12.50%,5.80%,3.60%,57.0,56.17,1.30%,-1.49%,95.40%,2.97%,1.98%,3.0,0.90%,11.30%,17.90%,,,0.3,0.3,,87.60%,34.10%,-0.58%,1.62%,12.60%,42.87%,50.83%,15.01%,1.38,3.32,3.75%,3.55%,4.54%,9.38%,24.79%,-1.05%,25.31%,-1.05%,59.08%,62.76,1.92%,0.82%,1.9,370.5,0.87,104.45,2.75%,320745,1/19/2022 4:30:00 PM,116.92,9/23/1996,104.45,0.00%,72.0,94,1.32,104.45,100.03,95.83,83.83,65.66,105.56,19.0,11.94,61.666666666666664,True
8365,WTTR,"Select Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA,780.7,,44.05,,1.21,1.37,7.27,,,,-0.79,83.70%,126.20%,,,2.50%,68.10%,102.20%,104.82,62.59,1.10%,-0.73%,66.70%,-1.52%,2.18%,3.03,-8.10%,-12.20%,-66.30%,3.2,2.8,0.0,0.0,-0.20%,-12.30%,-10.80%,3.79%,8.82%,13.50%,37.04%,23.33%,18.78%,2.58,0.38,5.56%,6.32%,5.55%,12.12%,21.63%,-4.02%,28.03%,-4.02%,69.34%,58.45,5.41%,-2.36%,2.5,451.09,1.36,7.4,2.92%,613657,2/22/2022 4:30:00 PM,8.19,4/21/2017,7.4,0.00%,53.0,79,1.07,7.4,7.04,6.63,6.09,4.37,7.71,31.0,10.68,54.333333333333336,True
8536,ZGNX,"Zogenix, Inc.",Healthcare,Biotechnology,USA,1480.58,,,,23.28,6.55,4.32,,,,-4.35,60.00%,31.20%,-14.90%,,-12.90%,4.10%,679.30%,55.91,55.61,0.10%,-26.49%,,0.75%,12.35%,3.0,-42.80%,-81.70%,-44.40%,4.8,4.7,0.7,0.7,94.30%,,,-0.19%,64.91%,77.02%,88.45%,15.73%,61.66%,0.9,0.62,0.71%,1.28%,2.73%,36.82%,56.13%,-1.13%,124.53%,-1.13%,138.17%,79.47,0.27%,0.11%,1.7,2288.11,0.65,26.27,0.38%,1480891,11/4/2021 4:30:00 PM,36.43,11/23/2010,26.27,0.00%,78.0,75,1.03,26.27,26.1,19.49,16.87,11.03,26.57,14.0,38.68,55.666666666666664,True
8542,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,11769.96,11.16,12.87,,5.15,1.62,0.9,68.03,2.05%,20.40%,6.66,-27.30%,15.75%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.00%,-3.35%,84.80%,-1.32%,2.12%,2.34,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,0.46%,5.18%,12.00%,36.70%,46.74%,17.65%,1.31,2.42,3.31%,3.69%,7.88%,12.06%,23.49%,-1.50%,27.72%,-1.50%,57.90%,65.26,1.68%,1.00%,2.5,1403.45,1.16,74.31,2.69%,1631383,1/24/2022 4:30:00 PM,73.0,3/17/1980,74.31,0.00%,53.0,92,1.27,74.31,69.13,66.56,60.27,47.06,75.44,14.0,-1.76,53.0,True
