"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"ACIW","ACI Worldwide, Inc.","Technology","Software - Infrastructure",3991.55,48.15,,-3.10%,4.40%,117.51,0.90%,-7.56%,97.60%,-1.86%,1.87%,51.40%,11.50%,2.01%,11.18%,10.36%,-11.28%,6.38%,-10.17%,1.06,3.36%,5.42%,7.38%,-6.14%,-5.97%,16.88%,-21.67%,16.88%,58.52,1.50,33.86,-1.91%,1032788,42.80
"ACKIT","Ackrell SPAC Partners I Co.","Financial","Shell Companies",,,,,,,,,9.62%,,,,,0.10%,0.50%,1.29%,1.21%,,-1.27%,,0.06%,0.26%,0.58%,0.86%,0.00%,1.31%,-3.45%,2.44%,60.90,,10.08,0.10%,24019,
"ACKIU","Ackrell SPAC Partners I Co.","Financial","Shell Companies",333.71,,,,,18.17,3.29%,0.00%,18.20%,-0.44%,,,,0.19%,1.47%,1.17%,1.17%,,0.78%,,1.55%,0.69%,1.41%,1.19%,-1.07%,28.01%,-5.27%,28.01%,54.60,,10.42,0.48%,4657,
"ACLS","Axcelis Technologies, Inc.","Technology","Semiconductor Equipment & Materials",2127.55,28.36,,24.70%,9.50%,33.54,2.90%,-5.93%,86.90%,-1.94%,3.27%,43.20%,16.40%,3.25%,29.25%,50.50%,64.98%,140.57%,120.33%,1.51,4.15%,11.28%,22.05%,45.09%,-1.79%,39.61%,-1.79%,147.48%,71.51,1.80,63.02,-1.78%,366192,68.50
"ACM","AECOM","Industrials","Engineering & Construction",10533.38,55.44,,24.90%,-5.90%,146.11,1.18%,-3.38%,88.70%,0.60%,1.64%,5.70%,3.90%,2.69%,16.12%,15.90%,14.42%,44.89%,47.13%,1.48,2.53%,4.44%,9.11%,13.52%,-3.23%,17.53%,-3.23%,55.46%,65.82,1.60,72.46,-1.06%,1293917,75.78
"ACMR","ACM Research, Inc.","Technology","Semiconductor Equipment & Materials",2066.19,75.02,,34.30%,38.10%,19.12,0.10%,-94.95%,55.40%,12.74%,13.81%,42.40%,11.30%,-0.08%,1.01%,27.99%,65.73%,30.10%,31.02%,0.55,4.87%,-5.20%,-4.95%,8.32%,-15.41%,4.97%,-30.42%,65.61%,44.06,2.00,100.76,-5.35%,366671,134.28
"ACN","Accenture plc","Technology","Information Technology Services",240459.72,40.54,0.95%,7.30%,7.70%,633.52,0.10%,-9.39%,73.60%,-0.33%,0.62%,32.40%,15.10%,1.00%,8.15%,14.36%,32.10%,51.52%,42.09%,1.13,1.41%,3.28%,8.17%,22.64%,-0.09%,17.96%,-0.09%,56.18%,70.68,2.10,372.78,0.44%,2246684,376.30
"ACNB","ACNB Corporation","Financial","Banks - Regional",245.01,8.14,3.52%,3.10%,16.70%,8.72,2.60%,-1.52%,20.90%,-1.69%,0.49%,,88.60%,1.03%,2.60%,0.11%,1.65%,12.69%,13.64%,0.08,1.31%,2.37%,2.56%,0.87%,-1.28%,5.34%,-15.17%,18.95%,64.13,,28.60,0.74%,11439,
"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology",37.52,,,-58.80%,-20.90%,9.99,1.40%,0.00%,34.40%,0.93%,4.67%,69.50%,-66.20%,-10.11%,-27.31%,-8.40%,-17.36%,-28.59%,-18.37%,0.46,6.72%,-11.37%,-18.38%,-24.10%,-29.66%,4.78%,-59.47%,7.34%,32.61,2.00,3.51,3.85%,143213,10.00
"ACP","Aberdeen Income Credit Strategies Fund","Financial","Closed-End Fund - Debt",199.13,,10.51%,,,17.44,0.06%,11.64%,33.68%,,,,,0.62%,1.51%,-1.30%,-1.81%,17.21%,9.20%,,1.04%,0.65%,1.22%,0.35%,-1.47%,4.40%,-8.28%,17.27%,55.64,,11.38,-0.35%,92778,
"ACQR","Independence Holdings Corp.","Financial","Shell Companies",383.37,,,,,61.99,,,82.40%,0.07%,0.24%,,,0.00%,0.51%,0.31%,,,-0.10%,,0.38%,-0.04%,0.23%,-0.08%,-0.41%,1.35%,-4.03%,1.35%,50.48,,9.76,0.00%,17851,
"ACQRU","Independence Holdings Corp.","Financial","Shell Companies",,,,,,,,,,,0.01%,,,-0.20%,0.61%,-0.10%,-0.70%,,-0.40%,,0.42%,0.05%,0.27%,-0.38%,-1.05%,1.40%,-7.20%,1.40%,50.87,,9.96,-0.02%,6369,
"ACR","ACRES Commercial Realty Corp.","Real Estate","REIT - Mortgage",140.22,4.93,,-59.80%,,9.55,1.80%,0.00%,48.80%,10.07%,0.30%,36.60%,41.90%,-1.93%,-5.81%,-10.05%,-3.09%,71.43%,23.31%,1.94,2.31%,-4.92%,-6.44%,-5.98%,-10.52%,3.01%,-20.13%,73.38%,31.73,2.00,14.72,-0.27%,46520,19.50
"ACRE","Ares Commercial Real Estate Corporation","Real Estate","REIT - Mortgage",743.87,10.33,8.41%,-7.20%,9.30%,46.96,0.10%,0.00%,53.00%,1.77%,1.76%,57.20%,41.50%,-1.20%,0.00%,4.11%,5.15%,41.38%,32.36%,1.35,1.51%,-1.83%,-0.52%,4.17%,-4.20%,3.60%,-8.48%,43.70%,44.45,2.00,15.50,-1.27%,386153,16.42
"ACRO","Acropolis Infrastructure Acquisition Corp.","Financial","Shell Companies",375.58,,,,,38.72,,,26.90%,344.80%,0.02%,,,0.00%,0.00%,,,,-0.21%,,0.32%,-0.06%,-0.14%,-0.14%,-1.22%,0.83%,-1.22%,0.83%,47.98,,9.70,0.00%,220,
"ACRS","Aclaris Therapeutics, Inc.","Healthcare","Biotechnology",887.95,,,-0.90%,,61.22,2.90%,-8.98%,93.10%,1.08%,4.35%,29.10%,,-8.81%,-11.54%,5.98%,-38.27%,344.51%,119.17%,0.41,5.79%,-14.23%,-18.35%,-29.57%,-30.80%,-2.06%,-54.50%,354.61%,32.62,1.50,13.82,-2.54%,415685,34.80
"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",84.85,,,3.00%,-22.40%,119.12,0.50%,0.00%,25.40%,-0.30%,2.72%,-70.90%,,-15.89%,-29.01%,-31.08%,-41.33%,-52.99%,-42.75%,0.70,5.55%,-19.79%,-27.67%,-48.48%,-35.83%,1.76%,-76.43%,1.76%,14.69,1.70,0.69,-2.38%,1057432,6.00
"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology",86.32,,,22.50%,39.10%,32.79,12.09%,0.00%,0.94%,,4.96%,61.20%,,-8.88%,-9.94%,-54.17%,-64.14%,-7.63%,-40.77%,1.38,4.21%,-9.69%,-18.98%,-60.38%,-38.71%,0.00%,-84.43%,0.00%,28.58,2.00,1.52,-1.30%,296753,2.52
"ACT","Genworth Mortgage Holdings, Inc.","Financial","Exchange Traded Fund",3777.66,,,,,162.55,,,,,0.09%,,,3.52%,6.65%,,,,13.42%,,3.17%,0.41%,4.58%,4.58%,-4.37%,19.22%,-4.37%,19.22%,56.36,,22.95,-1.25%,158354,
"ACTDU","ArcLight Clean Transition Corp. II","Financial","Shell Companies",,,,,,,,,44.45%,,,,,-0.20%,0.41%,-1.19%,-3.20%,,-0.30%,,0.39%,-0.16%,0.28%,-0.66%,-2.54%,1.84%,-8.27%,2.57%,49.97,,9.98,0.00%,0,
"ACTG","Acacia Research Corporation","Industrials","Specialty Business Services",283.04,,,20.00%,-24.90%,48.73,0.90%,-4.34%,65.10%,5.47%,3.26%,85.50%,-28.00%,1.58%,5.45%,6.42%,3.94%,51.44%,47.21%,0.32,4.53%,1.72%,-6.19%,-7.91%,-24.80%,6.52%,-37.62%,62.93%,49.60,,5.67,-2.24%,278605,8.00
"ACU","Acme United Corporation","Consumer Defensive","Household & Personal Products",132.48,10.80,1.41%,12.20%,8.40%,3.54,9.70%,-8.46%,67.40%,2.41%,0.84%,36.00%,9.10%,0.23%,2.22%,-7.21%,-16.25%,17.76%,22.14%,1.12,3.85%,-2.00%,0.58%,-8.99%,-13.25%,20.20%,-25.48%,31.37%,48.35,1.00,36.00,-2.17%,6418,51.75
"ACV","AllianzGI Diversified Income & Convertible Fund","Financial","Asset Management",381.13,,5.43%,-3.05%,,10.35,,,27.09%,,,,,-1.00%,2.56%,5.20%,15.46%,31.67%,12.64%,,0.92%,-0.38%,1.99%,6.58%,-2.98%,10.52%,-2.98%,31.36%,51.85,3.00,36.47,-0.92%,36146,36.93
"ACVA","ACV Auctions Inc.","Technology","Software - Application",3070.83,,,,,155.04,1.90%,-51.62%,90.15%,3.60%,5.03%,43.20%,-20.20%,6.17%,6.71%,6.01%,-25.64%,,-32.80%,,4.97%,11.74%,14.03%,-8.95%,3.60%,36.72%,-41.54%,36.72%,66.77,1.80,22.08,5.14%,1657249,31.27
"ACWF","iShares MSCI Global Multifactor ETF","Financial","Exchange Traded Fund",,,1.71%,,,,,,,,,,,0.83%,3.59%,2.52%,4.51%,21.51%,16.19%,,0.54%,0.88%,2.01%,3.26%,-1.55%,6.86%,-1.62%,22.12%,56.89,,38.81,-0.78%,58403,
"ACWI","iShares MSCI ACWI ETF","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,,0.26%,3.41%,5.17%,9.20%,23.17%,18.20%,,0.58%,0.84%,3.06%,6.52%,-0.49%,8.08%,-0.49%,24.73%,62.79,,106.93,-0.28%,3437671,
"ACWV","iShares MSCI Global Min Vol Factor ETF","Financial","Exchange Traded Fund",,,1.69%,,,,,,,,,,,0.68%,2.78%,1.64%,5.23%,10.83%,10.78%,,0.48%,0.92%,1.96%,4.58%,-0.38%,5.57%,-0.77%,14.97%,67.48,,107.31,-0.05%,590414,
"ACWX","iShares MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund",,,1.94%,,,,,,,,,,,-0.03%,1.39%,2.39%,1.49%,13.98%,8.84%,,0.54%,0.04%,1.18%,1.35%,-1.05%,5.99%,-2.72%,14.77%,53.20,,57.58,-0.26%,1350334,
"ACXP","Acurx Pharmaceuticals, Inc.","Healthcare","Biotechnology",49.99,,,,,6.97,22.90%,0.54%,0.30%,15.11%,,,,-8.72%,2.29%,17.70%,,,-37.64%,,7.37%,-8.86%,-4.47%,-8.25%,-18.28%,16.46%,-45.77%,27.76%,42.23,,4.74,-3.66%,27092,
"ACY","AeroCentury Corp.","Industrials","Rental & Leasing Services",189.66,,,-53.60%,-9.60%,1.55,43.73%,-1.22%,1.70%,,16.73%,,,-9.79%,11.00%,51.55%,413.74%,2072.15%,308.12%,3.53,7.75%,-3.41%,-4.02%,105.21%,-34.09%,54.37%,-34.09%,2167.75%,46.41,,43.52,0.28%,5515,
"ADAG","Adagene Inc.","Healthcare","Biotechnology",443.42,,,,,36.41,,,13.60%,-1.01%,0.82%,,,-14.83%,-18.50%,-47.96%,-22.98%,,-67.82%,,5.04%,-18.29%,-28.55%,-41.66%,-45.90%,-1.48%,-70.59%,-1.48%,25.81,1.70,9.36,-3.01%,28911,33.89
"ADALU","Anthemis Digital Acquisitions I Corp","Financial","Shell Companies",,,,,,,,,,,,,,0.10%,,,,,0.40%,,,0.28%,0.28%,0.28%,0.00%,0.50%,0.00%,0.50%,,,10.10,0.10%,28012,
"ADAP","Adaptimmune Therapeutics plc","Healthcare","Biotechnology",695.66,,,-24.90%,-15.10%,156.10,0.10%,-1.35%,73.20%,0.22%,2.33%,,,-21.42%,-17.13%,9.62%,-11.63%,-13.92%,-19.67%,1.95,5.62%,-17.33%,-20.53%,-14.68%,-38.34%,0.95%,-42.37%,25.52%,31.01,2.70,4.23,-2.31%,523564,9.17
"ADBE","Adobe Inc.","Technology","Software - Infrastructure",312270.53,55.37,,54.30%,21.80%,477.00,0.31%,-4.58%,85.60%,0.20%,1.05%,88.20%,36.50%,0.47%,7.74%,7.06%,39.66%,45.58%,34.17%,1.07,1.95%,3.03%,6.70%,19.72%,-1.05%,21.47%,-1.05%,59.39%,62.46,1.70,670.67,-0.05%,1215122,706.37
"ADC","Agree Realty Corporation","Real Estate","REIT - Retail",4906.30,39.80,3.89%,-4.20%,28.90%,69.10,1.70%,2.72%,,-0.16%,5.60%,88.10%,47.20%,0.34%,0.66%,-5.79%,2.35%,2.06%,5.15%,0.42,1.58%,-2.08%,-0.84%,-1.27%,-6.81%,4.46%,-8.98%,12.83%,42.95,1.60,69.13,-1.26%,634016,81.50
"ADCT","ADC Therapeutics SA","Healthcare","Biotechnology",2093.76,,,,,76.72,48.05%,0.00%,44.50%,0.06%,15.45%,96.30%,,-10.81%,1.97%,-3.36%,27.09%,-24.18%,-19.09%,,5.14%,-10.84%,-7.84%,-1.79%,-21.88%,9.75%,-34.79%,24.94%,36.75,1.70,25.00,-3.47%,142618,43.71
"ADER","26 Capital Acquisition Corp.","Financial","Shell Companies",338.64,,,,,27.50,,,77.60%,-0.09%,0.11%,,,-0.10%,0.20%,2.18%,0.92%,,-0.30%,,0.28%,-0.22%,0.63%,1.14%,-0.60%,2.18%,-0.60%,3.03%,51.24,,9.86,-0.10%,22064,
"ADERU","26 Capital Acquisition Corp.","Financial","Shell Companies",,,,,,,,,19.62%,,0.00%,,,0.49%,0.61%,1.08%,0.49%,,-2.18%,,0.30%,0.56%,1.55%,0.90%,-0.77%,3.40%,-6.85%,4.77%,63.83,,10.33,0.10%,27982,
"ADES","Advanced Emissions Solutions, Inc.","Industrials","Pollution & Treatment Controls",132.49,2.45,,3.80%,-0.40%,18.29,0.80%,0.00%,50.00%,-0.76%,1.10%,38.10%,10.30%,0.97%,13.66%,1.81%,36.82%,41.59%,33.09%,0.53,4.08%,4.15%,9.31%,13.11%,-9.50%,26.80%,-13.91%,57.39%,55.80,2.00,7.24,-1.09%,149532,
"ADEX","Adit EdTech Acquisition Corp.","Financial","Shell Companies",336.37,,,,,34.50,17.39%,0.00%,53.06%,,0.17%,,,0.41%,-0.10%,0.51%,0.41%,,-0.10%,,0.24%,0.35%,0.48%,0.64%,-0.10%,1.49%,-1.61%,3.39%,60.35,,9.76,0.10%,22677,
"ADGI","Adagio Therapeutics, Inc.","Healthcare","Biotechnology",2253.11,,,,,111.54,26.90%,0.00%,46.20%,,6.26%,,,0.80%,-39.92%,-24.63%,,,-3.26%,,9.88%,-24.13%,-41.52%,-38.58%,-65.46%,12.60%,-65.46%,12.60%,34.20,1.50,20.55,1.73%,251744,51.50
"ADI","Analog Devices, Inc.","Technology","Semiconductors",99746.60,41.07,1.47%,8.30%,10.30%,368.48,0.21%,-5.30%,76.90%,9.19%,2.50%,68.00%,31.60%,1.44%,8.27%,13.20%,22.56%,35.98%,27.04%,1.13,1.88%,3.95%,7.43%,14.23%,-0.43%,15.17%,-0.43%,42.24%,65.76,1.80,187.04,-0.34%,2240710,193.16
"ADIL","Adial Pharmaceuticals, Inc.","Healthcare","Biotechnology",66.13,,,-47.50%,,17.59,20.51%,0.00%,9.40%,-0.36%,5.36%,,,-3.92%,-15.83%,-0.31%,36.91%,85.47%,87.65%,0.50,8.59%,-0.42%,-12.78%,12.13%,-35.04%,12.24%,-35.04%,106.25%,46.14,2.00,3.30,3.45%,249922,10.67
"ADM","Archer-Daniels-Midland Company","Consumer Defensive","Farm Products",37265.01,14.37,2.23%,1.00%,-1.00%,564.00,0.10%,-12.84%,79.30%,-1.19%,0.89%,7.10%,3.10%,3.06%,4.08%,9.03%,-0.05%,31.72%,31.72%,0.88,1.81%,0.92%,4.18%,7.49%,-1.97%,12.35%,-5.25%,36.45%,56.11,1.80,65.66,-1.11%,1927191,69.93
"ADMA","ADMA Biologics, Inc.","Healthcare","Biotechnology",290.67,,,12.60%,42.50%,133.77,1.90%,-43.49%,25.30%,-0.22%,10.99%,-10.90%,-89.70%,9.15%,40.91%,21.09%,-11.93%,-18.42%,-20.51%,1.24,7.62%,8.19%,19.14%,-10.56%,-10.71%,48.51%,-51.78%,48.51%,58.45,1.80,1.50,-3.23%,1866459,5.58
"ADME","Aptus Drawdown Managed Equity ETF","Financial","Exchange Traded Fund",,,0.33%,,,,,,,,,,,0.38%,4.37%,6.04%,12.24%,21.53%,18.46%,,0.61%,1.26%,3.73%,8.49%,-0.64%,8.77%,-0.64%,23.51%,64.76,,42.56,-0.40%,24588,
"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Manufacturers - Specialty & Generic",159.42,,,9.00%,,148.89,1.06%,0.00%,10.80%,-0.41%,9.57%,9.90%,,2.91%,-13.82%,3.92%,41.11%,163.42%,118.51%,1.27,5.00%,-9.02%,-9.48%,-5.80%,-35.47%,-0.31%,-59.19%,154.33%,38.31,3.00,0.95,-9.91%,7108068,
"ADMS","Adamas Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",370.42,,,6.60%,107.90%,45.62,1.20%,-1.48%,77.50%,-0.24%,1.96%,97.60%,-44.50%,0.00%,1.49%,94.05%,62.67%,94.98%,88.22%,2.81,0.88%,0.94%,24.94%,49.38%,-0.49%,83.86%,-10.38%,104.49%,74.54,2.20,8.20,0.61%,775726,8.52
"ADN","Advent Technologies Holdings, Inc.","Utilities","Utilities - Renewable",503.23,,,,,52.42,28.10%,0.00%,32.50%,7.12%,13.64%,59.20%,,1.69%,10.85%,29.21%,-3.03%,-6.25%,-35.70%,,4.97%,-3.19%,2.73%,-13.34%,-9.66%,23.23%,-52.79%,38.26%,47.72,1.30,9.07,-5.52%,237382,26.67
"ADNT","Adient plc","Consumer Cyclical","Auto Parts",4213.47,4.11,,-26.10%,-8.70%,94.20,0.80%,-2.83%,94.60%,-0.14%,3.05%,6.00%,-0.20%,7.19%,8.86%,20.29%,0.55%,63.65%,36.73%,3.04,4.55%,4.88%,10.01%,8.87%,-3.30%,34.15%,-12.82%,70.34%,58.11,2.40,46.35,-2.50%,552166,50.90
"ADOC","Edoc Acquisition Corp.","Financial","Shell Companies",120.14,,,,,9.55,4.33%,0.00%,79.00%,-1.63%,0.35%,,,0.08%,0.40%,1.30%,2.22%,,-0.58%,,0.10%,0.36%,0.76%,0.94%,-0.20%,1.59%,-1.64%,3.55%,70.81,,10.20,0.19%,4028,
"ADP","Automatic Data Processing, Inc.","Industrials","Staffing & Employment Services",98108.66,37.21,1.58%,13.30%,5.20%,421.40,0.10%,-29.29%,81.80%,0.15%,1.05%,42.70%,22.40%,2.64%,10.67%,12.85%,23.27%,32.87%,33.51%,0.76,1.36%,5.40%,11.92%,19.29%,-0.08%,20.80%,-0.08%,48.69%,79.74,3.00,236.88,0.69%,1073375,224.14
"ADPT","Adaptive Biotechnologies Corporation","Healthcare","Biotechnology",4677.25,,,,,140.83,1.40%,-13.16%,83.20%,0.09%,3.04%,71.90%,,-5.53%,1.97%,6.19%,-5.51%,-30.17%,-44.85%,,4.76%,-6.11%,-7.66%,-18.51%,-19.28%,2.68%,-54.88%,8.12%,40.89,1.70,32.15,-1.41%,519670,56.00
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","Financial","Exchange Traded Fund",,,0.94%,,,,,,,,,,,1.57%,-0.37%,2.08%,-7.48%,-4.52%,-9.46%,,1.03%,-0.46%,0.52%,-8.17%,-5.23%,7.88%,-24.85%,7.88%,49.64,,50.39,-1.16%,12229,
"ADS","Alliance Data Systems Corporation","Financial","Credit Services",3882.69,4.43,1.08%,-7.00%,-6.80%,49.80,0.40%,0.00%,97.30%,-3.18%,8.15%,51.80%,37.60%,2.85%,-22.12%,-14.35%,-34.44%,11.60%,5.20%,2.32,4.08%,-11.20%,-17.91%,-24.17%,-27.22%,5.80%,-39.76%,18.26%,35.01,2.10,77.20,-0.96%,834703,119.31
"ADSK","Autodesk, Inc.","Technology","Software - Application",72436.58,56.38,,41.70%,8.60%,219.80,0.10%,-12.92%,93.30%,1.31%,1.14%,90.80%,15.70%,1.29%,14.00%,3.13%,21.78%,34.11%,9.27%,1.36,2.23%,4.01%,10.80%,12.33%,-1.18%,21.93%,-4.02%,33.49%,63.85,2.10,330.55,-0.93%,1395100,350.20
"ADT","ADT Inc.","Industrials","Security & Protection Services",7361.68,,1.53%,-53.20%,57.40%,821.56,1.30%,0.00%,97.40%,0.12%,1.98%,71.20%,-0.40%,-9.12%,8.14%,11.97%,-4.88%,21.14%,16.82%,2.15,4.47%,4.94%,8.89%,-0.39%,-11.45%,17.27%,-21.87%,36.70%,56.56,2.60,9.20,0.33%,1189318,11.33
"ADTN","ADTRAN, Inc.","Technology","Communication Equipment",1036.86,698.71,1.66%,-33.00%,-3.30%,48.61,1.10%,0.48%,90.80%,-3.26%,3.42%,40.40%,-2.00%,3.59%,19.08%,-5.95%,11.02%,71.23%,46.65%,1.33,3.69%,13.01%,14.86%,13.86%,-2.39%,26.56%,-10.90%,82.92%,74.18,1.90,22.06,1.85%,391963,24.67
"ADTX","Aditxt, Inc.","Healthcare","Biotechnology",43.80,,,,,35.04,3.80%,1.88%,10.80%,87.31%,4.28%,,,-36.22%,-19.35%,-36.22%,-46.12%,-35.90%,-39.90%,,11.80%,-36.36%,-35.67%,-55.41%,-59.56%,-7.56%,-83.66%,-7.56%,34.74,2.00,1.10,-12.00%,2256929,14.00
"ADUS","Addus HomeCare Corporation","Healthcare","Medical Care Facilities",1667.72,40.55,,15.40%,17.80%,15.75,0.70%,-6.49%,,2.28%,2.73%,30.20%,7.00%,-2.73%,33.04%,13.07%,7.67%,2.37%,-12.51%,0.75,3.82%,8.97%,19.03%,8.32%,-4.87%,40.76%,-20.28%,40.76%,71.53,1.50,102.84,0.39%,111671,120.71
"ADV","Advantage Solutions Inc.","Communication Services","Advertising Agencies",2962.52,,,,,318.56,0.10%,0.00%,28.90%,-1.11%,3.99%,63.00%,,1.01%,3.22%,-1.21%,-25.93%,-12.57%,-31.89%,,3.74%,1.29%,2.31%,-14.75%,-6.95%,8.21%,-36.57%,8.21%,50.91,2.30,8.83,-1.56%,318152,12.33
"ADVM","Adverum Biotechnologies, Inc.","Healthcare","Biotechnology",213.93,,,5.80%,,98.13,1.40%,-3.78%,71.50%,-12.35%,9.02%,,,-6.52%,6.44%,-2.71%,-38.22%,-82.02%,-80.17%,1.10,4.78%,-1.11%,-2.19%,-59.28%,-15.48%,12.70%,-85.60%,12.70%,45.85,2.90,2.13,-0.93%,425337,4.25
"ADX","Adams Diversified Equity Fund, Inc.","Financial","Closed-End Fund - Equity",2458.32,7.03,0.90%,,,110.98,8.65%,0.00%,22.47%,,0.61%,,,2.26%,7.68%,9.82%,17.63%,32.71%,28.39%,,0.79%,3.96%,7.46%,13.55%,-0.09%,13.90%,-0.09%,35.19%,79.90,,22.21,0.27%,346222,
"ADXN","Addex Therapeutics Ltd","Healthcare","Biotechnology",57.01,,,,,7.26,,,8.94%,,0.03%,,,-4.27%,-7.76%,-20.47%,-20.79%,-32.03%,-41.42%,,2.46%,-6.25%,-14.53%,-24.45%,-26.95%,0.00%,-78.54%,0.00%,37.61,,7.51,-4.33%,5807,
"ADXS","Advaxis, Inc.","Healthcare","Biotechnology",59.42,,,55.60%,,145.64,0.07%,0.00%,11.40%,0.10%,3.09%,,,-13.46%,-14.83%,1.62%,-27.96%,4.99%,18.96%,2.19,7.17%,-15.43%,-18.29%,-28.91%,-37.36%,5.68%,-74.27%,53.09%,32.54,2.00,0.40,-2.60%,2534444,2.25
"AE","Adams Resources & Energy, Inc.","Energy","Oil & Gas Integrated",130.14,8.56,3.22%,22.60%,-12.10%,4.27,0.50%,6.80%,39.10%,1.12%,0.13%,3.10%,1.10%,0.40%,-4.12%,-0.07%,7.90%,10.42%,23.57%,1.07,4.02%,-2.13%,-2.94%,2.99%,-11.71%,2.46%,-21.19%,29.62%,45.24,1.00,29.71,-0.24%,5777,38.50
"AEAC","Authentic Equity Acquisition Corp.","Financial","Shell Companies",224.13,,,,,23.00,,,70.40%,,,,,-0.05%,0.15%,0.15%,0.46%,,-0.26%,,0.19%,0.31%,0.53%,0.62%,-0.81%,1.66%,-1.01%,2.70%,58.29,,9.77,0.26%,23132,
"AEACU","Authentic Equity Acquisition Corp.","Financial","Shell Companies",,,,,,,,,23.27%,,0.00%,,,0.10%,0.20%,-0.20%,0.80%,,-3.28%,,0.29%,0.26%,0.52%,-0.20%,-0.30%,1.36%,-8.29%,3.81%,56.20,,10.07,0.30%,1200,
"AEE","Ameren Corporation","Utilities","Utilities - Regulated Electric",21777.11,22.29,2.58%,8.10%,-1.00%,257.30,0.10%,-6.57%,77.30%,0.32%,0.95%,84.20%,21.80%,2.53%,2.98%,-4.64%,1.10%,0.96%,9.07%,0.33,1.48%,1.15%,1.91%,3.59%,-3.62%,6.51%,-5.82%,22.50%,56.48,2.10,85.49,0.41%,576654,89.77
"AEF","Aberdeen Emerging Markets Equity Income Fund, Inc.","Financial","Asset Management",425.81,8.18,7.63%,,,50.75,,,70.55%,,,,,-0.94%,-1.06%,-2.78%,-3.89%,14.97%,2.82%,,1.20%,-1.35%,-0.97%,-3.92%,-6.91%,4.11%,-9.44%,16.16%,43.94,,8.35,-0.48%,72966,
"AEG","Aegon N.V.","Financial","Insurance - Diversified",10403.36,,2.85%,15.00%,6.50%,2060.03,10.10%,0.00%,7.70%,0.50%,0.08%,,,0.41%,-4.10%,-0.41%,3.59%,41.50%,24.30%,1.28,1.50%,-2.42%,-2.02%,4.58%,-7.18%,5.59%,-7.18%,41.90%,41.85,3.50,4.91,0.00%,1845699,4.86
"AEHL","Antelope Enterprise Holdings Limited","Industrials","Building Products & Equipment",11.52,,,31.20%,-29.00%,4.36,49.00%,0.00%,7.10%,1.35%,25.11%,-17.30%,-78.80%,-4.88%,-3.53%,-0.73%,9.20%,25.52%,10.08%,1.01,5.93%,-6.86%,-5.08%,-10.63%,-31.99%,5.43%,-64.94%,31.71%,42.40,,2.70,-1.10%,87265,
"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials",604.91,,,30.10%,2.70%,24.00,4.90%,-55.22%,21.20%,23.99%,7.28%,40.00%,-6.50%,0.41%,11.89%,350.00%,915.29%,1495.45%,871.15%,1.35,11.14%,1.49%,29.95%,229.98%,-14.17%,183.54%,-14.17%,1439.63%,55.50,,23.25,-5.37%,1546163,31.00
"AEI","Alset EHome International Inc.","Real Estate","Real Estate - Development",83.24,,,,,26.19,39.80%,237.71%,2.70%,12.12%,3.67%,38.40%,-19.10%,-3.16%,-7.07%,-1.60%,-49.03%,,-69.23%,,6.21%,-11.80%,-21.82%,-71.75%,-49.41%,-3.08%,-94.13%,4.85%,35.24,2.50,1.73,-5.98%,1605743,2.02
"AEIS","Advanced Energy Industries, Inc.","Industrials","Electrical Equipment & Parts",3516.56,25.58,0.44%,11.30%,27.80%,38.18,0.20%,2.56%,98.50%,-0.24%,2.30%,37.60%,11.50%,-2.05%,4.02%,7.43%,-4.41%,1.06%,-6.41%,1.69,3.10%,-1.09%,1.18%,-9.69%,-6.86%,8.37%,-28.51%,9.84%,47.29,2.40,89.75,-1.10%,183971,104.88
"AEL","American Equity Investment Life Holding Company","Financial","Insurance - Life",3413.85,10.16,0.88%,20.50%,9.80%,92.48,1.20%,-3.07%,97.20%,-1.12%,1.67%,,15.30%,4.14%,13.04%,13.67%,13.39%,33.07%,31.96%,1.18,2.88%,5.96%,14.54%,16.52%,-4.81%,34.88%,-4.81%,40.58%,65.26,2.60,36.58,0.22%,537581,37.33
